Unnamed: 0,translation,notes,sent_id
12,"And so, everyone assigns blame to him.","The sentence employs a generalized subject (πᾶς τις, 'everyone/someone') to describe a collective societal reaction, emphasizing the universality of the accusation. The demonstrative pronoun τήνδ' (this one) is elided with the enclitic δέ (implied in the connective flow) or attached to the article for emphasis, pointing to a specific male referent (ἐκείνῳ, 'to that man') previously mentioned in the context. The verb νέμει ('assigns' or 'deals out') is used in the sense of distributing an abstract quality, here 'blame' (αἰτίαν), suggesting a formal or ritualistic act of assigning responsibility. The particle οὖν ('therefore/and so') indicates that this accusation is a logical consequence of prior events or the current situation. The word order places the object (ἐκείνῳ) before the verb, which can serve to contrast the accused with others or to maintain focus on the target of the blame.",12
13,"And a watchman, seeing him alone leaping in the plains with a freshly drawn sword, both reported it to me and made it clear.","The sentence employs a participle construction (εισιδων, 'seeing') to establish the temporal and causal context for the main verbs (φραζει and καηδηλωσεν). The adverb μονον ('alone') modifies the participle πηδοντα ('leaping'), emphasizing the solitary and potentially desperate nature of the action. The phrase 'with a freshly drawn sword' (συν νεορραντω ξιφει) uses the compound adjective νεορραντος, meaning 'newly sprinkled' or 'freshly drawn,' a vivid metonymy where the sword is described by the fresh blood or the fresh action of drawing it from the sheath. The use of the enclitic τε...καί ('both...and') creates a tight coordination between the two main actions of reporting and clarifying. The syntax features a long, descriptive participial phrase that delays the main verb, creating a sense of dramatic tension as the viewer observes the scene before the report is delivered.",13
14,"Immediately I will hasten after the track; some things I am signaling, others I am struck with awe, and I do not know from where.","The sentence exhibits a complex syntactic structure marked by the correlative pair μεν... δε... (some... others...), which organizes the speaker's conflicting internal states. The verb αἴσσω (to hasten) is followed by the prepositional phrase κατ' ἴχνος (after the track/footprint), a common metaphor for pursuing a trail or following a specific course of action. The phrase ἐκπεπληγμαι (I am struck with awe/astonishment) is in the perfect passive, indicating a state of being overwhelmed by an external event, likely the discovery of the footprints or the implications of the scene. The sentence concludes with a negative clause (οὐκ ἔχω μαθεῖν) expressing ignorance of the origin (οὗτος, 'from where'). Stylistically, the juxtaposition of active pursuit (αἴσσω) with passive reception of emotion (ἐκπεπληγμαι) creates a dramatic tension, highlighting the speaker's frantic yet bewildered state of mind. The use of the indefinite relative οὗτος (from where) without a specific antecedent adds to the sense of disorientation.",14
15,And you said the time.,"The verb 'ἐφηκεις' (ephekeis) is the second person singular aorist indicative active of 'φημί' (phēmi), meaning 'to say' or 'to speak.' The particle 'δέ' (de) serves as a connective, often translated as 'and' or 'but,' linking this statement to previous discourse. The noun 'καιρόν' (kairon), in the accusative case, functions adverbially here as a direct object of 'φημί,' emphasizing the specific timing or 'opportunity' mentioned. The sentence reflects a dramatic moment where the speaker is highlighting a previously made statement about timing, a common theme in Greek tragedy where characters grapple with fate and the 'right moment' for action.",15
16,"For all things, both what was before and what comes after, I steer with my hand.","The sentence employs the connective particle τε (represented here as τ') twice to create a balanced construction: 'both... and...' (παρά... καί... implied by the structure τα... τ'... τ'...). This asyndetic or semi-asyndetic pairing of 'what was before' (παρά) and 'what comes after' (εἰσέπειτα) emphasizes the totality of time and experience being covered by the speaker's action. The verb κυβερνῶμαι (I steer) is used in the middle voice with a dative of instrument (χειρί), literally 'steered by my hand.' This is a metaphorical usage where 'hand' represents the speaker's agency, skill, or will, rather than a literal steering mechanism, suggesting a metaphor of life or fate as a ship being navigated. The adverbial phrase πάντα (all things) is governed by the verb, indicating the scope of the steering. The particles γάρ and οὖν combine to provide a causal or inferential link to previous discourse while adding a sense of logical conclusion.",16
17,"I have recognized you, Odysseus, and even long ago I was a guard, eager for your hunting paths.","The verb γιγνωσκω (to know, recognize) appears in the aorist tense (ἔγνων), conveying a sudden or completed act of recognition, which is typical in dramatic dialogue for moments of revelation. The vocative Ὀδυσσεῦ addresses the hero directly, a common feature in Greek tragedy for establishing intimacy or confrontation. The conjunction καὶ links two distinct clauses: the first declares the speaker's recognition, and the second asserts a past role as a guard (φύλαξ) who was ready (πρόθυμος) to serve on the speaker's hunting expeditions (κυνηγία). The phrase 'eager for your hunting paths' uses κυνηγία (hunting) in the feminine accusative, governed by the preposition εἰς (into/toward), indicating direction or purpose. The use of πάλαι (long ago) emphasizes the depth of the speaker's prior loyalty. Stylistically, the sentence employs a chiasmus-like structure in the second clause: the adjective πρόθυμος (eager) modifies the noun φύλαξ (guard), while the prepositional phrase εἰς ὁδὸν κυναγίᾳ (into the paths of hunting) completes the thought, creating a balanced rhythm. The metaphor of 'hunting paths' may allude to the speaker's past service in a literal or symbolic sense, reflecting the warrior culture of the time where hunting was both a practical skill and a metaphor for strategic pursuit.",17
18,"Oh, indeed, dear mistress, do you toil at the right time?","The sentence features the particle ἠ (ē) combined with καί (kai) to form ἠ καί, an emphatic interjection used in questions to express surprise or incredulity, often translated as 'Oh, indeed' or 'Surely.' The vocative phrase 'φιλή δεσποῖνα' (dear mistress) is separated by commas, creating a direct address that highlights the speaker's intimacy or urgency toward the addressee. The prepositional phrase 'πρὸς καιρόν' (at the right time/season) functions adverbially with the verb 'πονέω' (to toil/suffer), questioning the appropriateness or timing of the effort. The rhetorical question implies that the addressee's labor is either untimely or unnecessary given the circumstances. The syntax relies on the verb 'πονέω' in the second person singular present indicative active, with the subject 'you' implied, and the question is marked by the interrogative particle 'ἠ' and the final punctuation.",18
19,"Thus, such are these deeds of this man to you.","The sentence employs a strong asyndeton, omitting a conjunction between the introductory particle and the main clause, which creates a sudden, emphatic declaration. The structure 'ὠς ἔστιν' (as is / thus is) functions as a demonstrative exclamation, often introducing a summary or a judgment of the preceding events. The repetition of the demonstrative 'ταῦτά' (these) and the definite article 'τἄργα' (the deeds) creates a rhythmic emphasis on the specific actions being referenced. The dative 'σοι' (to you) indicates the perspective of the addressee, suggesting that the nature of these deeds is being evaluated specifically in relation to the listener's experience or understanding. The use of 'τοῦδε' (of this one) combined with 'ἀνδρὸς' (of a man) highlights the personal identity of the agent in a way that is both specific and slightly distant, typical of dramatic irony or accusatory speech in tragedy.",19
20,And has she raised her hand even to this unreasonable thing?,"The sentence features a rhetorical question marked by the interrogative particle implied in the context (often associated with the question mark in translation) and the enclitic 'ὧδ'' (so, thus). The verb 'ᾖξεν' (aorist active indicative of ἀΐσσω) means 'to raise' or 'to lift,' here specifically referring to the raising of a hand in a threatening or violent gesture. The adjective 'δυσλόγιστον' (unreasonable, inexplicable, or contrary to reason) modifies 'χέραν' (hand), creating a striking oxymoron or paradox where the 'hand' itself is described as acting against reason, or the action is deemed irrational. The prepositional phrase 'πρὸς τι' (to something) introduces the object of the raising. The construction highlights the emotional intensity and the perceived irrationality of the action, likely reflecting a moment of crisis or madness. The use of 'καί' (and) at the beginning suggests a continuation of a preceding thought or action.",20
21,Burdened by the anger of Achilles' arms.,"The sentence features a perfect passive participle (βαρυνθείς) functioning adverbially to describe the state of an implied subject (likely Ajax, given the context of the play). The noun χόλῳ (dative of cause or instrument) is governed by the participle, indicating the specific cause of the burden. The phrase τῶν Ἀχιλλείων ὅπλων utilizes the genitive case to denote possession, referring to the armor of Achilles. The adjective Ἀχιλλείων is an adjectival genitive, a common construction in Greek to attribute characteristics to a noun. The sentence is stylistically concise, relying on the participle to convey a complex emotional and physical state without a finite verb, a technique often found in tragic monologues to emphasize the immediacy of the character's internal conflict.",21
22,"Why, then, did she send this foot upon the flocks?","The sentence employs the interrogative particle 'τί' combined with the intensifier 'δήτα' to form a strong rhetorical question expressing shock or indignation. The verb 'ἐπεμπίπτει' (imperfect active indicative, third person singular) literally means 'to send upon' or 'to thrust upon,' here used metaphorically to describe the act of directing an attack or force against a target. The subject is implied to be a female figure (likely a goddess like Athena, given the context of Sophocles' 'Ajax'), referred to by the feminine singular verb ending. The phrase 'τηνδ' βάσιν' ('this foot') uses the demonstrative 'οὗδε' (contracted to 'τηνδ' before the vowel) to point specifically to the destructive action or the army/messenger acting as a foot, serving as a synecdoche for a military advance or a sudden assault. The dative 'ποιμναῖς' ('to the flocks') indicates the indirect object, representing the vulnerable herd or the people of the army, highlighting the injustice of such a powerful force being directed against the defenseless. The structure emphasizes the abruptness and cruelty of the action through the direct object placement and the emphatic question.",22
23,Seeming to aid you with my hand in bloodshed.,"The sentence features a present active participle (δοκῶν) in the nominative masculine singular, which functions adverbially to modify the implied subject of the main clause (likely Ajax himself). The verb χραινεῖσθαι is a middle voice form of χραινώ, meaning 'to help' or 'to aid,' and here takes a double object construction: the instrumental accusative χειρᾶ (hand) and the dative φοίνῳ (in bloodshed/murder). The preposition ἐν with the dative υμῖν (you, plural) indicates the sphere of action. The phrase 'hand in bloodshed' is a striking synecdoche, where the physical hand represents the agent of violence. The tone is ironic and tragic, as the speaker claims to be helping, yet the context of 'bloodshed' suggests the violence is directed against the very people he claims to aid. The sentence structure relies on the participle to convey a sense of simultaneous action or perceived intent, a common feature in tragic monologues to reveal a character's self-justification or delusion.",23
24,And was this very plan directed against the Argives?,"The sentence employs the particle 'ἤ' (here written as 'ἤ' or 'ἦ' in the input) combined with 'καί' to introduce a rhetorical question expressing shock or accusation, a common feature in tragic dialogue. The phrase 'τὸ βούλευμα' (the plan/debate) is the subject, while 'τοῦτο' (this) serves as the emphatic predicate nominative or subject complement referring back to a previously discussed scheme. The preposition 'ἐπί' (against/toward) with the dative plural 'Ἀργείοις' (Argives) indicates the target of the plan. The syntax highlights the dramatic tension of the moment, questioning the very nature of the strategy being proposed or enacted. The use of the imperfect 'ἦν' suggests a state of being or a past continuous action, fitting the context of deliberation or the unfolding of a plot.",24
25,"And I would have accomplished it, if I had not neglected it.","This sentence features a classic counterfactual conditional structure in the apodosis (main clause) and protasis (conditional clause). The main clause 'κἂν ἐξεπράξατ'' (and I would have accomplished) combines the particle 'καί' (and, often used to express a continuation of thought or emphasis) with the modal particle 'ἄν' and the aorist indicative verb 'ἐξέπραξα', creating a periphrastic construction that functions as a potential or counterfactual future-in-the-past. The conditional clause 'εἰ κατημέλησ' ἐγώ' uses the imperfect 'κατημέλησ' (I was neglecting/had neglected) to establish the unreal condition. The syntax highlights the speaker's regret over a missed opportunity caused by negligence. The repetition of the negative implication ('would have done' vs 'had not neglected') creates a poignant rhetorical contrast emphasizing the tragedy of inaction. The sentence is a fragment of a larger speech where the speaker laments a failure to act decisively.",25
26,With what audacities and what boldness of spirit do you do this?,"This sentence is an exclamatory interrogative phrase typical of Greek tragedy, where the interrogative pronoun ποίαισι (in which form?) modifies the dative plural nouns τόλμαις (audacities) and θράσει (boldness). The dative case here likely indicates the means or instrument by which an action is performed, though the verb itself is elided or implied by the context of the dialogue. The phrase φρενῶν θράσει uses a genitive plural of φρήν (mind/heart/spirit) to specify the source of the boldness, a common construction in Greek where abstract qualities are attributed to the inner self. The use of the demonstrative ταῖσδε (these) points to a specific, immediate action or situation. The sentence structure employs a rhetorical question to express shock or condemnation, emphasizing the magnitude of the perceived recklessness. The conjunction καὶ links the two nouns, creating a parallel structure that reinforces the intensity of the sentiment.",26
27,"By night, he approaches you alone in deceit.","The adverb 'νυκτωρ' (by night) sets a dramatic temporal context, emphasizing the stealth and danger of the action. The prepositional phrase 'εἰς ὑμᾶς' (toward you) indicates the target of the approach, while 'δολίος' (deceitful/sneaky) functions adverbially to describe the manner of the approach, highlighting the treacherous nature of the subject. The use of 'μόνος' (alone) contrasts with the implied presence of the addressees, underscoring the isolation and vulnerability of the situation. The sentence employs a compact structure, with adjectives and adverbs modifying the verb to create a vivid image of a hidden threat. The tone is ominous, fitting the tragic genre, and the syntax reflects the urgency and tension of the moment.",27
28,"So she was present, and she came to the very end?","The sentence employs asyndeton (the omission of a conjunction between coordinate clauses) in the first clause, marked by the particle ἦ and καὶ, before the coordinating conjunction κα- (καί) introduces the second clause. The verb παρέστη (from παρίστημι) is in the aorist indicative active, third person singular, denoting a completed state of being present or standing by. The second verb, ἀφίκετο (from ἀφικνέομαι), is in the aorist indicative middle, third person singular, meaning 'she arrived' or 'she reached.' The object τέρμ' (τέρμα) is in the accusative case, with the elision of the final alpha indicating the elision of the article or a preceding word. The rhetorical question ending with a question mark suggests uncertainty or disbelief regarding the subject's arrival at the 'end' (τέρμα), which could metaphorically refer to the limit of life, a boundary, or a specific destination. The use of chiasmus is not explicitly present, but the parallel structure of the two verbs (παρέστη and ἀφίκετο) creates a balanced, rhythmic effect typical of Greek tragedy. The particle τέρμ' is a common poetic contraction, emphasizing the finality or extremity of the situation.",28
29,And now the gates were double-gated.,"The sentence utilizes the compound adverbial particle 'καὶ δὴ' to indicate a transition or the arrival of a specific moment in the narrative, often translated as 'and now' or 'and so.' The verb 'ἦν' (imperfect of 'εἰμί') establishes a state of being, describing the configuration of the gates at that time. The noun 'πύλαις' (dative plural of 'πύλη') functions adverbially with the preposition 'ἐπί' (here contracted to 'ἐπί' before the vowel, though the text shows 'ἔπι' which is likely a textual variant or specific orthography for 'ἐπί' governing the dative), forming the phrase 'ἐπὶ δισσαῖς στρατηγίσιν πύλαις,' meaning 'at the double-gated' or 'with double gates.' The adjective 'δισσαῖς' (double) modifies 'πύλαις,' emphasizing the architectural feature of the gates being double, which is a significant detail in the context of fortifications or palace entrances in Greek tragedy, often symbolizing security or a threshold that must be crossed. The use of the dative case with 'ἐπί' here suggests location or position, indicating that the gates were situated in a double configuration.",29
30,And how did he restrain his hand that was raging for blood?,"The sentence features a rhetorical question introduced by 'και' (and) which serves to connect this thought to the preceding context while emphasizing the speaker's incredulity. The verb 'ἐπέσχε' (he restrained) is in the aorist indicative active, denoting a specific past action. The participle 'μαιμώσαν' (raging, raging with fury) is in the aorist active participle, agreeing with 'χεῖρα' (hand) in the accusative case. This participle is used in an adverbial capacity, modifying the action of restraining. The genitive 'φόνου' (of blood/murder) depends on 'μαιμώσαν', creating a vivid image of the hand's desire for violence. The phrase 'χεῖρα μαιμώσαν φόνου' is a powerful example of synecdoche, where the hand represents the agent's capacity for violence. The use of the rhetorical question invites the audience to consider the difficulty of the action, highlighting the character's internal struggle or the miraculous nature of the restraint. The sentence employs a strong emotional tone, typical of Sophoclean tragedy, where the tension between human agency and divine or internal forces is a central theme.",30
31,"I forbid them, having cast distressing thoughts upon their eyes, born of an unhealable joy, and I turn both the flocks and the mixed, unguarded guard-posts of the herdsmen's spoils.","The sentence employs a participle (βαλουσα, 'having cast') in the aorist active to describe the mental state accompanying the main actions (απειργω, 'I forbid'; εκτρεπω, 'I turn'). The phrase δυσφορους γνωμας (distressing thoughts) creates a striking oxymoron when paired with the genitive of source της ανηκεστου χαρας (of unhealable joy), suggesting a joy that is so intense or twisted it becomes a source of torment. The syntax features a chiastic arrangement in the final clause: 'and to the flocks' (pros te poimnas) is coordinated with 'and to the mixed... guard-posts' (te leias... phrurhremata), linked by the enclitic τε...τε (both...and) which emphasizes the totality of the diversion. The adjective ανηκεστος (unhealable) is a powerful hyperbolic descriptor often found in tragic contexts to denote a state beyond human remedy. The term φρουρήματα (guard-posts/fortifications) is used here metaphorically or metonymically to refer to the protected goods themselves, highlighting the vulnerability of the herdsmen's possessions.",31
32,"There, having leaped in, he began to shear the blood of the many-horned [sacrificial animal] around, hacking with the sickle.","The sentence describes the ritualistic slaughter of a sacrificial animal (likely a bull, indicated by 'polykerōn' or 'many-horned') using a sickle ('rachizōn'). The participle 'eispeōn' (having leaped in) sets the scene for the main action 'keire' (he began to shear/cut), which is an aorist indicative. The adverbial use of 'kyklō' (in a circle) modifies the participle 'rachizōn' (hacking/cutting), suggesting a circular motion of the blade around the animal's neck or body, a common detail in sacrificial descriptions. The term 'polykerōn' is a poetic epithet for a bull, emphasizing its strength and suitability for sacrifice. The use of the sickle ('rachis') rather than a knife is significant, as it was the traditional tool for severing the throat in certain Greek sacrificial rites. The sentence employs a participial construction to convey the sequence of actions, adding a sense of immediacy and fluidity to the narrative.",32
33,"And yet, it seems to me that sometimes I am ready to slay the two sons of Atreus with my own hand, and at other times I leap upon one of the army-leading commanders.","The sentence features a clear chiasmus in the temporal clauses: 'ὅτε... ὅτ’ ἄλλοτ’' (sometimes... at other times), which creates a balanced rhythm reflecting the oscillation of the speaker's violent impulses. The construction 'ἔσθ’ ὅτε... ἔχων' (it is [the case] sometimes... having) uses the present participle 'ἔχων' to denote a state of readiness or possession of the intent to kill. The term 'ἀὐτόχειρ' (with one's own hand) is a significant cultural marker in Greek tragedy, often highlighting personal responsibility and the intimacy of the violence, contrasting with the 'ἐμπίτνων' (leaping upon), which suggests a sudden, aggressive, and almost bestial attack. The phrase 'στρατηλατῶν' (army-leading) functions as a genitive plural attribute to 'ἄλλον', emphasizing the high status of the targets, who are not merely soldiers but leaders. The initial 'κα-' is a stuttered or hesitant prefix (haplology of 'καί'), indicating the speaker's emotional turmoil or hesitation before voicing these dangerous thoughts.",33
34,"But as I was going about my rounds, I urged on a man stricken with mad disease, and I drove him into the evil ramparts.","This sentence features a clear asyndeton (the omission of a conjunction) between the two main verbs, ὤτρυνον (I urged) and ἐσέβαλλον (I drove), which creates a rapid, forceful rhythm emphasizing the speaker's active and complicit role in the madness. The participle φοιτῶντ' (going about/roaming) is in the imperfect tense, indicating continuous or repeated action in the past, setting the scene for the speaker's habitual duties. The phrase μανιάσιν νόσοις (with mad diseases) uses the dative of attendant circumstance or means, modifying the participle to describe the state of the man (ἄνδρα) being addressed. The adjective κακά (evil/bad) modifies ἕρκη (ramparts/fences), a powerful oxymoron in this context, as ramparts are typically protective structures; here, they are described as 'evil' because they serve as the prison for the madman or the barrier of his delusion. The sentence illustrates the tragic irony where the speaker, likely an agent of the gods or a fellow soldier, actively facilitates the madness of the protagonist.",34
