,translation,notes,sent_id
10,I shall precede these gods with prayers.,"The verb φροιμιάζομαι is a deponent verb derived from φρόνιμα (or φρόνιμος, 'front, fore'), meaning 'to go before' or 'to precede.' Here, it is used in the first-person singular present indicative middle/passive form. The preposition ἐν with the dative plural εὐχαῖς ('prayers') indicates the instrument or means by which the action is performed, literally 'in prayers' or 'with prayers.' The use of the accusative plural τοὺς (τούτους) as the direct object of the verb highlights the specific deities being addressed. This construction reflects a ritualistic or liturgical tone, common in Aeschylus' choral odes, where the speaker seeks to honor the gods by offering prayers before any further action or dialogue. The sentence exhibits a clear syntactic structure with the verb at the end, a common feature in Greek poetry for emphasis and rhythm.",10
11,"Pallas, the fore-court guardian, pleads in her words.","The sentence employs the epithet 'προναία' (pronaiā), meaning 'fore-court guardian' or 'guardian of the entrance,' a specific cult title for Athena associated with her role as protector of the temple entrance. The verb 'πρεσβεύεται' is in the middle voice, indicating that Pallas is acting as an envoy or intercessor on her own behalf or for the cause she represents, rather than simply speaking. The phrase 'ἐν λόγοις' (in words/speeches) highlights the rhetorical nature of her intervention. The particle 'δέ' serves as a connective, likely linking this clause to a preceding context where a shift in speaker or a continuation of the action is required. The syntax places the subject 'Παλλὰς' in the nominative, modified by the adjective 'προναία', emphasizing her divine status and specific function within the sanctuary setting.",11
12,"I revere the nymphs, where the Corycian rock, hollow, bird-loving, is the haunt of the gods.","The sentence employs a relative clause introduced by the adverbial particle ἔνθα (where) to locate the speaker's act of reverence. The syntax creates a vivid spatial setting by embedding a description of the Corycian rock (Κωρυκὶς πέτρα) within the clause. The rock is modified by three distinct attributes: the adjective κοίλη (hollow/cave-like), the compound noun φίλορνις (bird-loving, likely referring to the bird-watching or bird-inhabited nature of the cave), and the noun phrase δαιμόνων ἀναστροφή (the haunt/turning of the gods). The use of the genitive plural δαιμόνων with ἀναστροφή indicates a close association or dwelling place of divine beings. The epithet φίλορνις is a poetic compound, illustrating the characteristic Greek tendency to create descriptive compounds for natural features. The sentence structure reflects the sacred geography of the Corycian Cave on Mount Parnassus, a site associated with nymphs and Apollo, though the text here emphasizes the presence of the gods generally (δαίμονες) within the hollow rock.",12
13,"Bromius holds the place, and is not forgetful, from which neither did the god lead the Bacchants to battle, stitching together the fate of Pentheus like a hare.","The sentence employs the epithet 'Bromius' (Bromios) for Dionysus, emphasizing the god's association with the 'roaring' or 'clamor' of his rites. The verb 'ἔχει' (holds/occupies) suggests a spatial or ritual possession of the location. The phrase 'οὐδ᾽ ἀμνημονῶ' (and is not forgetful) is a negative assertion of memory, likely referring to the god's retention of the site's significance or his past actions there. The clause 'ἐξ οὗτε... ἐστρατήγησεν' (from which... he led to battle) uses a hyperbaton where the prepositional phrase 'ἐξ οὗ' (from which) is separated from its verb 'ἐστρατήγησεν' by the negation 'οὐτε', creating a dramatic pause that highlights the absence of a specific military action in this context. The participle 'καταρράψας' (having stitched together) is a striking metaphorical image, comparing the god's action of weaving or binding Pentheus's fate to the sewing of a hare's skin or body, a reference to the myth where Pentheus is torn apart (sparagmos) by the Bacchants. The genitive 'λαγῶ' (of a hare) is used adverbially with 'δίκαν' (like/as), forming a simile that conveys the fragility and vulnerability of Pentheus in the face of divine retribution. The syntax is complex, with multiple layers of subordination and coordination, reflecting the dramatic and ritualistic nature of Aeschylus's language.",13
14,"Calling upon the springs of the most abundant and the power of Poseidon, and upon Zeus, the perfect and supreme, and then I sit as a prophet upon the thrones.","The sentence employs a double accusative construction with the verbal adjective καλοῦσα (calling/naming), which governs both the direct objects (the springs, the power of Poseidon, and Zeus) and functions adverbially to describe the manner of the main verb καθιζάνω (I sit). The text features a distinct chiasmus in the modifiers of Zeus: 'τέλειον' (perfect/complete) is paired with 'ὕψιστον' (highest/supreme), creating a balanced, emphatic description of the deity's attributes. The use of τε and καί in the initial phrase (Πλειστοῦ τε... καὶ) serves to link the two distinct invocations (the natural springs and the divine power) before expanding the list to include Zeus. The shift from the present participle καλοῦσα to the future indicative καθιζάνω (or aorist in context of the dramatic action, though morphologically here it appears as a present/future form depending on the specific textual tradition, often interpreted as a dramatic present) marks a transition from the invocation to the ritual action. The term μάντις (prophet/seer) acts as a predicate nominative or adverbial accusative indicating the capacity in which the speaker sits. The repetition of the prepositional sense (implied in the invocation) and the direct address of multiple divine powers reflects the polytheistic ritual context of the Eumenides, where the speaker (the Pythia) bridges the human and divine realms to facilitate oracular prophecy.",14
15,And now may the god grant that I encounter the former entrances most nobly.,"The sentence utilizes the optative mood (δοῖεν) in a prayer or wish, a common feature in Greek tragedy where characters invoke divine aid. The construction τυχεῖν με... ἄριστα (to meet... well) employs the neuter plural accusative ἄριστα (best things) as an adverbial object, meaning 'well' or 'nobly,' modifying the infinitive τυχεῖν. The phrase τῶν πρὶν εἰσόδων refers to specific thresholds or entrances previously encountered, likely alluding to the sacred precincts or the Furies' dwelling, carrying cultural weight regarding the transition from the profane to the sacred. The particle καὶ νῦν (and now) marks a temporal shift to the immediate moment of supplication. The syntax reflects a formal, elevated register typical of Aeschylean choruses or protagonists in moments of high tension.",15
16,"And indeed, some among the Greeks, having drawn lots, are said to do so, as is the custom.","The sentence begins with the emphatic connective particle καί (here written as κα-κεί̓, a dialectal or metrical contraction of καί κεῖ) followed by the demonstrative pronoun κεῖ (from εἰ), creating a strong emphatic opening meaning 'and indeed there' or 'and so'. The preposition παρά (παρ') with the genitive plural Ἑλλήνων indicates location or association ('among the Greeks'). The subject τινές ('some') is indefinite, suggesting a general observation rather than specific individuals. The verb εἰσί ('are') is supplied from the participle construction or implied context, with the participle λαχόντες ('having drawn lots') functioning as an adverbial modifier of time or manner, indicating the method by which the action occurs. The phrase ως νομίζεται ('as is believed/customary') uses a passive periphrastic construction common in Greek to denote general opinion or established practice. The syntax employs a participle clause (λαχόντες) followed by a relative clause introduced by ως, creating a balanced structure that emphasizes the customary nature of the action. There is no explicit literary device like chiasmus or anaphora, but the use of ως νομίζεται adds a layer of cultural authority, grounding the statement in social convention rather than individual action.",16
17,For I prophesy as a god might lead.,"The verb μαντεύομαι (I prophesy) is in the present indicative active, first person singular, establishing the speaker's current authority. The particle γάρ provides a causal or explanatory link to the preceding context, indicating that this statement justifies a previous assertion or action. The conjunction ὡς introduces a comparative clause of manner, meaning 'as' or 'in the way that.' Within this clause, the verb ἡγήται is in the present middle/passive subjunctive, third person singular, governed by the particle ἄν. The combination of ὡς + ἄν + subjunctive creates a general or indefinite relative clause, suggesting 'in whatever way a god might lead' or 'as a god would lead.' The subject of the subordinate clause, θεός (god), is in the nominative masculine singular, referring to divine guidance. The syntax reflects a common Greek rhetorical strategy where human oracular speech is framed as subordinate to divine will, emphasizing that the prophet's role is to follow the direction of the deity rather than to initiate action independently.",17
18,"It is terrible to speak, terrible to see with eyes; yet [he] sent me back from the halls of the Loξian, so that I might neither preserve nor destroy the foundation, and I run with hands, not with the feet of my limbs.","The sentence employs a striking chiasmus in the opening clause (δεινὰ λέξαι... δεινὰ... δρακεῖν), contrasting the acts of speaking and seeing through the repetition of the adjective 'terrible' (δεινα). The syntax features a double infinitive construction governed by an implied subject or impersonal sense, emphasizing the horror of the situation. The phrase 'from the halls of the Loξian' (ἐκ τῶν Λοξίου) refers to the oracle of Apollo at Delphi, a central cultural and religious site in ancient Greece. The use of 'τε... τε' (neither... nor) creates a negative coordination that highlights the speaker's inability to act, while the final clause contrasts the use of hands (χειρσίν) with feet (ποδωκεῖα σκελῶν), suggesting a state of paralysis or unnatural movement, possibly alluding to the speaker's transformation or divine intervention. The asyndeton (lack of conjunctions) between the infinitives and the main verb adds to the urgency and disjointedness of the narrative.",18
19,"For the old woman, having been terrified, is nothing; rather, she is a male child.","The sentence employs a stark antithesis between 'nothing' (οὐδέν) and 'male child' (ἀντίπαις) to express a profound transformation of identity or status driven by fear. The verb δεισάσα (having feared) is a feminine singular aorist participle agreeing with γραῦς (old woman), functioning adverbially to explain the cause of her current state. The construction οὐδέν... ἀντίπαις μεν οὖν creates a rhetorical contrast, where the particle μέν marks the first term of the opposition (negation) and οὖν provides a logical conclusion or transition to the second term (the surprising affirmation). The term ἀντίπαις is particularly significant; while literally meaning 'instead of a child' or 'counter-child,' in this context it suggests a complete reversal of the old woman's identity, perhaps implying she has become a protector or a figure of power traditionally associated with youth or males, or that she has been reborn into a different social role entirely. The use of the feminine participle with the neuter predicate οὐδέν emphasizes the complete erasure of her former self.",19
20,"As for me, I creep toward the many-crowned deep recess.","The particle μέν (men) sets up a contrast that is not immediately resolved in this fragment, a common feature in tragic dialogue where characters speak in turn or in response to unspoken interlocutors. The verb ἐρπῶ (erpō), meaning 'I creep' or 'I crawl,' is a vivid verb of motion often associated with stealth, slowness, or the movements of reptiles, here likely emphasizing the Furies' (Eumenides) slow, deliberate, and perhaps menacing approach into the sacred space. The adjective πολύστεφης (polystephēs), 'many-crowned,' is a compound epithet; while στεφάνος (stephanos) typically refers to a wreath of flowers or leaves, here it metaphorically suggests the dense foliage or the shadowy, overgrown nature of the temple's inner sanctuary, a place of mystery and ancient rites. The phrase προὸς πολυστεφῆ μυχόν (pros polustephē mychon) utilizes the accusative case with the preposition πρός to indicate direction toward the goal. The word μυχός (mychos) refers to the innermost part, the recess, or the gulf of a place, often used in religious contexts to denote the holy of holies or the deepest, most secluded part of a sanctuary. The syntax is paratactic and direct, characteristic of the dramatic monologue style where the speaker's physical action is stated plainly before any further rhetorical development.",20
21,"I see a man, a blasphemer of the gods, sitting on a suppliant's seat at the navel, dripping with blood from his hands and holding a newly drawn sword and a lofty-born branch of the olive, crowned with the greatest of wools, the Argive fleece.","The sentence employs a complex series of participial phrases (ἐχόντα, σταζόντα, ἐστεμμένον) that accumulate to create a vivid, almost cinematic portrait of Orestes, who is simultaneously a suppliant, a murderer, and a polluted figure. The syntax relies heavily on asyndeton (the omission of conjunctions between clauses or phrases) in the description of the attributes, which accelerates the rhythm and intensifies the visual impact of the scene. The phrase 'neospades xiphos' (newly drawn sword) and 'neos spades' is a hendiadys-like compression of the sword's recent use in violence. The description of the olive branch as 'hypigeneton' (lofty-born) is an epithet emphasizing its divine origin or connection to the sacred grove of the Furies. The final phrase 'Argēti mallō' (Argive fleece) is a metonymy referring to the fleece of the Golden Fleece, which was kept in the temple of Apollo at Delphi, here linking the sacred space of the oracle with the pollution of the matricide. The use of 'suppliant's seat' (prostopaios edran) at the 'navel' (omphalos) highlights the irony of the location: the sacred center of the earth, now occupied by a man who has violated the most sacred of taboos. The adjective 'sophronos' (moderately/with self-control) is used ironically here, as the man is in a state of extreme emotional and moral turmoil, yet he is attempting to maintain a semblance of piety and order.",21
22,For on this matter I speak clearly.,"The sentence features a proclitic conjunction (γαρ) meaning 'for' or 'because,' which provides the causal link to the preceding context. The adverb τρανως (tranos) literally means 'clearly' or 'loudly,' but in a rhetorical context, it often implies speaking with authority, distinctness, or manifest truth. The verb ερω is a dialectal or poetic form of λεγω (lego), meaning 'I say' or 'I speak,' specifically appearing in the Doric dialect used by Aeschylus in the Eumenides. The demonstrative adjective τηδε (te) functions adverbially here, meaning 'in this matter' or 'on this point,' emphasizing the immediacy and specificity of the speaker's declaration.",22
23,"Before this man, a wonderful ambush of women lies asleep, seated on thrones.","The sentence employs the verb εὕδει (lies asleep) in the present tense to describe a state of dormancy, while the participle ἥμενος (seated) functions as an adverbial modifier indicating the position of the subjects. The term λόχος, typically meaning 'ambush' or 'lie in wait,' is used here metaphorically to describe the Furies (Eumenides) lying in wait for Orestes, though the context of sleep adds a layer of eerie stillness to their presence. The phrase πρόσθεν δὲ τα- τἀνδρὸς τοῦδε (before this man) establishes a spatial relationship that highlights the vulnerability of the male figure in contrast to the hidden, feminine power surrounding him. The use of θαυμαστὸς (wonderful/marvelous) is ironic, as the 'wonder' evoked is one of terror rather than admiration. The syntax is straightforward, with the subject λόχος followed by its attributes and the predicate εὕδει, while the participle ἥμενος provides additional detail about the manner of the subject's state.",23
24,"These are not women I speak of, but Gorgons; nor will I liken them to Gorgon-like forms.","The sentence employs a clear antithesis (contrast) between 'women' (γυναικας) and 'Gorgons' (Γοργόνας) introduced by the correlative construction οὐ... ἀλλά ('not... but'). The speaker uses a strong negative (οὐ) to deny a previous assumption about the subjects being mortal women, immediately correcting it to the monstrous Gorgons. The second clause begins with οὐδ' (nor), continuing the negation. The particle αὐτε (also/again) adds emphasis to the speaker's refusal to make the comparison. The phrase Γοργείοισιν τύποις (Gorgon-like forms/patterns) uses an adjective derived from the proper noun Gorgon to describe the 'forms' (τύποις), creating a semantic redundancy that emphasizes the distinct, monstrous nature of the beings in question. The sentence structure is concise and declarative, typical of dramatic dialogue where a character corrects a misunderstanding with authority.",24
25,I have seen them already carrying Phineus's prepared dinner.,"The verb οἶδα (here in the perfect active indicative εἶδον, functioning with present force) denotes a visual experience that has occurred in the past and retains relevance to the present moment. The participle φερούσας (present active participle of φέρω) agrees with an implied feminine plural subject (the Harpies), which is understood from the context of the play. The construction uses a perfective participle γεγραμμένας (perfect passive participle of γράφω) modifying the implied action of preparation, indicating that the meal was set out or arranged beforehand. The adverbial combination ποτ' ἤδη emphasizes the completion of the action ('already at some point'). The phrase Φινέως γεγραμμένας δειπνον φερούσας employs a genitive of possession (Φινέως) followed by a double participle construction that creates a vivid, compressed image of the scene, typical of tragic poetry's ability to convey complex actions through participial phrases. The syntax reflects the dramatic immediacy of the moment, as the speaker recounts a recent, impactful visual encounter.",25
26,"Yet, surely they cannot be seen wingless, but they are black and abominable in every way.","This sentence employs a sharp contrast between appearance and reality, characteristic of tragic choral odes describing the Furies (Eumenides). The particle γε ('surely/indeed') strengthens the assertion that the notion of the Furies being 'wingless' (ἀπτεροι) is absurd or impossible to accept as a complete description of their nature. The syntactic structure juxtaposes the adjective ἀπτεροι ('wingless') with μελαίνας ('black') and the compound adjective βδελυκτροποι ('abominable-makers' or 'hateful'), emphasizing their terrifying, dark, and polluting essence. The phrase εἰς τὸ πᾶν ('in every way' or 'altogether') functions as an intensifier, suggesting that their abominable nature is total and pervasive. The asyndeton (lack of conjunctions between clauses) and the chiasmic movement between the denial of a physical attribute and the affirmation of moral/visual horror create a rhythmic tension typical of Aeschylean style. The use of the middle/passive infinitive ἰδεῖν ('to be seen') with the negative μήν implies a prohibition or an impossibility, suggesting that their true form cannot be perceived as merely wingless.",26
27,They push with their broad breaths.,"The sentence features a striking personification where an implied subject (likely the winds or a storm) is described as 'pushing' or 'shoving' (ῥέγκουσι). The verb ῥέγκω is rare and carries a specific connotation of forceful pushing or shoving, often used for physical objects being moved by pressure. The adverbial phrase φυσίαμασιν (with breaths/blasts) combined with πλατοῖσι (broad/wide) creates a vivid sensory image of a powerful, expansive force. The use of the dative of means/instrument (φυσίασιν) with the verb of motion/force highlights the physical mechanism of the action. The particle δέ (δ') serves a connective function, linking this action to a preceding context, likely describing a sequence of violent natural events.",27
28,And from their eyes they pour a hateful drop.,"The verb λείβουσι (they pour) is a present active indicative, third person plural, describing a continuous or habitual action of the Furies. The preposition ἐκ (from) governs the genitive plural ὀμμάτων (eyes), indicating the source of the liquid. The direct object λίβα (a drop) is in the accusative singular, modified by the adjective δυσφιλῆ (hateful, odious), which agrees in case, number, and gender. The particle δέ (and/but) connects this clause to the preceding context, serving as a connective discourse marker common in tragic dialogue. The image of pouring tears or blood from the eyes is a vivid metaphor for the Furies' relentless grief or vengeful fury. The phrase δυσφιλῆ λίβα creates a striking oxymoronic effect, as a 'drop' is typically small and insignificant, yet it is described as 'hateful,' emphasizing the intense malice or sorrow associated with the Furies' tears.",28
29,"And it is not just to bring adornment to the statues of the gods, nor to the houses of men.","This sentence employs the correlative negative construction οὐκ ... οὐδὲ (here appearing as οὐ ... οὐδέ/οὐ ... οὐδέ), which creates a balanced, emphatic denial of two parallel actions. The syntax relies on the predicate adjective δίκαιος ('just') governing the infinitive φέρειν ('to bring'), with the object of the infinitive split between two prepositional phrases: πρός θεῶν ἀγάλματα ('to the statues of the gods') and εἰς ἀνθρώπων στέγας ('into the houses of men'). The word κόσμος here carries the specific sense of 'adornment' or 'embellishment' rather than the more common 'order' or 'universe,' referring to the ritual offerings or decorations inappropriate to the context. The juxtaposition of divine statues and human dwellings highlights a boundary between the sacred and the domestic spheres, suggesting a transgression of proper order or piety if such adornment is offered in the manner implied by the surrounding dramatic context. The sentence structure is notably asyndetic in its flow between the two negative clauses, enhancing the rhythmic solemnity typical of Aeschylean tragedy.",29
30,"I have not seen the race of this company, nor is there any land that prays for this offspring to be born without regretting the labor.","The sentence employs a complex syntactic structure centered on the perfect tense ὄπωπα ('I have seen'), which emphasizes the speaker's current state of not having witnessed the event. The particle -δ' (enclitic δέ) functions as a connective coordinator, linking the negative main clause with a secondary negative assertion about the land. The relative clause introduced by ἥτις ('which/who') modifies αἶα ('land/country'), personifying the land as an agent capable of prayer (ἐπεύχεται). The phrase μἠ μεταστένειν πόνον utilizes a negative infinitive construction to express a desired outcome (or lack thereof) regarding the 'labor' (πόνον) of childbirth. The use of φῦλον and γένος ('race' and 'offspring') creates a semantic parallel, highlighting the generational lineage. The syntax suggests a dramatic moment where the speaker (likely the Furies or a character invoking them) expresses disbelief or horror at the existence of a lineage that would wish for a birth without the pain of labor, a concept contrary to the tragic worldview of Aeschylus.",30
31,"Let it now be cared for from this very place by the lord of these houses himself, the mighty Loxias.","The sentence employs the impersonal construction of the verb μέλω (to be a care/charge to) in the third person singular passive imperative (μελεσθω), which functions as a jussive command ('let it be cared for'). The subject of the care is the abstract concept of 'it' (implied contextually), while the agent is introduced by the preposition ἐντεῦθεν ('from this place') combined with the dative of agent. The phrase τῶνδε δεσπότων δομῶν ('of these houses') uses the demonstrative οὗτος (in the form τῶνδε) to indicate proximity, likely referring to the immediate sacred space of the theater or the court of the Furies. The intensifying reflexive pronoun αὐτῷ ('himself') emphasizes the personal involvement of the deity. The apposition Λοξίᾳ μεγασθενεῖ ('mighty Loxias') uses the epithet μεγασθενής ('great-strong' or 'mighty') to describe Apollo, a common poetic compound in Aeschylus that highlights divine power. The syntax creates a solemn, ritualistic tone appropriate for the invocation of Apollo in the context of the Oresteia.",31
32,The physician-seer is also a diviner of omens and a purifier for all other chambers.,"The sentence employs a tricolon structure linked by the conjunction 'kai' (and), creating a rhythmic enumeration of roles associated with the compound noun 'iatromantis' (physician-seer). The use of the enclitic particle 'de' after the subject adds a connective force, often implying a contrast or continuation of a previous thought. The term 'iatromantis' itself is a compound indicating a fusion of medical and prophetic functions, reflecting the ancient Greek view where healing and divination were often intertwined. 'Teraskopos' refers specifically to an observer of prodigies or portents. The phrase 'toisin allois domaton katharsios' uses the dative plural to indicate purpose or sphere of activity, meaning 'for the cleansing of other rooms/houses.' The genitive plural 'domaton' (of rooms/houses) modifies 'katharsios' (purifier/cleanser), suggesting a ritual purification of domestic spaces, which was a common practice in ancient Greek religion to remove pollution (miasma). The sentence highlights the multifaceted nature of the religious specialist, combining medical, divinatory, and ritual purification duties.",32
33,I will not betray!,"The sentence utilizes the emphatic negative pronoun οὐτί (οὐ + τίς), which functions here as an intensifying negation stronger than the simple οὐ, effectively meaning 'not at all' or 'never.' The verb προδώσω is a future indicative active first person singular of the compound verb προδίδωμι ('to hand over, betray'). In the context of Aeschylus's Eumenides, this declaration is a powerful assertion of loyalty and defiance, likely spoken by a character refusing to hand over a fugitive or secret to the Furies or Apollo. The sentence is a protasis (conditional clause) or an independent exclamation depending on the surrounding text, characterized by its brevity and directness (as well as the potential use of asyndeton if part of a larger sequence). The future tense here serves a prophetic or performative function, cementing the speaker's resolve.",33
