,greek_id,english_word,sent_id,greek_word,alignments,gloss,100893068`,prompt,sequence,100893067,says
79,100880845,and,2,τε,,,,,,,
80,100880846,and,2,καὶ,,,,,,,
81,100880847,Assyrian,2,Ἀσσύρια,,,,,,,
82,100880848,cargoes,2,τῇ,,,,,,,
83,100880849,and,2,τε,,,,,,,
84,100880850,elsewhere,2,ἄλλῃ,,,,,,,
85,100880851,arriving,2,ἐσαπικνέεσθαι,,,,,,,
86,100880852,indeed,2,καὶ,,,,,,,
87,100880853,even,2,δὴ,,,,,,,
88,100880855,at,2,ἐς,,,,,,,
89,100880856,Argos,2,Ἄργος,,,,,,,
90,100880858,And,3,τὸ,,,,,,,
91,100880859,at,3,δὲ,,,,,,,
92,100880860,this,3,Ἄργος,,,,,,,
93,100880861,time,3,τοῦτον,,,,,,,
94,100880862,Argos,3,τὸν,,,,,,,
95,100880863,was,3,χρόνον,,,,,,,
96,100880864,superior,3,προεῖχε,,,,,,,
97,100880865,to,3,ἅπασι,,,,,,,
98,100880866,all,3,τῶν,,,,,,,
99,100880867,the,3,ἐν,,,,,,,
100,100880868,territories,3,τῇ,,,,,,,
101,100880869,in,3,νῦν,,,,,,,
102,100880870,what,3,Ἑλλάδι,,,,,,,
103,100880871,is,3,καλεομένῃ,,,,,,,
104,100880872,now,3,χωρῇ,,,,,,,
105,100880873,called,3,.,,,,,,,
106,100880874,Hellas,3,,,,,,,,
107,100880874,arrived,4,ἀπικομένους,,,,,,,
108,100880875,but,4,δὲ,,,,,,,
109,100880876,the,4,τούς,,,,,,,
110,100880877,Phoenicians,4,Φοίνικας,,,,,,,
111,100880878,at,4,ἐς,,,,,,,
112,100880879,indeed,4,δὴ,,,,,,,
113,100880880,this,4,τὸ,,,,,,,
114,100880881,Argos,4,Ἄργος,,,,,,,
115,100880882,this,4,τοῦτο,,,,,,,
116,100880883,distributing,4,διατίθεσθαι,,,,,,,
117,100880884,the,4,τὸν,,,,,,,
118,100880885,cargo,4,φόρτον,,,,,,,
119,100880887,fifth,5,πέμπτῃ,,,,,,,
120,100880888,and,5,δὲ,,,,,,,
121,100880890,sixth,5,ἕκτῃ,,,,,,,
122,100880891,day,5,ἡμέρῃ,,,,,,,
123,100880892,after,5,ἀπ’,,,,,,,
124,100880893,they,5,ἧς,,,,,,,
125,100880894,arrived,5,ἀπίκοντο,,,,,,,
126,100880896,having,5,ἐξεμπολημένων,,,,,,,
127,100880897,them,5,σφι,,,,,,,
128,100880898,nearly,5,σχεδόν,,,,,,,
129,100880899,all,5,πάντων,,,,,,,
130,100880901,came,5,ἐλθεῖν,,,,,,,
131,100880902,to,5,ἐπὶ,,,,,,,
132,100880904,sea,5,θάλασσαν,,,,,,,
133,100880905,women,5,γυναῖκας,,,,,,,
134,100880906,other,5,ἄλλας,,,,,,,
135,100880908,many,5,πολλάς,,,,,,,
136,100880910,indeed,5,δὴ,,,,,,,
137,100880911,also,5,καὶ,,,,,,,
138,100880913,king's,5,βασιλέος,,,,,,,
139,100880914,daughter,5,θυγατέρα,,,,,,,
140,100880917,But,6,δέ,,,,,,,
141,100880918,her,6,οἱ,,,,,,,
142,100880919,name,6,οὔνομα,,,,,,,
143,100880920,is,6,εἶναι,,,,,,,
144,100880930,Io,6,Ἰοῦν,,,,,,,
145,100880931,the,6,τὴν,,,,,,,
146,100880932,daughter,6,Ἰνάχου,,,,,,,
147,100880922,according,6,κατὰ,,,,,,,
148,100880924,same,6,τὠυτὸ,,,,,,,
149,100880927,Greeks,6,Ἕλληνές,,,,,,,
150,100880928,call,6,λέγουσι,,,,,,,
151,100880934,them,7,ταύτας,,,,,,,
152,100880935,moored,7,στάσας,,,,,,,
153,100880936,at,7,κατά,,,,,,,
154,100880937,stern,7,πρύμνην,,,,,,,
155,100880938,of,7,τῆς,,,,,,,
156,100880939,ship,7,νεὸς,,,,,,,
157,100880940,purchase,7,ὠνέεσθαι,,,,,,,
158,100880941,the,7,τῶν,,,,,,,
159,100880942,cargo,7,φορτίων,,,,,,,
160,100880943,that,7,τῶν,,,,,,,
161,100880944,they,7,σφι,,,,,,,
162,100880947,most,7,μάλιστα,,,,,,,
163,100880946,desired,7,θυμός,,,,,,,
164,100880949,And,8,καὶ,,,,,,,
165,100880950,the,8,τοὺς,,,,,,,
166,100880951,Phoenicians,8,Φοίνικας,,,,,,,
167,100880952,urged,8,διακελευσαμένους,,,,,,,
168,100880953,attack,8,ὁρμῆσαι,,,,,,,
169,100880954,upon,8,ἐπ’,,,,,,,
170,100880955,them,8,αὐτάς,,,,,,,
171,100880957,the,9,τὰς,,,,,,,
172,100880958,As,9,μὲν,,,,,,,
173,100880960,many,9,πλεῦνας,,,,,,,
174,100880961,of,9,τῶν,,,,,,,
175,100880962,women,9,γυναικῶν,,,,,,,
176,100880963,avoided,9,ἀποφυγεῖν,,,,,,,
177,100880966,but,9,δὲ,,,,,,,
178,100880967,Io,9,Ἰοῦν,,,,,,,
179,100880968,by,9,σὺν,,,,,,,
180,100880969,others,9,ἄλλῃσι,,,,,,,
181,100880970,seized,9,ἁρπασθῆναι,,,,,,,
182,100880972,landed,10,ἐσβαλομένους,,,,,,,
183,100880973,When,10,δὲ,,,,,,,
184,100880974,in,10,ἐς,,,,,,,
185,100880975,the,10,τὴν,,,,,,,
186,100880976,ship,10,νέα,,,,,,,
187,100880977,depart,10,οἴχεσθαι,,,,,,,
188,100880978,sailing,10,ἀποπλέοντας,,,,,,,
189,100880979,back,10,ἐπ’,,,,,,,
190,100880980,Egypt,10,Αἰγύπτου,,,,,,,
191,100880988,say,11,λέγουσι,,,,,,,
192,100880989,The Persians,11,Πέρσαι,,,,,,,
193,100880982,thus,11,οὕτω,,,,,,,
194,100880983,that,11,μὲν,,,,,,,
195,100880984,Ionians,11,Ἰοῦν,,,,,,,
196,100880987,came,11,ἀπικέσθαι,,,,,,,
197,100880985,to,11,ἐς,,,,,,,
198,100880986,Egypt,11,Αἴγυπτον,,,,,,,
199,100880991,not,11,οὐκ,,,,,,,
200,100880992,as,11,ὡς,,,,,,,
201,100880993,Greeks,11,Ἕλληνές,,,,,,,
202,100880995,and,11,καὶ,,,,,,,
203,100880999,this,11,τοῦτο,,,,,,,
204,100881000,to begin,11,ἄρξαι,,,,,,,
205,100880996,of their,11,τῶν,,,,,,,
206,100880997,wrongdoings,11,ἀδικημάτων,,,,,,,
207,100880998,first,11,πρῶτον,,,,,,,
208,100881002,After,12,μετὰ,,,,,,,
209,100881003,things,12,δὲ,,,,,,,
210,100881004,these,12,ταῦτα,,,,,,,
211,100881005,Greeks,12,Ἑλλήνων,,,,,,,
212,100881006,some,12,τινάς,,,,,,,
213,100881015,say,12,φασὶ,,,,,,,
214,100881020,sailed,12,προσσχόντας,,,,,,,
215,100881016,from,12,τῆς,,,,,,,
216,100881017,Phoenicia,12,Φοινίκης,,,,,,,
217,100881018,to,12,ἐς,,,,,,,
218,100881019,Tyre,12,Τύρον,,,,,,,
219,100881021,seized,12,ἁρπάσαι,,,,,,,
220,100881024,the,12,τὴν,,,,,,,
221,100881025,daughter,12,θυγατέρα,,,,,,,
222,100881026,Europa,12,Εὐρώπην,,,,,,,
223,100881022,the,12,τοῦ,,,,,,,
224,100881023,king,12,βασιλέος,,,,,,,
225,100881009,for,12,γὰρ,,,,,,,
226,100881008,not,12,οὐ,,,,,,,
227,100881010,have,12,ἔχουσι,,,,,,,
228,100881011,a,12,το-,,,,,,,
229,100881012,name,12,τοὔνομα,,,,,,,
230,100881013,describe,12,ἀπηγήσασθαι,,,,,,,
231,100881004,this,12,ταῦτα,,,,,,,
232,100881028,been,13,εἴησαν,,,,,,,
233,100881029,would,13,δ’,,,,,,,
234,100881030,would,13,ἄν,,,,,,,
235,100881031,These,13,οὗτοι,,,,,,,
236,100881032,Cretans,13,Κρῆτες,,,,,,,
237,100881034,these,14,ταῦτα,,,,,,,
238,100881037,justly,14,ἴσα,,,,,,,
239,100881038,to,14,πρὸς,,,,,,,
240,100881040,them,14,σφι,,,,,,,
241,100881041,done,14,γενέσθαι,,,,,,,
242,100881043,after,14,μετὰ,,,,,,,
243,100881045,this,14,ταῦτα,,,,,,,
244,100881046,the Greeks,14,Ἕλληνας,,,,,,,
245,100881047,held responsible,14,αἰτίους,,,,,,,
246,100881050,injustice,14,ἀδικίης,,,,,,,
247,100881054,For,15,γὰρ,,,,,,,
248,100881053,having sailed,15,καταπλώσαντας,,,,,,,
249,100881057,in,15,ἐς,,,,,,,
250,100881055,long,15,μακρῇ,,,,,,,
251,100881056,ship,15,νηί,,,,,,,
252,100881058,to Aea,15,Αἶαν,,,,,,,
253,100881059,that is,15,τε,,,,,,,
254,100881061,Colchis,15,Κολχίδα,,,,,,,
255,100881062,and,15,καὶ,,,,,,,
256,100881063,to,15,ἐπὶ,,,,,,,
257,100881064,the,15,Φᾶσιν,,,,,,,
258,100881065,river,15,ποταμόν,,,,,,,
259,100881064,Phasis,15,Φᾶσιν,,,,,,,
260,100881070,and,15,καὶ,,,,,,,
261,100881069,having accomplished,15,διαπρηξαμένους,,,,,,,
262,100881071,all,15,τα-,,,,,,,
263,100881072,these,15,τἄλλα,,,,,,,
264,100881073,things,15,τῶν,,,,,,,
265,100881074,for which,15,εἵνεκεν,,,,,,,
266,100881075,they had come,15,ἀπίκατο,,,,,,,
267,100881077,to seize,15,ἁρπάσαι,,,,,,,
268,100881078,the,15,τοῦ,,,,,,,
269,100881079,king's,15,βασιλέος,,,,,,,
270,100881080,daughter,15,τὴν,,,,,,,
271,100881081,Medea,15,θυγατέρα,,,,,,,
272,100881084,Having sent,16,πέμψαντά,,,,,,,
273,100881085,,16,δὲ,,,,,,,
274,100881086,the,16,τὸν,,,,,,,
275,100881087,Colchians,16,Κόλχων,,,,,,,
276,100881088,king,16,βασιλέα,,,,,,,
277,100881092,herald,16,κήρυκα,,,,,,,
278,100881089,to,16,ἐς,,,,,,,
279,100881091,Greece,16,Ἑλλάδα,,,,,,,
280,100881093,demanded,16,αἰτέειν,,,,,,,
281,100881094,,16,τε,,,,,,,
282,100881095,recompense,16,δίκας,,,,,,,
283,100881096,,16,τῆς,,,,,,,
284,100881097,abduction,16,ἁρπαγῆς,,,,,,,
285,100881098,,16,καὶ,,,,,,,
286,100881099,demanded,16,ἀπαιτέειν,,,,,,,
287,100881100,,16,τὴν,,,,,,,
288,100881101,daughter,16,θυγατέρα,,,,,,,
289,100881103,those,17,τοὺς,,,,,,,
290,100881104,And,17,δὲ,,,,,,,
291,100881105,to answer,17,ὑποκρίνασθαι,,,,,,,
292,100881106,that,17,ὡς,,,,,,,
293,100881107,not,17,οὐ,,,,,,,
294,100881108,not,17,-δὲ,,,,,,,
295,100881109,those,17,ἐκεῖνοι,,,,,,,
296,100881110,Io's,17,Ἰοῦς,,,,,,,
297,100881111,Argive,17,τῆς,,,,,,,
298,100881112,Argive,17,Ἀργείης,,,,,,,
299,100881113,give,17,ἔδοσάν,,,,,,,
300,100881114,them,17,σφι,,,,,,,
301,100881115,punishment,17,δίκας,,,,,,,
302,100881116,for,17,τῆς,,,,,,,
303,100881117,abduction,17,ἁρπαγῆς,,,,,,,
304,100881119,not,18,οὐ,,,,,,,
305,100881120,And,18,-δὲ,,,,,,,
306,100881121,will,18,ὤν,,,,,,,
307,100881122,they,18,αὐτοὶ,,,,,,,
308,100881123,give,18,δώσειν,,,,,,,
309,100881124,those,18,ἐκείνοισι,,,,,,,
310,100881126,second,19,δευτέρῃ,,,,,,,
311,100881127,they say,19,δὲ,,,,,,,
312,100881128,they say,19,λέγουσι,,,,,,,
313,100881129,generation,19,γενεῇ,,,,,,,
314,100881130,after,19,μετὰ,,,,,,,
315,100881131,these,19,ταῦτα,,,,,,,
316,100881132,Alexander,19,Ἀλέξανδρον,,,,,,,
317,100881133,son,19,τὸν,,,,,,,
318,100881134,Priam,19,Πριάμου,,,,,,,
319,100881136,having heard,19,ἀκηκοότα,,,,,,,
320,100881137,these,19,ταῦτα,,,,,,,
321,100881139,wished,19,ἐθελῆσαί,,,,,,,
322,100881140,to take,19,οἱ,,,,,,,
323,100881141,from,19,ἐκ,,,,,,,
324,100881142,a,19,τῆς,,,,,,,
325,100881143,Greece,19,Ἑλλάδος,,,,,,,
326,100881144,by,19,δι’,,,,,,,
327,100881145,force,19,ἁρπαγῆς,,,,,,,
328,100881146,to take,19,γενέσθαι,,,,,,,
329,100881147,wife,19,γυναῖκα,,,,,,,
330,100881149,knowing,19,ἐπιστάμενον,,,,,,,
331,100881150,certainly,19,πάντως,,,,,,,
332,100881151,that,19,ὅτι,,,,,,,
333,100881152,would not,19,οὐ,,,,,,,
334,100881153,pay,19,δώσει,,,,,,,
335,100881154,the penalty,19,δίκας,,,,,,,
336,100881156,not,20,οὐ,,,,,,,
337,100881157,would,20,-δὲ,,,,,,,
338,100881158,For,20,γὰρ,,,,,,,
339,100881159,those,20,ἐκείνους,,,,,,,
340,100881160,give,20,διδόναι,,,,,,,
341,100881162,So,21,οὕτω,,,,,,,
342,100881163,after,21,δὴ,,,,,,,
343,100881164,he had snatched,21,ἁρπάσαντος,,,,,,,
344,100881165,he,21,αὐτοῦ,,,,,,,
345,100881166,Helen,21,Ἑλένην,,,,,,,
346,100881168,Greeks,21,τοῖσι,,,,,,,
347,100881169,Greeks,21,Ἕλλησι,,,,,,,
348,100881170,it seemed,21,δόξαι,,,,,,,
349,100881171,first,21,πρῶτὸν,,,,,,,
350,100881172,they should send,21,πέμψαντας,,,,,,,
351,100881173,envoys,21,ἀγγέλους,,,,,,,
352,100881174,demand,21,ἀπαιτέειν,,,,,,,
353,100881176,Helen,21,Ἑλένην,,,,,,,
354,100881178,retribution,21,δίκας,,,,,,,
355,100881179,for,21,τῆς,,,,,,,
356,100881180,abduction,21,ἁρπαγῆς,,,,,,,
357,100881181,seek,21,αἰτέειν,,,,,,,
358,100881186,while,22,προϊσχομένων,,,,,,,
359,100881186,they,22,προϊσχομένων,,,,,,,
360,100881186,were,22,προϊσχομένων,,,,,,,
361,100881186,advancing,22,προϊσχομένων,,,,,,,
362,100881187,on,22,ταῦτα,,,,,,,
363,100881187,these,22,ταῦτα,,,,,,,
364,100881187,things,22,ταῦτα,,,,,,,
365,100881189,report,22,προφέρειν,,,,,,,
366,100881190,to,22,σφι,,,,,,,
367,100881190,them,22,σφι,,,,,,,
368,100881191,of,22,Μηδείης,,,,,,,
369,100881192,the,22,τὴν,,,,,,,
370,100881193,seizure,22,ἁρπαγήν,,,,,,,
371,100881191,Media,22,Μηδείης,,,,,,,
372,100881195,as,22,ὡς,,,,,,,
373,100881195,if,22,ὡς,,,,,,,
374,100881196,they,22,οὐ,,,,,,,
375,100881198,themselves,22,αὐτοὶ,,,,,,,
376,100881196,were,22,οὐ,,,,,,,
377,100881196,not,22,οὐ,,,,,,,
378,100881197,willing,22,δόντες,,,,,,,
379,100881197,to,22,δόντες,,,,,,,
380,100881199,give,22,δίκας,,,,,,,
381,100881199,justice,22,δίκας,,,,,,,
382,100881200,nor,22,οὐ,,,,,,,
383,100881202,to,22,ἐκδόντες,,,,,,,
384,100881202,surrender,22,ἐκδόντες,,,,,,,
385,100881203,when,22,ἀπαιτεόντων,,,,,,,
386,100881203,demanded,22,ἀπαιτεόντων,,,,,,,
387,100881204,they,22,βουλοίατό,,,,,,,
388,100881204,preferred,22,βουλοίατό,,,,,,,
389,100881204,that,22,βουλοίατό,,,,,,,
390,100881209,be,22,γίνεσθαι,,,,,,,
391,100881209,rendered,22,γίνεσθαι,,,,,,,
392,100881205,to,22,σφι,,,,,,,
393,100881205,them,22,σφι,,,,,,,
394,100881206,by,22,παρ’,,,,,,,
395,100881207,others,22,ἄλλων,,,,,,,
396,100881211,Up,23,μέχρι,,,,,,,
397,100881212,to,23,μὲν,,,,,,,
398,100881213,this,23,ὤν,,,,,,,
399,100881214,point,23,τούτου,,,,,,,
400,100881215,the,23,ἁρπαγάς,,,,,,,
401,100881216,only,23,μούνας,,,,,,,
402,100881217,raids,23,εἶναι,,,,,,,
403,100881218,were,23,παρ’,,,,,,,
404,100881219,mutual,23,ἀλλήλων,,,,,,,
405,100881220,plunderings,23,",",,,,,,,
406,100881221,but,23,τὸ,,,,,,,
407,100881222,from,23,δὲ,,,,,,,
408,100881223,this,23,ἀπὸ,,,,,,,
409,100881224,point,23,τούτου,,,,,,,
410,100881225,onward,23,Ἕλληνας,,,,,,,
411,100881226,the,23,δὴ,,,,,,,
412,100881227,Greeks,23,μεγάλως,,,,,,,
413,100881228,became,23,αἰτίους,,,,,,,
414,100881229,greatly,23,γενέσθαι,,,,,,,
415,100881230,culpable,23,.,,,,,,,
416,100881232,For,24,γὰρ,,,,,,,
417,100881233,begin,24,ἄρξαι,,,,,,,
418,100881234,campaign,24,στρατεύεσθαι,,,,,,,
419,100881235,into,24,ἐς,,,,,,,
420,100881237,Asia,24,Ἀσίην,,,,,,,
421,100881231,first,24,προτέρους,,,,,,,
422,100881238,rather,24,ἢ,,,,,,,
423,100881240,into,24,ἐς,,,,,,,
424,100881242,Europe,24,Εὐρώπην,,,,,,,
425,100881239,themselves,24,σφέας,,,,,,,
426,100881246,now,25,νυν,,,,,,,
427,100881247,abduction,25,ἁρπάζειν,,,,,,,
428,100881248,women,25,γυναῖκας,,,,,,,
429,100881249,from,25,ἀνδρῶν,,,,,,,
430,100881250,unjust,25,ἀδίκων,,,,,,,
431,100881251,consider,25,νομίζειν,,,,,,,
432,100881252,act,25,ἔργον,,,,,,,
433,100881253,be,25,εἶναι,,,,,,,
434,100881257,abducted,25,ἁρπασθεισέων,,,,,,,
435,100881258,haste,25,σπουδήν,,,,,,,
436,100881259,punishing,25,ποιήσασθαι,,,,,,,
437,100881260,those,25,τιμωρέειν,,,,,,,
438,100881261,foolishly,25,ἀνοήτων,,,,,,,
439,100881265,no,25,μηδεμίαν,,,,,,,
440,100881266,opportunity,25,ὤρην,,,,,,,
441,100881267,have,25,ἔχειν,,,,,,,
442,100881268,abductions,25,ἁρπασθεισέων,,,,,,,
443,100881269,wise,25,σωφρόνων,,,,,,,
444,100881272,For,26,γὰρ,,,,,,,
445,100881271,clearly,26,δῆλα,,,,,,,
446,100881273,evident,26,δὴ,,,,,,,
447,100881274,that,26,ὅτι,,,,,,,
448,100881276,if,26,εἰ,,,,,,,
449,100881277,not,26,μὴ,,,,,,,
450,100881278,they,26,αὐταὶ,,,,,,,
451,100881279,wished,26,ἐβούλοντο,,,,,,,
452,100881281,not,26,οὐκ,,,,,,,
453,100881282,would,26,ἂν,,,,,,,
454,100881283,been seized,26,ἡρπάζοντο,,,,,,,
455,100881285,They,27,σφέας,,,,,,,
456,100881292,say,27,λέγουσι,,,,,,,
457,100881288,the,27,τοὺς,,,,,,,
458,100881293,Persians,27,Πέρσαι,,,,,,,
459,100881298,no,27,οὐδένα,,,,,,,
460,100881297,account,27,λόγον,,,,,,,
461,100881299,make,27,ποιήσασθαι,,,,,,,
462,100881289,from,27,ἐκ,,,,,,,
463,100881290,Asia,27,τῆς,,,,,,,
464,100881291,Asia,27,Ἀσίης,,,,,,,
465,100881294,seizing,27,ἁρπαζομενέων,,,,,,,
466,100881295,women,27,τῶν,,,,,,,
467,100881296,women,27,γυναικῶν,,,,,,,
468,100881301,Greeks,27,Ἕλληνας,,,,,,,
469,100881304,for the sake of,27,εἵνεκεν,,,,,,,
470,100881303,Spartan,27,Λακεδαιμονίης,,,,,,,
471,100881305,woman,27,γυναικὸς,,,,,,,
472,100881306,fleet,27,στόλον,,,,,,,
473,100881307,great,27,μέγαν,,,,,,,
474,100881308,gathered,27,συναγεῖραι,,,,,,,
475,100881310,after,27,ἔπειτα,,,,,,,
476,100881311,coming,27,ἐλθόντας,,,,,,,
477,100881312,to,27,ἐς,,,,,,,
478,100881313,Asia,27,τὴν,,,,,,,
479,100881314,Asia,27,Ἀσίην,,,,,,,
480,100881316,Priam,27,Πριάμου,,,,,,,
481,100881317,power,27,δύναμιν,,,,,,,
482,100881318,destroyed,27,κατελεῖν,,,,,,,
483,100881320,From,28,ἀπὸ,,,,,,,
484,100881321,this,28,τούτου,,,,,,,
485,100881322,forever,28,αἰεὶ,,,,,,,
486,100881323,consider,28,ἡγήσασθαι,,,,,,,
487,100881324,the,28,τὸ,,,,,,,
488,100881325,Greek,28,Ἑλληνικὸν,,,,,,,
489,100881326,them,28,σφίσι,,,,,,,
490,100881327,to be,28,εἶναι,,,,,,,
491,100881328,hostile,28,πολέμιον,,,,,,,
492,100881331,For,29,γὰρ,,,,,,,
493,100881330,the,29,τὴν,,,,,,,
494,100881340,Persians,29,Πέρσαι,,,,,,,
495,100881338,inhabit,29,οἰκηιεῦνται,,,,,,,
496,100881332,Asia,29,Ἀσίην,,,,,,,
497,100881333,and,29,καὶ,,,,,,,
498,100881344,Europe,29,Εὐρώπην,,,,,,,
499,100881345,and,29,καὶ,,,,,,,
500,100881346,the,29,τὸ,,,,,,,
501,100881347,Greek,29,Ἑλληνικόν,,,,,,,
502,100881348,consider,29,ἥγηνται,,,,,,,
503,100881349,to be separated,29,κεχωρίσθαι,,,,,,,
504,100881339,they,29,οἱ,,,,,,,
505,100881334,the,29,τὰ,,,,,,,
506,100881337,barbarian,29,βάρβαρα,,,,,,,
507,100881336,peoples,29,ἔθνεα,,,,,,,
508,100881335,living,29,ἐνοικέοντα,,,,,,,
509,100881343,but,29,δὲ,,,,,,,
510,100881342,the,29,τὴν,,,,,,,
511,100881351,Thus,30,οὕτω,,,,,,,
512,100881353,Persians,30,Πέρσαι,,,,,,,
513,100881354,say,30,λέγουσι,,,,,,,
514,100881355,came to be,30,γενέσθαι,,,,,,,
515,100881357,and,30,καὶ,,,,,,,
516,100881358,on account of,30,διὰ,,,,,,,
517,100881359,the,30,τὴν,,,,,,,
518,100881360,Ilium,30,Ἰλίου,,,,,,,
519,100881361,capture,30,ἅλωσιν,,,,,,,
520,100881362,find,30,εὑρίσκουσι,,,,,,,
521,100881364,was,30,ἐοῦσαν,,,,,,,
522,100881366,beginning,30,ἀρχήν,,,,,,,
523,100881367,of,30,τῆς,,,,,,,
524,100881368,hostility,30,ἔχθρης,,,,,,,
525,100881369,of,30,τῆς,,,,,,,
526,100881370,toward,30,ἐς,,,,,,,
527,100881371,the,30,τοὺς,,,,,,,
528,100881372,Greeks,30,Ἕλληνας,,,,,,,
529,100881374,As,31,περὶ,,,,,,,
530,100881375,for,31,δὲ,,,,,,,
531,100881376,the,31,τῆς,,,,,,,
532,100881377,Jews,31,Ἰοῦς,,,,,,,
533,100881382,the,31,Φοίνικες,,,,,,,
534,100881382,Phoenicians,31,Φοίνικες,,,,,,,
535,100881378,do not,31,οὐκ,,,,,,,
536,100881379,agree,31,ὁμολογέουσι,,,,,,,
537,100881380,with,31,Πέρσῃσι,,,,,,,
538,100881380,the,31,Πέρσῃσι,,,,,,,
539,100881380,Persians,31,Πέρσῃσι,,,,,,,
540,100881381,in,31,οὕτω,,,,,,,
541,100881381,this,31,οὕτω,,,,,,,
542,100881381,matter,31,οὕτω,,,,,,,
543,100881385,For,32,γὰρ,,,,,,,
544,100881389,they say,32,λέγουσι,,,,,,,
545,100881396,that,32,ὡς,,,,,,,
546,100881384,not,32,οὐ,,,,,,,
547,100881387,they,32,σφέας,,,,,,,
548,100881388,did ... bring,32,χρησαμένους,,,,,,,
549,100881391,her,32,αὐτήν,,,,,,,
550,100881392,to,32,ἐς,,,,,,,
551,100881393,Egypt,32,Αἴγυπτον,,,,,,,
552,100881386,by force,32,ἁρπαγῇ,,,,,,,
553,100881390,having used,32,ἀγαγεῖν,,,,,,,
554,100881395,but,32,ἀλλ’,,,,,,,
555,100881396,that,32,ὡς,,,,,,,
556,100881400,she mingled,32,ἐμίσγετο,,,,,,,
