,greek_id,greek_word,gloss,sent_id
58,100309217,γὰρ,for,1
59,100309218,αὕτη,this,1
60,100309219,μεγίστη,greatest,1
61,100309220,δὴ,indeed,1
62,100309221,τοῖς,to,1
63,100309222,Ἕλλησιν,Greeks,1
64,100309223,ἐγένετο,came about,1
65,100309224,καὶ,and,1
66,100309225,μέρει,part,1
67,100309226,τινὶ,some,1
68,100309227,τῶν,of the,1
69,100309228,βαρβάρων,of barbarians,1
70,100309229,",",",",1
71,100309230,ὡς,as,1
72,100309231,δὲ,but,1
73,100309232,εἰπεῖν,to say,1
74,100309233,καὶ,and,1
75,100309234,ἐπὶ,among,1
76,100309235,πλεῖστον,most,1
77,100309236,ἀνθρώπων,of humans,1
78,100309237,.,.,1
79,100309238,τὰ,the,2
80,100309239,γὰρ,for,2
81,100309240,πρὸ,before,2
82,100309241,αὐτῶν,of them,2
83,100309242,καὶ,and,2
84,100309243,τὰ,the,2
85,100309244,ἔτι,even,2
86,100309245,παλαίτερα,older,2
87,100309246,σαφῶς,clearly,2
88,100309247,μὲν,indeed,2
89,100309248,εὑρεῖν,to find,2
90,100309249,διὰ,through,2
91,100309250,χρόνου,time,2
92,100309251,πλῆθος,great,2
93,100309252,ἀδύνατα,impossible,2
94,100309253,ἦν,was,2
95,100309254,",",",",2
96,100309255,ἐκ,from,2
97,100309256,δὲ,but,2
98,100309257,τεκμηρίων,of proofs,2
99,100309258,ὧν,which,2
100,100309259,ἐπὶ,for,2
101,100309260,μακρότατον,the furthest,2
102,100309261,σκοποῦντί,considering,2
103,100309262,μοι,to me,2
104,100309263,πιστεῦσαι,to trust,2
105,100309264,ξυμβαίνει,happens,2
106,100309265,οὐ,not,2
107,100309266,μεγάλα,great,2
108,100309267,νομίζω,I think,2
109,100309268,γενέσθαι,to become,2
110,100309269,οὔ,not,2
111,100309270,-τε,-or,2
112,100309271,κατὰ,against,2
113,100309272,τοὺς,the,2
114,100309273,πολέμους,wars,2
115,100309274,οὔ,not,2
116,100309275,-τε,-either,2
117,100309276,ἐς,into,2
118,100309277,τὰ,the,2
119,100309278,ἄλλα,other things,2
120,100309279,.,.,2
121,100309280,φαίνεται,it appears,3
122,100309281,γὰρ,for,3
123,100309282,ἡ,the,3
124,100309283,νῦν,now,3
125,100309284,Ἑλλὰς,Greece,3
126,100309285,καλουμένη,called,3
127,100309286,οὐ,not,3
128,100309287,πάλαι,long ago,3
129,100309288,βεβαίως,steadfastly,3
130,100309289,οἰκουμένη,inhabited,3
131,100309290,",",",",3
132,100309291,ἀλλὰ,but,3
133,100309292,μεταναστάσεις,migrations,3
134,100309293,τε,and,3
135,100309294,οὖσαι,being,3
136,100309295,τὰ,the,3
137,100309296,πρότερα,former,3
138,100309297,καὶ,and,3
139,100309298,ῥᾳδίως,easily,3
140,100309299,ἕκαστοι,each,3
141,100309300,τὴν,their,3
142,100309301,ἑαυτῶν,their,3
143,100309302,ἀπολείποντες,leaving behind,3
144,100309303,βιαζόμενοι,being forced,3
145,100309304,ὑπό,by,3
146,100309305,τινων,some,3
147,100309306,αἰεὶ,always,3
148,100309307,πλειόνων,more,3
149,100309308,.,.,3
150,100309309,τῆς,of the,4
151,100309310,γὰρ,for,4
152,100309311,ἐμπορίας,commerce,4
153,100309312,οὐκ,not,4
154,100309313,οὔσης,being,4
155,100309314,",",",",4
156,100309315,οὐ,not,4
157,100309316,-δ',and,4
158,100309317,ἐπιμειγνύντες,mixing,4
159,100309318,ἀδεῶς,freely,4
160,100309319,ἀλλήλοις,each other,4
161,100309320,οὔ,not,4
162,100309321,-τε,and,4
163,100309322,κατὰ,on,4
164,100309323,γῆν,land,4
165,100309324,οὔ,not,4
166,100309325,-τε,and,4
167,100309326,διὰ,by,4
168,100309327,θαλάσσης,sea,4
169,100309328,",",",",4
170,100309329,νεμόμενοί,settling,4
171,100309330,τε,and,4
172,100309331,τὰ,their,4
173,100309332,αὑτῶν,their,4
174,100309333,ἕκαστοι,each,4
175,100309334,ὅσον,as much as,4
176,100309335,ἀποζῆν,subsistence,4
177,100309336,καὶ,and,4
178,100309337,περιουσίαν,abundance,4
179,100309338,χρημάτων,money,4
180,100309339,οὐκ,not,4
181,100309340,ἔχοντες,not having,4
182,100309341,οὐ,not,4
183,100309342,-δὲ,and,4
184,100309343,γῆν,land,4
185,100309344,φυτεύοντες,planting,4
186,100309345,",",",",4
187,100309346,ἄδηλον,uncertain,4
188,100309347,ὂν,being,4
189,100309348,ὁπότε,whenever,4
190,100309349,τις,someone,4
191,100309350,ἐπελθὼν,coming,4
192,100309351,καὶ,and,4
193,100309352,ἀτειχίστων,unfortified,4
194,100309353,ἅμα,at the same time,4
195,100309354,ὄντων,being,4
196,100309355,ἄλλος,another,4
197,100309356,ἀφαιρήσεται,will take away,4
198,100309357,",",",",4
199,100309358,τῆς,of the,4
200,100309359,τε,and,4
201,100309360,καθ',throughout,4
202,100309361,ἡμέραν,day,4
203,100309362,ἀναγκαίου,necessary,4
204,100309363,τροφῆς,food,4
205,100309364,πανταχοῦ,everywhere,4
206,100309365,ἂν,if,4
207,100309366,ἡγούμενοι,thinking,4
208,100309367,ἐπικρατεῖν,to dominate,4
209,100309368,",",",",4
210,100309369,οὐ,not,4
211,100309370,χαλεπῶς,easily,4
212,100309371,ἀπανίσταντο,they withdrew,4
213,100309372,",",",",4
214,100309373,καὶ,and,4
215,100309374,δι’,through,4
216,100309375,αὐτὸ,this,4
217,100309376,οὔ,not,4
218,100309377,-τε,-and,4
219,100309378,μεγέθει,size,4
220,100309379,πόλεων,cities,4
221,100309380,ἴσχυον,were powerful,4
222,100309381,οὔ,not,4
223,100309382,-τε,and,4
224,100309383,τῇ,the,4
225,100309384,ἄλλῃ,other,4
226,100309385,παρασκευῇ,preparation,4
227,100309386,.,.,4
228,100309387,μάλιστα,most,5
229,100309388,δὲ,but,5
230,100309389,τῆς,the,5
231,100309390,γῆς,country,5
232,100309391,ἡ,the,5
233,100309392,ἀρίστη,best,5
234,100309393,αἰεὶ,always,5
235,100309394,τὰς,the,5
236,100309395,μεταβολὰς,changes,5
237,100309396,τῶν,of the,5
238,100309397,οἰκητόρων,inhabitants',5
239,100309398,εἶχεν,had,5
240,100309399,",",",",5
241,100309400,ἥ,the,5
242,100309401,τε,and,5
243,100309402,νῦν,now,5
244,100309403,Θεσσαλία,Thessaly,5
245,100309404,καλουμένη,called,5
246,100309405,καὶ,and,5
247,100309406,Βοιωτία,Boeotia,5
248,100309407,Πελοποννήσου,of the Peloponnese,5
249,100309408,τε,and,5
250,100309409,τὰ,the,5
251,100309410,πολλὰ,most,5
252,100309411,πλὴν,except,5
253,100309412,Ἀρκαδίας,Arcadia,5
254,100309413,",",",",5
255,100309414,τῆς,of the,5
256,100309415,τε,and,5
257,100309416,ἄλλης,other,5
258,100309417,ὅσα,all that,5
259,100309418,ἦν,was,5
260,100309419,κράτιστα,strongest,5
261,100309420,.,.,5
262,100309421,διὰ,because,6
263,100309422,γὰρ,for,6
264,100309423,ἀρετὴν,virtue,6
265,100309424,γῆς,of country,6
266,100309425,αἵ,the,6
267,100309426,τε,and,6
268,100309427,δυνάμεις,forces,6
269,100309428,τισὶ,some,6
270,100309429,μείζους,greater,6
271,100309430,ἐγγιγνόμεναι,coming to be,6
272,100309431,στάσεις,strifes,6
273,100309432,ἐνεποίουν,they caused,6
274,100309433,ἐξ,from,6
275,100309434,ὧν,which,6
276,100309435,ἐφθείροντο,were being destroyed,6
277,100309436,",",",",6
278,100309437,καὶ,and,6
279,100309438,ἅμα,at the same time,6
280,100309439,ὑπὸ,by,6
281,100309440,ἀλλοφύλων,of foreigners,6
282,100309441,μᾶλλον,rather,6
283,100309442,ἐπεβουλεύοντο,were being plotted against,6
284,100309443,.,.,6
285,100309444,τὴν,the,7
286,100309445,γοῦν,then,7
287,100309446,Ἀττικὴν,Attica,7
288,100309447,ἐκ,from,7
289,100309448,τοῦ,of the,7
290,100309449,ἐπὶ,at,7
291,100309450,πλεῖστον,most,7
292,100309451,διὰ,because,7
293,100309452,τὸ,the,7
294,100309453,λεπτόγεων,thin,7
295,100309454,ἀστασίαστον,without civil strife,7
296,100309455,οὖσαν,being,7
297,100309456,ἄνθρωποι,men,7
298,100309457,ᾤκουν,they inhabited,7
299,100309458,οἱ,the,7
300,100309459,αὐτοὶ,the same,7
301,100309460,αἰεί,always,7
302,100309461,.,.,7
303,100309462,καὶ,and,8
304,100309463,παράδειγμα,example,8
305,100309464,τόδε,this,8
306,100309465,τοῦ,of the,8
307,100309466,λόγου,of the narrative,8
308,100309467,οὐκ,not,8
309,100309468,ἐλάχιστόν,least,8
310,100309469,ἐστι,is,8
311,100309470,διὰ,because of,8
312,100309471,τὰς,the,8
313,100309472,μετοικίας,resettlements,8
314,100309473,ἐς,to,8
315,100309474,τὰ,the,8
316,100309475,ἄλλα,other,8
317,100309476,μὴ,not,8
318,100309477,ὁμοίως,likewise,8
319,100309478,αὐξηθῆναι,to be increased,8
320,100309479,.,.,8
321,100309480,ἐκ,from,9
322,100309481,γὰρ,for,9
323,100309482,τῆς,of the,9
324,100309483,ἄλλης,other,9
325,100309484,Ἑλλάδος,Greece,9
326,100309485,οἱ,the,9
327,100309486,πολέμῳ,war,9
328,100309487,ἢ,or,9
329,100309488,στάσει,strife,9
330,100309489,ἐκπίπτοντες,leaving,9
331,100309490,παρ’,from,9
332,100309491,Ἀθηναίους,Athenians,9
333,100309492,οἱ,the,9
334,100309493,δυνατώτατοι,most powerful,9
335,100309494,ὡς,as,9
336,100309495,βέβαιον,secure,9
337,100309496,ὂν,being,9
338,100309497,ἀνεχώρουν,withdrew,9
339,100309498,",",",",9
340,100309499,καὶ,and,9
341,100309500,πολῖται,citizens,9
342,100309501,γιγνόμενοι,becoming,9
343,100309502,εὐθὺς,immediately,9
344,100309503,ἀπὸ,from,9
345,100309504,παλαιοῦ,old,9
346,100309505,μείζω,larger,9
347,100309506,ἔτι,even,9
348,100309507,ἐποίησαν,made,9
349,100309508,πλήθει,in number,9
350,100309509,ἀνθρώπων,of men,9
351,100309510,τὴν,the,9
352,100309511,πόλιν,city,9
353,100309512,",",",",9
354,100309513,ὥστε,so that,9
355,100309514,καὶ,and,9
356,100309515,ἐς,to,9
357,100309516,Ἰωνίαν,Ionia,9
358,100309517,ὕστερον,later,9
359,100309518,ὡς,that,9
360,100309519,οὐχ,not,9
361,100309520,ἱκανῆς,sufficient,9
362,100309521,οὔσης,being,9
363,100309522,τῆς,of the,9
364,100309523,Ἀττικῆς,Attic,9
365,100309524,ἀποικίας,colonies,9
366,100309525,ἐξέπεμψαν,they sent out,9
367,100309526,.,.,9
