,greek_id,english_word,sent_id,greek_word,alignments
65,100250887,arrogant,3,ἀγήνορα,
66,100250897,Hear,4,κλῦθι,
67,100250898,see,4,ἰδὼν,
68,100250899,and,4,ἀίων,
69,100250900,and,4,τε,
70,100250902,with justice,4,δίκῃ,
71,100250904,straighten,4,ἴθυνε,
72,100250905,laws,4,θέμιστας,
73,100250906,your,4,τύνη,
74,100250908,I,5,ἐγὼ,
75,100250909,But,5,δέ,
76,100250910,would,5,κε,
77,100250912,Perses,5,Πέρση,
78,100250914,true,5,ἐτήτυμα,
79,100250915,speak,5,μυθησαίμην,
80,100250917,not,6,οὐκ,
81,100250918,then,6,ἄρα,
82,100250919,only,6,μοῦνον,
83,100250920,existed,6,ἔην,
84,100250921,Strife,6,Ἐρίδων,
85,100250922,race,6,γένος,
86,100250924,but,6,ἀλλ’,
87,100250925,upon,6,ἐπὶ,
88,100250926,earth,6,γαῖαν,
89,100250927,came,6,εἰσὶ,
90,100250928,two,6,δύω,
91,100250930,her,7,τὴν,
92,100250933,praise,7,ἐπαινέσσειε,
93,100250934,reflecting,7,νοήσας,
94,100250938,blame,7,ἐπιμωμητή,
95,100250941,But,8,δ’,
96,100250942,divided,8,ἄνδιχα,
97,100250943,heart,8,θυμὸν,
98,100250944,hold,8,ἔχουσιν,
99,100250948,For,9,γὰρ,
100,100250946,she,9,ἣ,
101,100250954,increases,9,ὀφέλλει,
102,100250951,evil,9,κακὸν,
103,100250949,war,9,πόλεμόν,
104,100250950,and,9,τε,
105,100250953,strife,9,δῆριν,
106,100250956,wretch,9,σχετλίη,
107,100250958,No man,10,οὔτις,
108,100250959,her,10,τήν,
109,100250960,truly,10,γε,
110,100250961,loves,10,φιλεῖ,
111,100250962,man,10,βροτός,
112,100250964,but,10,ἀλλ’,
113,100250965,under,10,ὑπ’,
114,100250966,will,10,ἀνάγκης,
115,100250967,immortals,10,ἀθανάτων,
116,100250968,will,10,βουλῇσιν,
117,100250969,Discord,10,Ἔριν,
118,100250970,honor,10,τιμῶσι,
119,100250971,burdensome,10,βαρεῖαν,
120,100250973,the,11,τὴν,
121,100250975,other,11,ἑτέρην,
122,100250976,elder,11,προτέρην,
123,100250978,brought forth,11,ἐγείνατο,
124,100250979,Night,11,Νὺξ,
125,100250980,dark,11,ἐρεβεννή,
126,100250982,placed,11,θῆκε,
127,100250984,her,11,μιν,
128,100250985,son,11,Κρονίδης,
129,100250986,high-girdled,11,ὑψίζυγος,
130,100250988,ether,11,αἰθέρι,
131,100250989,dwells,11,ναίων,
132,100250991,earth,11,γαίης,
133,100250992,in,11,ἐν,
134,100250993,roots,11,ῥίζῃσι,
135,100250996,men,11,ἀνδράσι,
136,100250997,far,11,πολλὸν,
137,100250998,better,11,ἀμείνω,
138,100251001,And,12,καὶ,
139,100251004,yet,12,ὁμῶς,
140,100251003,even,12,περ,
141,100251002,soft,12,ἀπάλαμόν,
142,100251002,tender,12,ἀπάλαμόν,
143,100251007,he,12,ἔγειρεν,
144,100251007,raised,12,ἔγειρεν,
145,100251006,his,12,ἔργον,
146,100251006,hand,12,ἔργον,
147,100251005,to,12,ἐπὶ,
148,100251006,work,12,ἔργον,
149,100251009,upon,13,εἰς,
150,100251010,another's,13,ἕτερον,
151,100251011,For,13,γάρ,
152,100251012,someone,13,τίς,
153,100251013,,13,τε,
154,100251014,looks,13,ἰδὼν,
155,100251015,wealth,13,ἔργοιο,
156,100251016,envies,13,χατίζει,
157,100251017,,13,πλούσιον,
158,100251019,one,13,ὃς,
159,100251020,hastens,13,σπεύδει,
160,100251021,,13,μὲν,
161,100251022,gather,13,ἀρώμεναι,
162,100251023,and,13,ἠδὲ,
163,100251024,plant,13,φυτεύειν,
164,100251025,house,13,οἶκόν,
165,100251026,,13,τ’,
166,100251027,well,13,εὖ,
167,100251028,establish,13,θέσθαι,
168,100251030,envies,14,ζηλοῖ,
169,100251031,And,14,δέ,
170,100251032,the,14,τε,
171,100251033,neighbor,14,γείτονα,
172,100251034,neighbor,14,γείτων,
173,100251035,rushing,14,εἰς,
174,100251036,wealth,14,ἄφενος,
175,100251037,rushing,14,σπεύδοντ’,
176,100251039,good,15,ἀγαθὴ,
177,100251040,And,15,δ’,
178,100251041,Strife,15,Ἔρις,
179,100251042,this,15,ἥδε,
180,100251043,mortals,15,βροτοῖσιν,
181,100251045,And,16,καὶ,
182,100251046,potter,16,κεραμεὺς,
183,100251047,potter,16,κεραμεῖ,
184,100251048,angry,16,κοτέει,
185,100251049,and,16,καὶ,
186,100251050,carpenter,16,τέκτονι,
187,100251051,carpenter,16,τέκτων,
188,100251053,and,16,καὶ,
189,100251054,beggar,16,πτωχὸς,
190,100251055,beggar,16,πτωχῷ,
191,100251056,angry,16,φθονέει,
192,100251057,and,16,καὶ,
193,100251058,bard,16,ἀοιδὸς,
194,100251059,bard,16,ἀοιδῷ,
195,100251062,Perses,17,Πέρση,
196,100251064,you,17,σὺ,
197,100251065,And,17,δὲ,
198,100251066,these things,17,ταῦτα,
199,100251067,your,17,τεῷ,
200,100251068,lay up,17,ἐνικάτθεο,
201,100251069,heart,17,θυμῷ,
202,100251072,and,17,-δέ,
203,100251071,not,17,μη,
204,100251074,Strife,17,Ἔρις,
205,100251075,ill-humored,17,κακόχαρτος,
206,100251079,snatch,17,ἐρύκοι,
207,100251073,your,17,σ’,
208,100251078,spirit,17,θυμὸν,
209,100251076,from,17,ἀπ’,
210,100251077,work,17,ἔργου,
211,100251083,attend,17,ἐπακουὸν,
212,100251084,while,17,ἐόντα,
213,100251080,strife,17,νείκε’,
214,100251081,following,17,ὀπιπεύοντ’,
215,100251082,assembly,17,ἀγορῆς,
216,100251087,For,18,γάρ,
217,100251086,season,18,ὤρη,
218,100251088,and,18,τ’,
219,100251089,short,18,ὀλίγη,
220,100251090,becomes,18,πέλεται,
221,100251091,of strife,18,νεικέων,
222,100251092,and,18,τ’,
223,100251093,of assemblies,18,ἀγορέων,
224,100251094,for,18,τε,
225,100251096,whose,18,ᾧτινι,
226,100251097,not,18,μὴ,
227,100251098,life,18,βίος,
228,100251099,within,18,ἔνδον,
229,100251100,laid up,18,ἐπηετανὸς,
230,100251101,laid up,18,κατάκειται,
231,100251102,well-ordered,18,ὡραῖος,
232,100251104,whom,18,τὸν,
233,100251105,earth,18,γαῖα,
234,100251106,bears,18,φέρει,
235,100251108,Demeter's,18,Δημήτερος,
236,100251109,shore,18,ἀκτήν,
237,100251111,another's,19,τοῦ,
238,100251113,having,19,κορεσσάμενος,
239,100251114,quarrels,19,νείκεα,
240,100251115,and,19,καὶ,
241,100251116,strife,19,δῆριν,
242,100251117,increases,19,ὀφέλλοις,
243,100251118,possessions,19,κτήμασ’,
244,100251119,on,19,ἐπ’,
245,100251120,property,19,ἀλλοτρίοις,
246,100251122,you,20,σοὶ,
247,100251123,And,20,δ’,
248,100251124,no longer,20,οὐκέτι,
249,100251125,second,20,δεύτερον,
250,100251126,be,20,ἔσται,
251,100251127,this,20,ὧδ’,
252,100251128,do,20,ἔρδειν,
253,100251130,But,21,ἀλλ’,
254,100251131,here,21,αὖθι,
255,100251132,judge,21,διακρινώμεθα,
256,100251133,strife,21,νεῖκος,
257,100251134,straight,21,ἰθείῃσι,
258,100251135,judgments,21,δίκῃς,
259,100251137,those,21,αἵ,
260,100251138,which,21,τ’,
261,100251139,from,21,ἐκ,
262,100251140,Zeus,21,Διός,
263,100251141,are,21,εἰσιν,
264,100251142,best,21,ἄρισται,
265,100251144,already,22,ἤδη,
266,100251145,indeed,22,μὲν,
267,100251146,For,22,γὰρ,
268,100251147,share,22,κλῆρον,
269,100251148,have,22,ἐδασσάμεθ’,
270,100251150,but,22,ἀλλὰ,
271,100251151,them,22,τὰ,
272,100251152,things,22,πολλὰ,
273,100251153,seizing,22,ἁρπάζων,
274,100251154,bringing,22,ἐφόρεις,
275,100251155,greatly,22,μέγα,
276,100251156,glorified,22,κυδαίνων,
277,100251157,kings,22,βασιλῆας,
278,100251158,gift-devouring,22,δωροφάγους,
279,100251160,who,22,οἳ,
280,100251161,this,22,τήνδε,
281,100251162,justice,22,δίκην,
282,100251163,are,22,ἐθέλουσι,
283,100251164,judge,22,δίκασσαι,
284,100251166,Fools,23,νήπιοι,
285,100251168,do,23,οὐ,
286,100251169,not,23,-δὲ,
287,100251170,know,23,ἴσασιν,
288,100251171,that,23,ὅσῳ,
289,100251173,half,23,ἥμισυ,
290,100251172,more,23,πλέον,
291,100251174,the,23,παντὸς,
292,100251175,not,23,οὐ,
293,100251176,nor,23,-δ’,
294,100251177,how,23,ὅσον,
295,100251183,great,23,μέγ’,
296,100251184,blessing,23,ὄνειαρ,
297,100251178,in,23,ἐν,
298,100251179,soft,23,μαλάχῃ,
299,100251180,and,23,τε,
300,100251181,the,23,καὶ,
301,100251182,asphodel,23,ἀσφοδέλῳ,
302,100251186,having hidden,24,κρύψαντες,
303,100251187,For,24,γὰρ,
304,100251188,hold,24,ἔχουσι,
305,100251189,gods,24,θεοὶ,
306,100251190,life,24,βίον,
307,100251191,men,24,ἀνθρώποισιν,
308,100251194,For,25,γάρ,
309,100251195,could,25,κεν,
310,100251193,easily,25,ῥηιδίως,
311,100251199,work,25,ἐργάσσαιο,
312,100251196,even,25,καὶ,
313,100251197,on,25,ἐπ’,
314,100251198,a,25,ἤματι,
315,100251201,so,25,ὥστε,
316,100251202,that,25,σε,
317,100251195,might,25,κεν,
318,100251206,keep,25,ἔχειν,
319,100251205,a,25,ἐνιαυτὸν,
320,100251204,year,25,κεἰς,
321,100251203,of,25,κα-,
322,100251207,and,25,καὶ,
323,100251208,idleness,25,ἀεργὸν,
324,100251211,Immediately,26,αἶψά,
325,100251212,should,26,κε,
326,100251213,rudder,26,πηδάλιον,
327,100251214,but,26,μὲν,
328,100251215,above,26,ὑπὲρ,
329,100251216,smoke,26,καπνοῦ,
330,100251217,place,26,καταθεῖο,
331,100251219,works,26,ἔργα,
332,100251220,oxen,26,βοῶν,
333,100251221,and,26,δ’,
334,100251222,perish,26,ἀπόλοιτο,
335,100251223,and,26,καὶ,
336,100251224,mules,26,ἡμιόνων,
337,100251225,toil-worn,26,ταλαεργῶν,
338,100251227,But,27,ἀλλὰ,
339,100251228,Zeus,27,Ζεὺς,
340,100251229,hid,27,ἔκρυψε,
341,100251230,having been angry,27,χολωσάμενος,
342,100251231,in,27,φρεσὶν,
343,100251232,his,27,ᾗσιν,
344,100251234,because,27,ὅττι,
345,100251235,him,27,μιν,
346,100251236,deceived,27,ἐξαπάτησε,
347,100251237,Prometheus,27,Προμηθεὺς,
348,100251238,crooked-minded,27,ἀγκυλομήτης,
349,100251240,Therefore,28,το-,
350,100251241,for this reason,28,τοὔνεκ’,
351,100251242,therefore,28,ἄρ’,
352,100251243,for men,28,ἀνθρώποισιν,
353,100251244,he devised,28,ἐμήσατο,
354,100251245,sorrows,28,κήδεα,
355,100251246,grievous,28,λυγρά,
356,100251249,And,29,δὲ,
357,100251248,concealed,29,κρύψε,
358,100251250,fire,29,πῦρ,
359,100251252,it,30,τὸ,
360,100251254,again,30,αὖτις,
361,100251256,son,30,πάις,
362,100251257,Iapetus,30,Ἰαπετοῖο,
363,100251258,stole,30,ἔκλεψ’,
364,100251259,men,30,ἀνθρώποισι,
365,100251260,Zeus,30,Διὸς,
366,100251261,from,30,πάρα,
367,100251262,counsels,30,μητιόεντος,
368,100251264,hollow,30,κοῒλῳ,
369,100251265,stalk,30,νάρθηκι,
370,100251266,escape,30,λαθὼν,
371,100251267,Zeus,30,Δία,
372,100251268,thunder,30,τερπικέραυνον,
373,100251271,But,31,δὲ,
374,100251275,Zeus,31,Ζεύς,
375,100251274,cloud-gatherer,31,νεφεληγερέτα,
376,100251273,spoke,31,προσέφη,
377,100251270,him,31,τὸν,
378,100251272,anger,31,χολωσάμενος,
379,100251277,Son,32,Ἰαπετιονίδη,
380,100251279,all,32,πάντων,
381,100251280,counsels,32,πέρι,
382,100251281,counsels,32,μήδεα,
383,100251282,knowing,32,εἰδώς,
384,100251284,rejoice,32,χαίρεις,
385,100251285,fire,32,πῦρ,
386,100251286,stolen,32,κλέψας,
387,100251287,and,32,καὶ,
388,100251288,my,32,ἐμὰς,
389,100251289,mind,32,φρένας,
390,100251290,deceived,32,ἠπεροπεύσας,
391,100251292,yourself,32,σοί,
392,100251293,and,32,τ’,
393,100251294,yourself,32,αὐτῷ,
394,100251295,great,32,μέγα,
395,100251296,calamity,32,πῆμα,
396,100251297,and,32,καὶ,
397,100251298,men,32,ἀνδράσιν,
398,100251299,to be,32,ἐσσομένοισιν,
399,100251301,these,33,τοῖς,
400,100251302,I,33,δ’,
401,100251303,will,33,ἐγὼ,
402,100251304,give,33,ἀντὶ,
403,100251305,evil,33,πυρὸς,
404,100251306,in,33,δώσω,
405,100251307,exchange,33,κακόν,
406,100251308,for,33,",",
407,100251309,grain,33,ᾧ,
408,100251310,so,33,κεν,
409,100251311,that,33,ἅπαντες,
410,100251312,all,33,τέρπωνται,
411,100251313,while,33,κατὰ,
412,100251314,devouring,33,θυμὸν,
413,100251315,this,33,ἑὸν,
414,100251316,evil,33,κακὸν,
415,100251317,may,33,ἀμφαγαπῶντες,
416,100251318,delight,33,.,
417,100251319,according,33,,
418,100251320,to,33,,
419,100251321,their,33,,
420,100251322,own,33,,
421,100251323,heart,33,,
422,100251319,Thus,34,ὣς,
423,100251320,spoke,34,ἔφατ’,
424,100251322,from,35,ἐκ,
425,100251323,And,35,δ’,
426,100251324,laughed,35,ἐγέλασσε,
427,100251325,father,35,πατὴρ,
428,100251326,of,35,ἀνδρῶν,
429,100251327,and,35,τε,
430,100251328,gods,35,θεῶν,
431,100251329,and,35,τε,
432,100251332,And,36,δ’,
433,100251331,Hephaestus,36,Ἥφαιστον,
434,100251333,commanded,36,ἐκέλευσε,
435,100251334,famous,36,περικλυτὸν,
436,100251339,to sow,36,φύρειν,
437,100251337,the earth,36,γαῖαν,
438,100251338,with water,36,ὕδει,
439,100251336,as quickly as possible,36,τάχιστα,
440,100251342,and,36,δ’,
441,100251344,to place,36,θέμεν,
442,100251341,in it,36,ἐν,
443,100251345,the voice,36,αὐδὴν,
444,100251346,and,36,καὶ,
445,100251347,strength,36,σθένος,
446,100251343,of men,36,ἀνθρώπου,
447,100251354,to put,36,ἐίσκειν,
448,100251352,into,36,εἰς,
449,100251353,the eyes,36,ὦπα,
450,100251349,of an immortal,36,ἀθανάτῃς,
451,100251351,goddess,36,θεῇς,
452,100251358,lovely,36,ἐπήρατον,
453,100251356,appearance,36,καλὸν,
454,100251355,of a maiden,36,παρθενικῆς,
455,100251360,But,37,αὐτὰρ,
456,100251361,Athena,37,Ἀθήνην,
457,100251363,to teach,37,διδασκῆσαι,
458,100251362,works,37,ἔργα,
459,100251365,intricate,37,πολυδαίδαλον,
460,100251366,web,37,ἱστὸν,
461,100251367,to weave,37,ὑφαίνειν,
462,100251369,And,38,καὶ,
463,100251370,may you wrap,38,χάριν,
464,100251371,wrap,38,ἀμφιχέαι,
465,100251372,around your head,38,κεφαλῇ,
466,100251373,golden,38,χρυσέην,
467,100251374,Aphrodite,38,Ἀφροδίτην,
468,100251375,and,38,καὶ,
469,100251376,desire,38,πόθον,
470,100251377,painful,38,ἀργαλέον,
471,100251378,and,38,καὶ,
472,100251379,limb-devouring,38,γυιοβόρους,
473,100251380,cares,38,μελεδώνας,
474,100251382,set,39,ἐν,
475,100251383,And,39,δὲ,
476,100251384,set,39,θέμεν,
477,100251385,dog-like,39,κύνεόν,
478,100251386,and,39,τε,
479,100251387,mind,39,νόον,
480,100251388,and,39,καὶ,
481,100251389,thieving,39,ἐπίκλοπον,
482,100251390,character,39,ἦθος,
483,100251391,Hermes,39,Ἑρμείην,
484,100251392,ordered,39,ἤνωγε,
485,100251394,Argus-slayer,39,διάκτορον,
486,100251395,Argus-slayer,39,Ἀργεϊφόντην,
487,100251397,So,40,ὣς,
488,100251398,spoke,40,ἔφαθ’,
489,100251400,they,41,οἳ,
490,100251401,And,41,δ’,
491,100251402,obeyed,41,ἐπίθοντο,
492,100251403,Zeus,41,Διὶ,
493,100251404,son,41,Κρονίωνι,
494,100251405,lord,41,ἄνακτι,
495,100251407,Immediately,42,αὐτίκα,
496,100251408,the,42,δ’,
497,100251409,from,42,ἐκ,
498,100251410,earth,42,γαίης,
499,100251411,fashioned,42,πλάσσεν,
500,100251412,renowned,42,κλυτὸς,
501,100251413,Amphigyeus,42,Ἀμφιγυήεις,
502,100251414,maiden,42,παρθένῳ,
503,100251415,reverence,42,αἰδοίῃ,
504,100251416,resembling,42,ἴκελον,
505,100251417,Cronus,42,Κρονίδεω,
506,100251418,counsel,42,διὰ,
507,100251419,son,42,βουλάς,
508,100251422,And,43,δὲ,
509,100251421,girded,43,ζῶσε,
510,100251423,and,43,καὶ,
511,100251424,adorned,43,κόσμησε,
512,100251425,her,43,θεὰ,
513,100251426,gray-eyed,43,γλαυκῶπις,
514,100251427,Athena,43,Ἀθήνη,
515,100251429,around,44,ἀμφὶ,
516,100251430,And,44,δέ,
517,100251431,them,44,οἱ,
518,100251432,the Charites,44,Χάριτές,
519,100251434,goddesses,44,θεαὶ,
520,100251433,and,44,τε,
521,100251435,and,44,καὶ,
522,100251436,Lady,44,πότνια,
523,100251437,Persuasion,44,Πειθὼ,
524,100251438,necklaces,44,ὅρμους,
525,100251439,golden,44,χρυσείους,
526,100251440,set,44,ἔθεσαν,
527,100251441,skin,44,χροΐ,
528,100251444,And,45,δὲ,
529,100251443,around,45,ἀμφὶ,
530,100251445,her,45,τήν,
531,100251447,Seasons,45,Ὧραι,
532,100251448,beautiful-haired,45,καλλίκομοι,
533,100251449,crown,45,στέφον,
534,100251445,her,45,τήν,
535,100251450,flowers,45,ἄνθεσιν,
536,100251451,spring,45,εἰαρινοῖσιν,
537,100251453,all,46,πάντα,
538,100251454,order,46,δέ,
539,100251455,her,46,οἱ,
540,100251456,skin,46,χροῒ,
541,100251457,order,46,κόσμον,
542,100251458,applied,46,ἐφήρμοσε,
543,100251459,She,46,Παλλὰς,
544,100251460,She,46,Ἀθήνη,
545,100251462,in,47,ἐν,
546,100251463,And,47,δ’,
547,100251464,And,47,ἄρα,
548,100251465,his,47,οἱ,
549,100251466,breasts,47,στήθεσσι,
550,100251467,Slayer,47,διάκτορος,
551,100251468,of Argus,47,Ἀργεϊφόντης,
552,100251469,lies,47,ψεύδεά,
553,100251470,and,47,θ’,
554,100251471,deceitful,47,αἱμυλίους,
555,100251472,and,47,τε,
556,100251473,words,47,λόγους,
557,100251474,and,47,καὶ,
558,100251475,treacherous,47,ἐπίκλοπον,
559,100251476,character,47,ἦθος,
560,100251477,fashioned,47,τεῦξε,
561,100251478,Zeus,47,Διὸς,
562,100251479,will,47,βουλῇσι,
563,100251480,deep-thundering,47,βαρυκτύπου,
564,100251483,And,48,δ’,
565,100251488,herald,48,κῆρυξ,
566,100251487,of the gods,48,θεῶν,
567,100251502,gave,48,ἐδώρησαν,
568,100251485,voice,48,φωνὴν,
569,100251490,named,48,ὀνόμηνε,
570,100251492,this,48,τήνδε,
571,100251493,woman,48,γυναῖκα,
572,100251494,Pandora,48,Πανδώρην,
573,100251496,because,48,ὅτι,
574,100251497,all,48,πάντες,
575,100251500,hold,48,ἔχοντες,
576,100251498,Olympian,48,Ὀλύμπια,
577,100251499,houses,48,δώματ’,
578,100251502,gave,48,ἐδώρησαν,
579,100251501,gifts,48,δῶρον,
580,100251504,calamity,48,πῆμ’,
581,100251505,men,48,ἀνδράσιν,
582,100251506,eat,48,ἀλφηστῇσιν,
583,100251508,But,49,αὐτὰρ,
584,100251509,when,49,ἐπεὶ,
585,100251510,trick,49,δόλον,
586,100251511,cruel,49,αἰπὺν,
587,100251512,unmanageable,49,ἀμήχανον,
588,100251513,accomplished,49,ἐξετέλεσσεν,
589,100251515,to,49,εἰς,
590,100251516,Epimetheus,49,Ἐπιμηθέα,
591,100251517,sent,49,πέμπε,
592,100251518,father,49,πατὴρ,
593,100251519,glorious,49,κλυτὸν,
594,100251520,Argiphontes,49,Ἀργεϊφόντην,
595,100251521,gift,49,δῶρον,
596,100251522,bearing,49,ἄγοντα,
597,100251524,of,49,θεῶν,
598,100251525,swift,49,ταχὺν,
599,100251526,messenger,49,ἄγγελον,
600,100251528,But,50,οὐ,
601,100251529,But,50,-δ’,
602,100251530,Epimetheus,50,Ἐπιμηθεὺς,
603,100251531,heed,50,ἐφράσαθ’,
604,100251533,that,50,ὥς,
605,100251534,him,50,οἱ,
606,100251535,given,50,ἔειπε,
607,100251536,Prometheus,50,Προμηθεὺς,
608,100251537,never,50,μή,
609,100251538,never,50,ποτε,
610,100251539,gift,50,δῶρον,
611,100251540,accept,50,δέξασθαι,
612,100251541,from,50,πὰρ,
613,100251542,Zeus,50,Ζηνὸς,
614,100251543,Olympian,50,Ὀλυμπίου,
615,100251545,rather,50,ἀλλ’,
616,100251546,send,50,ἀποπέμπειν,
617,100251547,away,50,ἐξοπίσω,
618,100251549,lest,50,μή,
619,100251550,some,50,πού,
620,100251551,some,50,τι,
621,100251552,evil,50,κακὸν,
622,100251553,mortals,50,θνητοῖσι,
623,100251554,befall,50,γένηται,
624,100251556,But,51,αὐτὰρ,
625,100251557,he,51,ὃ,
626,100251558,having received,51,δεξάμενος,
627,100251560,when,51,ὅτε,
628,100251561,indeed,51,δὴ,
629,100251562,evil,51,κακὸν,
630,100251563,held,51,εἶχ’,
631,100251565,perceived,51,ἐνόησεν,
632,100251569,For,52,γὰρ,
633,100251567,before,52,πρὶν,
634,100251568,this,52,μὲν,
635,100251573,tribes,52,φῦλ’,
636,100251574,of men,52,ἀνθρώπων,
637,100251570,lived,52,ζώεσκον,
638,100251571,on,52,ἐπὶ,
639,100251572,the earth,52,χθονὶ,
640,100251575,apart from,52,νόσφιν,
641,100251576,evil,52,ἄτερ,
642,100251577,and,52,τε,
643,100251580,apart from,52,ἄτερ,
644,100251585,grievous,52,ἀργαλέων,
645,100251582,toil,52,πόνοιο,
646,100251584,and,52,τ’,
647,100251585,grievous,52,ἀργαλέων,
648,100251583,diseases,52,νούσων,
649,100251587,which,52,αἵ,
650,100251591,bestowed,52,ἔδωκαν,
651,100251590,upon,52,Κῆρας,
652,100251589,men,52,ἀνδράσι,
653,100251593,quickly,53,αἶψα,
654,100251594,For,53,γὰρ,
655,100251595,in,53,ἐν,
656,100251596,wretchedness,53,κακότητι,
657,100251597,mortals,53,βροτοὶ,
658,100251598,age,53,καταγηράσκουσιν,
659,100251600,But,54,ἀλλὰ,
660,100251601,woman,54,γυνὴ,
661,100251602,your,54,χείρεσσι,
662,100251603,husband,54,πίθου,
663,100251604,great,54,μέγα,
664,100251605,lid,54,πῶμ’,
665,100251606,remove,54,ἀφελοῦσα,
666,100251607,scatter,54,ἐσκέδασ’,
667,100251609,men,55,ἀνθρώποισι,
668,100251610,And,55,δ’,
669,100251611,devised,55,ἐμήσατο,
670,100251612,sorrows,55,κήδεα,
671,100251613,grievous,55,λυγρά,
672,100251615,alone,56,μούνη,
673,100251616,But,56,δ’,
674,100251617,there,56,αὐτόθι,
675,100251618,Hope,56,Ἐλπὶς,
676,100251619,in,56,ἐν,
677,100251620,unbreakable,56,ἀρρήκτοισι,
678,100251621,houses,56,δόμοισιν,
679,100251622,inside,56,ἔνδον,
680,100251623,remained,56,ἔμιμνε,
681,100251624,jar,56,πίθου,
682,100251625,beneath,56,ὑπὸ,
683,100251626,lip,56,χείλεσιν,
684,100251628,not,56,οὐ,
685,100251629,did,56,-δὲ,
686,100251630,door,56,θύραζε,
687,100251631,flew,56,ἐξέπτη,
688,100251634,For,57,γὰρ,
689,100251633,before,57,πρόσθεν,
690,100251636,lid,57,πῶμα,
691,100251637,jar,57,πίθοιο,
692,100251638,taming,57,αἰγιόχου,
693,100251635,seized,57,ἐπέλλαβε,
694,100251639,counsels,57,βουλῇσι,
695,100251640,Zeus,57,Διὸς,
696,100251641,cloud-gatherer,57,νεφεληγερέταο,
697,100251643,But,58,ἄλλα,
698,100251645,countless,58,μυρία,
699,100251646,evils,58,λυγρὰ,
700,100251649,wander,58,ἀλάληται,
701,100251647,among,58,κατ’,
702,100251648,men,58,ἀνθρώπους,
703,100251653,For,59,γὰρ,
704,100251654,land,59,γαῖα,
705,100251651,full,59,πλείη,
706,100251655,evils,59,κακῶν,
707,100251657,full,59,πλείη,
708,100251659,sea,59,θάλασσα,
709,100251661,Diseases,60,νοῦσοι,
710,100251662,but,60,δ’,
711,100251663,men,60,ἀνθρώποισιν,
712,100251664,by,60,ἐφ’,
713,100251665,day,60,ἡμέρῃ,
714,100251667,others,60,αἳ,
715,100251668,and,60,δ’,
716,100251669,by,60,ἐπὶ,
717,100251670,night,60,νυκτὶ,
718,100251671,unseen,60,αὐτόματοι,
719,100251672,wander,60,φοιτῶσι,
720,100251673,harm,60,κακὰ,
721,100251674,mortals,60,θνητοῖσι,
722,100251675,bringing,60,φέρουσαι,
723,100251676,silent,60,σιγῇ,
724,100251678,since,60,ἐπεὶ,
725,100251679,voice,60,φωνὴν,
726,100251680,took away,60,ἐξείλετο,
727,100251681,crafty,60,μητίετα,
728,100251682,Zeus,60,Ζεύς,
729,100251684,Thus,61,οὕτως,
