Unnamed: 0,translation,notes,sent_id
10,"But she brought forth the other one, the elder, from dark Night; and the high-girdled son of Cronus placed her in the roots of the earth, where he dwells in the ether, and she is far better for men.","This sentence describes the creation of the second generation of women (the Bronze race) as opposed to the first (the Golden race), though the text here refers to the second generation's origin. The syntax employs a clear asyndetic structure in the final clause (omitting a conjunction before 'and she is far better'), creating a sharp contrast between the divine placement and the human benefit. The phrase 'υψιζυγος' (high-girdled) is a compound epithet typical of Hesiodic style, emphasizing Zeus's power and his position above the earth. The use of 'εν ριζησι' (in the roots) is a poetic metonymy for the deep earth or the underworld, contrasting with 'αιθερι ναιων' (dwelling in the ether), highlighting the vertical separation between the divine realm and the subterranean placement of this generation. The comparative 'αμεινω' (better) is used absolutely here, implying 'better for men' without an explicit comparative particle, a common feature in Greek where the context supplies the standard of comparison. The sentence structure juxtaposes the actions of Night (birth) and Zeus (placement) to establish the dual nature of this race: born from darkness but placed in the earth, yet ultimately beneficial to humanity.",10
11,"And yet, even though he was soft and tender, he nonetheless raised his hand to the work.","The sentence employs a concessive construction where the adverb περ ('even') strengthens the adjective ἀπάλαμον ('soft, tender, delicate'), contrasting the subject's physical fragility or inexperience with the determination to perform labor. The conjunction ἥτε (a variant of ἦτε) combined with the adverb ὁμῶς ('nevertheless') creates a clear adversative relationship. The phrase ἐπὶ ἔργον with the verb ἐγείρω ('to raise') is a specific idiomatic usage meaning to set one's hand to a task, signifying the commencement of labor. In the context of Hesiod's Works and Days, this likely alludes to the necessity of enduring toil despite one's natural disposition or lack of strength, a central theme of the poem.",11
12,"For if someone looks upon another's wealth and envies it, he is the one who hastens to gather it and to plant, and to establish a house well.","This sentence illustrates the agricultural wisdom central to Hesiod's didactic poetry, contrasting the destructive nature of envy with the constructive nature of hard work. The syntax features a conditional clause introduced by εἰς ἕτερον (towards another) which functions adverbially with the participle ἰδὼν (having seen). The main verb χατίζει (envies) takes the accusative plural πλούσιον (wealthy things/wealth) as its object, a common metonymic usage in Greek where the adjective stands for the noun it modifies. The relative clause οὗς (who) describes the envious man, yet ironically attributes to him the vigorous actions (σπεύδει: hastens) typically associated with the industrious farmer: gathering (ἁρμόμεναι), planting (φυτεύειν), and establishing a household (οἶκον τεθεῖναι). The sentence employs asyndeton in the list of infinitives (ἁρμόμεναι ἠδὲ φυτεύειν οἶκόν τε εὖ θεῖναι), connected by the enclitic particle τε after οἶκον and the coordinating conjunction ἠδέ (and), creating a rhythmic flow that emphasizes the manifold efforts of the character. The adverb εὖ (well) modifies the act of establishing the house, suggesting that true prosperity comes not from envy but from the proper, diligent ordering of one's own life.",12
13,And the neighbor envies the neighbor rushing to get wealth.,"This sentence features a striking chiasmus in the repetition of the word for 'neighbor' (γείτων), which emphasizes the competitive nature of the relationship between those living in close proximity. The particle combination δέ τε serves as a connective, often used in Hesiod to link clauses or emphasize the truth of the statement. The verb ζηλόω here carries the sense of 'to envy' or 'to be jealous of,' reflecting a common moral theme in Hesiodic poetry regarding the destructive nature of rivalry. The present participle σπεύδοντ' (rushing/striving) modifies the object γείτονα, indicating the action that provokes the envy. The preposition εἰς with the accusative ἄφενος (wealth/property) indicates direction or purpose ('rushing into wealth'). The sentence illustrates the ethical warning that proximity often breeds competition and resentment, particularly in the pursuit of material gain.",13
14,And this Strife is good for mortals.,"This sentence presents a pivotal paradox central to Hesiodic thought, redefining the concept of 'Eris' (Strife). While Greek culture typically viewed strife as purely negative, the poet distinguishes between two types: the harmful, destructive strife and this specific, beneficial 'Eris' that drives competition and industry. The demonstrative pronoun 'ἥδε' (this) is crucial, as it points specifically to the competitive urge that spurs a man to rival his neighbor in prosperity. The use of the dative plural 'βροτοῖσιν' (for mortals) indicates the indirect object of the adjective 'ἀγαθή' (good), emphasizing that this competitive spirit is a fundamental and necessary component of human existence and societal progress.",14
15,"And the potter is angry with the potter, and the carpenter with the carpenter, and the beggar with the beggar, and the bard with the bard.","This sentence employs a striking anaphoric structure, repeating the conjunction 'and' (καί) before each subject to create a rhythmic accumulation of examples. It utilizes chiasmus-like repetition within each clause, where the subject and object are identical nouns (potter-potter, carpenter-carpenter, etc.), emphasizing the universal nature of professional rivalry and envy. The syntax uses the dative case for the object of the verbs (ἐπὶ τινὶ or simply the dative of disadvantage), indicating the target of the emotion (anger/jealousy). The verb κοτέω (to be angry) and φθονέω (to envy) convey the competitive tension inherent in Hesiod's didactic advice on work and social relations, suggesting that one's peers are often the source of one's greatest friction.",15
16,"And you, Perses, lay up these things in your heart; and may ill-humored Strife not snatch your spirit from work, while you attend to the strife following the assembly.","The sentence employs a vocative address (Πέρση) to directly engage the addressee, establishing an intimate yet authoritative tone typical of Hesiodic didactic poetry. The verb ἐγκατατίθημι (lay up, deposit) with the dative of the heart (θυμῷ) signifies internalizing wisdom or instruction as a permanent possession. The second clause utilizes a negative optative (μὴ... ἐρυκῶι) expressing a wish or prayer that the personified figure of Strife (Ἔρις), qualified by the epithet κακοχάρτος (ill-humored or hateful of joy), not deprive the listener of their spirit/mind. The participle ὀπιπεύοντ (following, pursuing) describes Strife as actively chasing the assembly, while the participial phrase ἐπακούων ὄντα (being present/listening) depicts the addressee as an attentive observer of this conflict. The syntax creates a contrast between the internal stability of the heart and the external, disruptive presence of Strife. The phrase 'following the assembly' suggests the specific context of public disputes that arise in the civic sphere, warning against the distraction of such conflicts from one's labor (ἔργου).",16
17,"For the season of strife and of assemblies becomes short for him whose life is not laid up within, a well-ordered life, whom the earth bears, Demeter's shore.","The sentence employs a complex syntactic structure where the main clause ('the season... becomes short') is followed by a relative clause describing the person for whom this season is short. The phrase 'νηικέων τ' ἀγορέων τε' uses the enclitic conjunction 'τε' twice (in the pattern 'A τ' B τε') to create a balanced, rhythmic pairing of abstract concepts: 'strife' and 'assemblies' (public disputes or legal proceedings). The word 'επηετανός' (epētanós) is a rare, poetic adjective meaning 'well-ordered' or 'harmonious,' often associated with the orderly nature of a just life or household. The phrase 'Δημητέρος ἄκτην' (Demeter's shore) is a metonymic reference to the earth itself; in Hesiodic cosmology, the earth is the domain of Demeter, the goddess of agriculture, and the 'shore' metaphorically represents the boundary or extent of the earth that sustains human life. The syntax creates a chiasmic feel in the description of the person: the life is 'laid up within' (internal), yet the person is 'borne by the earth' (external), highlighting the tension between internal virtue and external existence.",17
18,"For he who, having been sated with quarrels and strife, increases his possessions on another's property.","This sentence illustrates the use of the perfect participle (κορεσσάμενος, 'having been sated') functioning as an adverbial modifier of time or cause, indicating the state of the subject prior to the main action. The construction ὀφέλλοις (future indicative of ὀφέλλω) with the particle κε (ἄν) suggests a gnomic or potential sense, often used in didactic poetry to describe a general truth or the inevitable consequence of a certain behavior. The phrase νείκεα καὶ δῆριν presents a hendiadys or close synonym pair, emphasizing the totality of conflict; νεῖκος often refers to verbal dispute or litigation, while δῆρις implies active contention or discord. The prepositional phrase ἐπ' ἀλλοτρίοις κτήμασ' ('on alien possessions') highlights the illicit nature of the action, contrasting the 'sated' state of the aggressor with the violation of others' property. Stylistically, the sentence employs asyndeton in the main clause structure to accelerate the narrative flow after the participial phrase, and the alliteration in κτήμασ' and ἀλλοτρίοις reinforces the connection between acquisition and foreignness.",18
19,"And for you, there will no longer be a second time to do things this way.","The sentence employs the future tense of the verb 'to be' (ἔσται) with an infinitive subject (ἐρδεῖν) to express a future possibility or state, a construction common in gnomic or prophetic statements. The adverb οὐκέτι (no longer) combined with the accusative neuter singular adjective δεύτερον (second) creates a strong negation of repetition. The phrase ὡδ' (in this way/thus) refers to a specific manner of action previously established in the context of the poem, likely alluding to the shift from the heroic age to the iron age or the consequences of injustice. The particle δὲ serves as a connective, linking this warning to the preceding advice. The syntax places emphasis on the irrevocability of the situation through the fronting of the dative pronoun σοί (to you) and the negation.",19
20,"But let us judge the strife here with straight judgments, those which are from Zeus and are the best.","The verb διακρινώμεθα is a present middle/passive imperative (or hortatory subjunctive, often functioning as a first-person plural imperative in Hesiod) meaning 'let us distinguish' or 'let us judge.' The phrase νεῖκος... δίκῃς creates a conceptual opposition between 'strife' (conflict) and 'judgment' (resolution). The adjective ἰθείῃσι (straight, just) modifies δίκῃς (judgments), emphasizing the moral rectitude required. The relative clause ἄ τ’ ἐκ Διός... describes these judgments as originating from Zeus, linking human justice to divine authority. The enclitic τε (τ’) after the relative pronoun ἄ connects the two predicates ἐκ Διός and ἄρισται, creating a balanced, emphatic structure that underscores the dual nature of these judgments as both divine in origin and superior in quality. The sentence reflects Hesiod's central theme of establishing justice (dike) as the antidote to strife (eris) through adherence to Zeus's will.",20
21,"For indeed we have already drawn our share, but by constantly seizing the many things and bringing them, you glorified the great, gift-devouring kings, who are unwilling to judge this justice.","The sentence employs a strong contrast between the honest labor of the speaker ('we have drawn our share') and the corrupt actions of the addressee ('you glorified... kings'). The participles αἱρπάζων (seizing) and κυδαίνων (glorifying) describe the manner in which the addressee acted, emphasizing the continuous and aggressive nature of their behavior. The term 'gift-devouring' (δωροφάγους) is a vivid compound adjective, a common feature in Hesiodic poetry to condemn rulers who accept bribes, literally meaning 'gift-eaters'. The relative clause οἳ τήνδε δίκην ἔθελουσι δικάσαι highlights the injustice of the situation: the kings who are praised for their greed are the very ones who refuse to dispense justice. The use of μέν... δέ (here implied by the contrast between the first clause and the second introduced by ἀλλά) structures the argument, contrasting the speaker's proper conduct with the addressee's corruption. The syntax uses a participle (αἱρπάζων) with an object (τὰ πολλά) to create a dynamic image of theft, while the main verb εἰσφέρεις (you bring) suggests the act of presenting these stolen goods to the kings as gifts.",21
22,"Fools, they do not know that half is more than the whole, nor how great a blessing it is to be in the soft mallow and the asphodel.","The sentence employs a direct address (νήπιοι, 'fools') to criticize the addressees' lack of wisdom regarding the value of a modest life. The phrase 'half is more than the whole' (ἡμίῦ παντός) is a paradoxical statement highlighting that a smaller, sufficient portion is superior to an unattainable or greedy entirety. The second clause contrasts the pursuit of material gain with the contentment found in simple, natural sustenance. The pairing of 'soft mallow' (μαλακὴ) and 'asphodel' (ἀσφοδέλω) refers to humble, wild plants, symbolizing a life of simplicity and self-sufficiency, which Hesiod elevates to the status of a 'great blessing' (μέγ' ὄνειαρ). The use of the enclitic particles -δ' (from δέ) creates a smooth connection between the two negative clauses, while the repetition of the comparative structure (οὐκ ἴσασι... οὐδέ) reinforces the comprehensive ignorance of the 'fools'. The sentence reflects Hesiod's didactic style, contrasting the foolish desire for excess with the virtuous acceptance of the 'half'.",22
23,"For having hidden it, the gods hold the life of men.","The sentence begins with a perfect active participle (κρυψαντες) agreeing with the subject θεοί, which provides the causal context for the main verb. The particle γάρ indicates that this statement explains a preceding idea, functioning as a causal connector. The verb ἔχουσι is in the present indicative, contrasting with the perfect participle to show a completed action (hiding) resulting in a current state (holding). The dative plural αὐτοῖς (αὐτοῖς) is used here as a dative of reference or advantage, indicating the life belongs to or is held on behalf of men. The structure employs a simple subject-verb-object order with the participle preceding the main clause for emphasis on the cause. There are no obvious literary devices such as chiasmus or asyndeton in this specific sentence, but the use of the participle creates a compact causal relationship typical of Hesiodic didactic poetry.",23
24,"For you could easily work even on a single day, so that you might keep a year of poverty and idleness.","The sentence illustrates Hesiod's didactic style, contrasting the ease of a single day's labor with the consequences of sustained idleness. The adverb ῥηιδίως (easily) is modified by καὶ (even), emphasizing that the work is minimal. The particle κεν (could) combined with the imperfect middle ἐργάσσαιο (you were working) creates a conditional sense, suggesting a hypothetical scenario. The result clause introduced by ὥστε (so that) with the infinitive ἔχειν (to have) and the participle ἐόντα (being) shows the outcome of the action. The phrase κα- κεἰς ἐνιαυτὸν (a year of poverty) uses the preposition ἐς (into) with the accusative to indicate the duration or extent of the state. The juxtaposition of ἐνιαυτὸν (year) and ἀεργὸν (idle) highlights the irony of a year spent without productive labor, a common theme in Hesiod's Works and Days, which emphasizes the importance of hard work and the dangers of laziness.",24
25,"Immediately you should place the rudder above the smoke, but let the works of the oxen and of the toil-worn mules perish.","The sentence employs a sharp chiasmus in its structure: the positive command to preserve the ship's rudder (πῆδαλιον) is contrasted with the negative wish for the loss of the land's agricultural implements and labor (ἔργα βοῶν... ημιόνων). This syntactic opposition mirrors the thematic contrast between seafaring and farming, two modes of livelihood Hesiod evaluates in the Works and Days. The particle 'μέν'... 'δέ' sets up this contrastive relationship. The adjective 'ταλαεργῶν' (toil-worn) is a compound epithet characteristic of Hesiodic diction, emphasizing the harshness of agricultural labor. The optative mood in 'καταθείηο' and 'ἀπόλοιτο' indicates a potential or recommended action within the context of a conditional or general instruction. The phrase 'above the smoke' is a vivid metaphor for storing the rudder high up, likely in a dry place, away from the damp and smoke of a hearth or workshop, signifying the abandonment of the ship.",25
26,"But Zeus, having been angry in his mind, hid them, because Prometheus the crooked-minded had deceived him.","The sentence employs a participial phrase (χολωσάμενος φρεσιὶν ἑαυτῷ) to provide the psychological motivation for the main action (ἔκρυψε). The use of the dative plural φρεσίν with the adjective ἑαυτῷ (here implied by context or understood as 'his own') refers to the seat of thought and emotion, a common Homeric and Hesiodic conception of the psyche. The relative clause introduced by οὗτι (here οὗτι) explains the cause of Zeus's anger. The epithet ἀγκυλομήτης ('crooked-minded' or 'cunning') is a characteristic compound adjective for Prometheus, highlighting his trickery and the specific nature of his deception. The sentence structure contrasts the divine authority of Zeus with the cunning of Prometheus, a central theme in Hesiod's etiology of human suffering.",26
27,"Therefore, for this reason, he devised grievous sorrows for men.","The sentence opens with the emphatic particle combination τοῦνεκα (from τὸ ἐνεκα), often translated as 'therefore' or 'on this account,' which links the statement to a preceding context, typically the myth of Pandora. The enclitic particle ἄρ' (from ἄρα) adds a sense of logical conclusion or narrative continuity, frequently found in Hesiodic hexameter to propel the story forward. The verb μηδόμᾰτο is in the imperfect indicative middle voice, third person singular, referring to Zeus; the middle voice here suggests he devised these sorrows for his own purposes or in his own capacity. The dative plural ἀνθρώποισιν (for men) indicates the indirect object, while κήδεα λυγρά (grievous sorrows) serves as the direct object. The adjective λυγρά is placed in enclitic position (λυγρά rather than λυγρά) to fit the metrical requirements of the dactylic hexameter, specifically creating a spondee in the final foot. This phrasing encapsulates the Hesiodic theme of human suffering as a divine punishment or a consequence of the loss of the Golden Age.",27
28,And he concealed the fire.,"The verb κρύψω (aorist imperative or indicative active) functions here as a narrative action, likely part of a sequence describing Prometheus's theft and concealment of fire. The enclitic particle δὲ (de) serves a connective function, linking this action to a preceding event, often translated as 'and' or 'but' depending on context. The noun πῦρ (fire) is neuter and appears in the accusative case as the direct object of the verb. The sentence structure is straightforward, with the verb preceding the object, a common word order in Ancient Greek for emphasis on the action. The use of the aorist tense indicates a completed action, fitting the mythological narrative of the hidden fire.",28
29,"But again, the son of noble Iapetus stole it back for men from Zeus of counsels, having hidden it in a hollow stalk, to escape Zeus the delight-bringer of thunder.","This sentence describes the myth of Prometheus stealing fire. The particle μεν (men) introduces a contrast with a following clause (usually τὸ δὲ), here implying 'on the one hand' or 'but'. The verb ἐκλεψ' (ekleps') is a contracted aorist form of κλέπτω, meaning 'to steal'. The phrase 'son of Iapetus' (παῖς Ἰαπετοῖο) is a standard epithet for Prometheus. The epithet μητιοέντος (metioentos) for Zeus, meaning 'of counsel' or 'crafty', highlights his wisdom and power, which Prometheus attempts to outwit. The verb λαθών (lathōn) is an aorist active participle of λανθάνω, meaning 'to escape notice' or 'to go unperceived'; it functions as a causal or circumstantial modifier explaining how the theft was accomplished. The term νάρθηκι (narthēki) refers to a fennel stalk, which was the specific vessel used to carry the stolen fire in Hesiodic tradition. The epithet τερπικέραυνον (terpikeranun), meaning 'delighting in thunder' or 'who delights with thunder', is a unique compound adjective applied to Zeus here, emphasizing his control over the sky's violent phenomena. The syntax uses a participle (λαθών) to subordinate the act of hiding to the main verb of stealing, creating a tight narrative flow.",29
30,"But Zeus, the cloud-gatherer, spoke to him in anger.","The sentence utilizes the epithet νεφεληγερέτα (nephēlegereta), a traditional Homeric and Hesiodic honorific for Zeus meaning 'cloud-gatherer' or 'cloud-collector,' which evokes the god's control over the weather and his capacity to summon storms as a manifestation of divine wrath. The participle χολωσαμένος (cholōsamenos), aorist middle/passive participle of χολόω (to be angry), is in the masculine nominative singular, agreeing with Zeus, and functions adverbially to describe the manner of his speech. The postpositive conjunction δέ (de) introduces a contrast or continuation of the narrative sequence, linking this utterance to the preceding context. The structure places the verb προσέφη (prosephē, 'he spoke to') at the end of the clause, a common feature in epic Greek that emphasizes the action while allowing the subject and its epithet to be fully established beforehand.",30
31,"Son of Iapetus, knowing all counsels, you rejoice in having stolen fire and having deceived my mind, both for yourself a great calamity and for men to be.","The sentence addresses Prometheus directly using the vocative 'Ιαπετιονιδη' (son of Iapetus). The participle 'ειδως' (knowing) agrees with the vocative and functions as an attribute, emphasizing Prometheus's wisdom. The verb 'χαιρεις' (you rejoice) is ironic, as it describes his pride in an act that ultimately brings him suffering. The sentence uses two aorist participles, 'κλεψας' (having stolen) and 'ηπεροπευσας' (having deceived), coordinated by 'και' to describe the actions leading to his joy. The final clause 'σοι τε αυτω μεγα πημα και ανδρασιν εσσομενοισιν' highlights the dual consequence of his actions: a great calamity for himself and for future generations of men. The use of 'εσσομενοισιν' (to be) suggests the enduring impact of his deed on humanity.",31
32,"To these, I will give evil in exchange for grain, so that all, while devouring this evil, may delight according to their own heart.","The sentence features a striking juxtaposition of 'grain' (πυρός), a staple of life and sustenance, with 'evil' (κακόν), creating a paradoxical exchange where the speaker offers destruction in return for sustenance. The verb ἀμφαγαπῶντες (devouring) is used in a metaphorical sense, describing the consumption of the 'evil' not merely as physical eating but as an act of internalizing destruction. The phrase 'κατὰ θυμὸν ἐόν' (according to their own heart) emphasizes the subjective and self-serving nature of the delight, suggesting that the wicked find satisfaction in their own ruin. The structure employs a relative clause introduced by ὅς (ὅν, though the form here is ὅς with a dative function in the context of the clause) to explain the purpose or result of the action. The use of the future tense (δώσω) contrasts with the present participle (ἀμφαγαπῶντες), highlighting the ongoing nature of the evil being consumed. The sentence reflects Hesiod's moral framework, where the consequences of injustice are portrayed as self-inflicted and paradoxically enjoyable to the wicked.",32
33,Thus he spoke.,"The adverb ὡς (hōs) functions here as a discourse marker meaning 'thus,' 'so,' or 'in this manner,' often used to introduce or conclude a speech in epic poetry. The verb ἔφατ' is the imperfect third-person singular of φημί (to say, speak), and the elided final epsilon indicates the form before the enclitic or pause. This phrase is a standard epic formula used to signal the end of a speech or a speaker's turn, emphasizing the completion of the utterance. The syntax is simple, with ὡς acting as an adverbial modifier to the predicate ἔφατ'. No explicit subject is stated, as it is inferred from the context of the preceding lines.",33
34,And from it the father of men and gods laughed.,"The sentence features the connective particle δὲ (δ') indicating a transition or continuation of the narrative. The verb γελάω (to laugh) is in the imperfect indicative, suggesting a continuous or habitual action in the past, though in narrative contexts it often denotes a single completed act of laughter. The subject πατήρ (father) is a common epithet for Zeus in Hesiodic and epic tradition, explicitly defined here by the genitive phrase ἀνδρῶν τε θεῶν τε (of men and of gods). The use of the enclitic τε...τε... construction creates a balanced pairing, emphasizing the universal scope of Zeus's dominion over both mortals and immortals. The preposition ἐκ (from) likely refers to a preceding context involving a vessel, a specific location, or a metaphorical source (such as a thought or a previous action), indicating the origin of the laughter.",34
