,greek_id,english_word,sent_id,greek_word,alignments,gloss
82,110146309,believe,6,πιστεύσωσιν,,
83,110146310,through,6,δι’,,
84,110146311,him,6,αὐτοῦ,,
85,110146313,not,7,οὐκ,,
86,110146314,was,7,ἦν,,
87,110146315,He,7,ἐκεῖνος,,
88,110146315,the,7,ἐκεῖνος,,
89,110146316,the,7,τὸ,,
90,110146317,light,7,φῶς,,
91,110146319,but,7,ἀλλ’,,
92,110146320,so,7,ἵνα,,
93,110146321,bear,7,μαρτυρήσῃ,,
94,110146322,concerning,7,περὶ,,
95,110146323,the,7,τοῦ,,
96,110146324,light,7,φωτός,,
97,110146326,was,8,ἦν,,
98,110146327,the,8,τὸ,,
99,110146328,light,8,φῶς,,
100,110146329,true,8,τὸ,,
101,110146330,true,8,ἀληθινόν,,
102,110146332,which,8,ὃ,,
103,110146333,gives,8,φωτίζει,,
104,110146334,every,8,πάντα,,
105,110146335,person,8,ἄνθρωπον,,
106,110146337,coming,8,ἐρχόμενον,,
107,110146338,into,8,εἰς,,
108,110146339,the,8,τὸν,,
109,110146340,world,8,κόσμον,,
110,110146345,was,9,ἦν,,
111,110146342,in,9,ἐν,,
112,110146343,the,9,τῷ,,
113,110146344,world,9,κόσμῳ,,
114,110146347,and,9,καὶ,,
115,110146348,the,9,ὁ,,
116,110146349,world,9,κόσμος,,
117,110146352,came,9,ἐγένετο,,
118,110146350,through,9,δι’,,
119,110146351,him,9,αὐτοῦ,,
120,110146354,and,9,καὶ,,
121,110146355,the,9,ὁ,,
122,110146356,world,9,κόσμος,,
123,110146358,did,9,οὐκ,,
124,110146359,know,9,ἔγνω,,
125,110146357,him,9,αὐτὸν,,
126,110146361,to,10,εἰς,,
127,110146362,his,10,τὰ,,
128,110146363,own,10,ἴδια,,
129,110146364,came,10,ἦλθεν,,
130,110146366,and,10,καὶ,,
131,110146367,his,10,οἱ,,
132,110146368,own,10,ἴδιοι,,
133,110146370,not,10,οὐ,,
134,110146371,receive,10,παρέλαβον,,
135,110146369,him,10,αὐτὸν,,
136,110146373,who,11,ὅσοι,,
137,110146374,But,11,δὲ,,
138,110146375,received,11,ἔλαβον,,
139,110146376,him,11,αὐτόν,,
140,110146378,gave,11,ἔδωκεν,,
141,110146379,to,11,αὐτοῖς,,
142,110146380,right,11,ἐξουσίαν,,
143,110146381,children,11,τέκνα,,
144,110146382,of God,11,θεοῦ,,
145,110146383,become,11,γενέσθαι,,
146,110146385,to,11,τοῖς,,
147,110146386,believe,11,πιστεύουσιν,,
148,110146387,in,11,εἰς,,
149,110146388,his,11,τὸ,,
150,110146389,name,11,ὄνομα,,
151,110146392,who,11,οἳ,,
152,110146409,born,11,ἐγεννήθησαν,,
153,110146393,not,11,οὐκ,,
154,110146394,of,11,ἐξ,,
155,110146395,bloods,11,αἱμάτων,,
156,110146396,nor,11,οὐ,,
157,110146398,of,11,ἐκ,,
158,110146399,will,11,θελήματος,,
159,110146400,flesh,11,σαρκὸς,,
160,110146401,nor,11,οὐ,,
161,110146403,of,11,ἐκ,,
162,110146404,will,11,θελήματος,,
163,110146405,man,11,ἀνδρὸς,,
164,110146406,but,11,ἀλλ’,,
165,110146407,of,11,ἐκ,,
166,110146408,God,11,θεοῦ,,
167,110146411,And,12,καὶ,,
168,110146412,the,12,ὁ,,
169,110146413,Word,12,λόγος,,
170,110146414,flesh,12,σὰρξ,,
171,110146415,became,12,ἐγένετο,,
172,110146416,and,12,καὶ,,
173,110146417,dwelt,12,ἐσκήνωσεν,,
174,110146418,among,12,ἐν,,
175,110146419,us,12,ἡμῖν,,
176,110146421,and,12,καὶ,,
177,110146422,have beheld,12,ἐθεασάμεθα,,
178,110146425,his,12,αὐτοῦ,,
179,110146423,glory,12,τὴν,,
180,110146427,glory,12,δόξαν,,
181,110146428,as,12,ὡς,,
182,110146429,unique,12,μονογενοῦς,,
183,110146430,from,12,παρὰ,,
184,110146431,a,12,πατρός,,
185,110146433,full,12,πλήρης,,
186,110146434,of,12,χάριτος,,
187,110146435,and,12,καὶ,,
188,110146436,truth,12,ἀληθείας,,
189,110146438,John,13,Ἰωάννης,,
190,110146439,testifies,13,μαρτυρεῖ,,
191,110146440,about,13,περὶ,,
192,110146441,himself,13,αὐτοῦ,,
193,110146442,and,13,καὶ,,
194,110146443,has cried out,13,κέκραγεν,,
195,110146444,saying,13,λέγων,,
196,110146446,This,14,οὗτος,,
197,110146447,is,14,ἦν,,
198,110146448,what,14,ὃν,,
199,110146449,said,14,εἶπον,,
200,110146451,He,15,ὁ,,
201,110146452,who,15,ὀπίσω,,
202,110146453,comes,15,μου,,
203,110146454,after,15,ἐρχόμενος,,
204,110146455,me,15,ἔμπροσθέν,,
205,110146456,has,15,μου,,
206,110146457,become,15,γέγονεν,,
207,110146458,before,15,",",,
208,110146459,me,15,ὅτι,,
209,110146460,because,15,πρῶτός,,
210,110146461,he,15,μου,,
211,110146462,was,15,ἦν,,
212,110146463,first,15,.,,
213,110146464,because,16,ὅτι,,
214,110146465,from,16,ἐκ,,
215,110146468,his,16,αὐτοῦ,,
216,110146467,fullness,16,πληρώματος,,
217,110146469,we,16,ἡμεῖς,,
218,110146470,all,16,πάντες,,
219,110146471,received,16,ἐλάβομεν,,
220,110146473,and,16,καὶ,,
221,110146474,grace,16,χάριν,,
222,110146475,upon,16,ἀντὶ,,
223,110146476,grace,16,χάριτος,,
224,110146478,For,17,ὅτι,,
225,110146479,the,17,ὁ,,
226,110146480,law,17,νόμος,,
227,110146483,was given,17,ἐδόθη,,
228,110146481,through,17,διὰ,,
229,110146482,Moses,17,Μωϋσέως,,
230,110146485,grace,17,ἡ,,
231,110146486,grace,17,χάρις,,
232,110146487,and,17,καὶ,,
233,110146488,the,17,ἡ,,
234,110146489,truth,17,ἀλήθεια,,
235,110146490,through,17,διὰ,,
236,110146491,Jesus,17,Ἰησοῦ,,
237,110146492,Christ,17,Χριστοῦ,,
238,110146493,came,17,ἐγένετο,,
239,110146496,No,18,οὐδεὶς,,
240,110146496,one,18,οὐδεὶς,,
241,110146497,has,18,ἑώρακεν,,
242,110146497,seen,18,ἑώρακεν,,
243,110146498,ever,18,πώποτε,,
244,110146495,God,18,θεὸν,,
245,110146500,The,19,ὁ,,
246,110146501,only-begotten,19,μονογενὴς,,
247,110146502,Son,19,υἱὸς,,
248,110146504,is,19,ὢν,,
249,110146505,in,19,εἰς,,
250,110146506,the,19,τὸν,,
251,110146507,bosom,19,κόλπον,,
252,110146508,of,19,τοῦ,,
253,110146509,the,19,πατρός,,
254,110146511,he,19,ἐκεῖνος,,
255,110146512,made,19,ἐξηγήσατο,,
256,110146503,him,19,ὁ,,
257,110146508,known,19,τοῦ,,
258,110146514,And,20,καὶ,,
259,110146515,this,20,αὕτη,,
260,110146516,is,20,ἐστὶν,,
261,110146517,the,20,ἡ,,
262,110146518,testimony,20,μαρτυρία,,
263,110146519,of,20,τοῦ,,
264,110146520,John,20,Ἰωάννου,,
265,110146522,when,20,ὅτε,,
266,110146524,the,20,οἱ,,
267,110146525,Jews,20,Ἰουδαῖοι,,
268,110146523,sent,20,ἀπέστειλαν,,
269,110146528,priests,20,ἱερεῖς,,
270,110146529,and,20,καὶ,,
271,110146530,Levites,20,Λευείτας,,
272,110146526,from,20,ἐξ,,
273,110146527,Jerusalem,20,Ἱεροσολύμων,,
274,110146531,to,20,ἵνα,,
275,110146532,ask,20,ἐρωτήσωσιν,,
276,110146533,him,20,αὐτόν,,
277,110146535,you,21,σὺ,,
278,110146536,he,21,τίς,,
279,110146537,Are,21,εἶ,,
280,110146539,And,22,καὶ,,
281,110146540,confessed,22,ὡμολόγησεν,,
282,110146541,did,22,καὶ,,
283,110146542,not,22,οὐκ,,
284,110146543,deny,22,ἠρνήσατο,,
285,110146545,but,22,καὶ,,
286,110146546,he confessed,22,ὡμολόγησεν,,
287,110146547,that,22,ὅτι,,
288,110146548,I,22,ἐγὼ,,
289,110146549,am,22,οὐκ,,
290,110146550,not,22,εἰμὶ,,
291,110146551,the,22,ὁ,,
292,110146552,Christ,22,Χριστός,,
293,110146554,And,23,καὶ,,
294,110146555,asked,23,ἠρώτησαν,,
295,110146556,him,23,αὐτόν,,
296,110146558,What,24,τί,,
297,110146559,then,24,οὖν,,
298,110146561,Elijah,25,Ἡλείας,,
299,110146562,Is,25,εἶ,,
300,110146564,says,26,λέγει,,
301,110146566,not,27,οὐκ,,
302,110146567,am,27,εἰμί,,
303,110146571,Are,28,εἶ,,
304,110146572,you,28,σύ,,
305,110146569,the,28,ὁ,,
306,110146570,prophet,28,προφήτης,,
307,110146574,And,29,καὶ,,
308,110146575,answered,29,ἀπεκρίθη,,
309,110146577,Not,30,οὔ,,
310,110146579,said,31,εἶπαν,,
311,110146580,So,31,οὖν,,
312,110146581,him,31,αὐτῷ,,
313,110146583,Who,32,τίς,,
314,110146584,is,32,εἶ,,
315,110146586,in order that,33,ἵνα,,
316,110146587,an answer,33,ἀπόκρισιν,,
317,110146588,we may give,33,δῶμεν,,
318,110146589,to those,33,τοῖς,,
319,110146590,who sent,33,πέμψασιν,,
320,110146591,us,33,ἡμᾶς,,
321,110146593,What,34,τί,,
322,110146594,say,34,λέγεις,,
323,110146595,about,34,περὶ,,
324,110146596,yourself,34,σεαυτοῦ,,
325,110146598,said,35,ἔφη,,
326,110146600,I,36,ἐγὼ,,
327,110146601,voice,36,φωνὴ,,
328,110146602,crying,36,βοῶντος,,
329,110146603,in,36,ἐν,,
330,110146604,the,36,τῇ,,
331,110146605,wilderness,36,ἐρήμῳ,,
332,110146607,Make,37,εὐθύνατε,,
333,110146608,straight,37,τὴν,,
334,110146609,the,37,ὁδὸν,,
335,110146610,way,37,κυρίου,,
336,110146611,of,37,",",,
337,110146612,the,37,καθὼς,,
338,110146613,Lord,37,εἶπεν,,
339,110146614,just,37,Ἠσαΐας,,
340,110146615,as,37,ὁ,,
341,110146616,the,37,προφήτης,,
342,110146617,prophet,37,.,,
343,110146618,Isaiah,37,,,
344,110146619,said,37,,,
345,110146618,And,38,καὶ,,
346,110146619,had been sent,38,ἀπεσταλμένοι,,
347,110146620,they,38,ἦσαν,,
348,110146621,from,38,ἐκ,,
349,110146622,the,38,τῶν,,
350,110146623,Pharisees,38,Φαρισαίων,,
351,110146625,And,39,καὶ,,
352,110146626,questioned,39,ἠρώτησαν,,
353,110146627,him,39,αὐτὸν,,
354,110146628,and,39,καὶ,,
355,110146629,said,39,εἶπαν,,
356,110146630,to,39,αὐτῷ,,
357,110146632,Why,40,τί,,
358,110146633,then,40,οὖν,,
359,110146634,baptizing,40,βαπτίζεις,,
360,110146636,if,40,εἰ,,
361,110146637,you,40,σὺ,,
362,110146639,are,40,εἶ,,
363,110146638,not,40,οὐκ,,
364,110146640,the,40,ὁ,,
365,110146641,Christ,40,Χριστὸς,,
366,110146642,nor,40,οὐ,,
367,110146644,Elijah,40,Ἡλείας,,
368,110146643,nor,40,-δὲ,,
369,110146645,nor,40,οὐ,,
370,110146647,the,40,ὁ,,
371,110146648,prophet,40,προφήτης,,
372,110146650,answered,41,ἀπεκρίθη,,
373,110146651,them,41,αὐτοῖς,,
374,110146652,John,41,ὁ,,
375,110146653,John,41,Ἰωάννης,,
376,110146654,saying,41,λέγων,,
377,110146656,I,42,ἐγὼ,,
378,110146657,baptize,42,βαπτίζω,,
379,110146658,in,42,ἐν,,
380,110146659,water,42,ὕδατι,,
381,110146661,In,43,μέσος,,
382,110146662,your,43,ὑμῶν,,
383,110146661,midst,43,μέσος,,
384,110146663,stands,43,στήκει,,
385,110146665,one,43,ὃν,,
386,110146665,whom,43,ὃν,,
387,110146666,you,43,ὑμεῖς,,
388,110146667,do,43,οὐκ,,
389,110146667,not,43,οὐκ,,
390,110146668,know,43,οἴδατε,,
391,110146670,the,43,ὁ,,
392,110146670,one,43,ὁ,,
393,110146671,who,43,ὀπίσω,,
394,110146671,comes,43,ὀπίσω,,
395,110146671,after,43,ὀπίσω,,
396,110146672,me,43,μου,,
397,110146675,whose,43,οὗ,,
398,110146677,am,43,εἰμὶ,,
399,110146678,I,43,ἐγὼ,,
400,110146679,not,43,ἄξιος,,
401,110146679,worthy,43,ἄξιος,,
402,110146680,to,43,ἵνα,,
403,110146681,untie,43,λύσω,,
404,110146682,his,43,αὐτοῦ,,
405,110146683,sandal,43,τὸν,,
406,110146684,strap,43,ἱμάντα,,
407,110146685,of,43,τοῦ,,
408,110146686,the,43,ὑποδήματος,,
409,110146686,shoe,43,ὑποδήματος,,
410,110146688,These,44,ταῦτα,,
411,110146688,things,44,ταῦτα,,
412,110146691,happened,44,ἐγένετο,,
413,110146689,in,44,ἐν,,
414,110146690,Bethany,44,Βηθανίᾳ,,
415,110146692,beyond,44,πέραν,,
416,110146693,the,44,τοῦ,,
417,110146694,Jordan,44,Ἰορδάνου,,
418,110146696,where,44,ὅπου,,
419,110146699,John,44,Ἰωάννης,,
420,110146697,was,44,ἦν,,
421,110146700,baptizing,44,βαπτίζων,,
422,110146702,the,45,τῇ,,
423,110146703,day,45,ἐπαύριον,,
424,110146704,saw,45,βλέπει,,
425,110146705,Jesus,45,τὸν,,
426,110146706,Jesus,45,Ἰησοῦν,,
427,110146707,coming,45,ἐρχόμενον,,
428,110146708,toward,45,πρὸς,,
429,110146709,him,45,αὐτόν,,
430,110146711,and,45,καὶ,,
431,110146712,said,45,λέγει,,
432,110146714,Behold,46,ἴδε,,
433,110146715,the,46,ὁ,,
434,110146716,Lamb,46,ἀμνὸς,,
435,110146717,of,46,τοῦ,,
436,110146718,God,46,θεοῦ,,
437,110146719,who,46,ὁ,,
438,110146720,takes,46,αἴρων,,
439,110146721,away,46,τὴν,,
440,110146722,the,46,ἁμαρτίαν,,
441,110146723,sin,46,τοῦ,,
442,110146724,of,46,κόσμου,,
443,110146725,the,46,.,,
444,110146725,world,46,.,,
445,110146726,This,47,οὗτός,,
446,110146727,is,47,ἐστιν,,
447,110146728,for,47,ὑπὲρ,,
448,110146729,whom,47,οὗ,,
449,110146730,I,47,ἐγὼ,,
450,110146731,said,47,εἶπον,,
451,110146736,A,48,ἀνὴρ,,
452,110146736,man,48,ἀνὴρ,,
453,110146735,is coming,48,ἔρχεται,,
454,110146733,after,48,ὀπίσω,,
455,110146734,me,48,μου,,
456,110146737,who,48,ὃς,,
457,110146740,has become,48,γέγονεν,,
458,110146738,before,48,ἔμπροσθέν,,
459,110146739,me,48,μου,,
460,110146742,because,48,ὅτι,,
461,110146743,he,48,πρῶτός,,
462,110146744,was,48,μου,,
463,110146745,before,48,ἦν,,
464,110146744,me,48,μου,,
465,110146747,I,49,κα-,,
466,110146748,did,49,κἀγὼ,,
467,110146749,not,49,οὐκ,,
468,110146750,know,49,ᾔδειν,,
469,110146751,him,49,αὐτόν,,
470,110146753,but,49,ἀλλ’,,
471,110146754,in order that,49,ἵνα,,
472,110146755,he might be revealed,49,φανερωθῇ,,
473,110146757,to Israel,49,Ἰσραήλ,,
474,110146759,for,49,διὰ,,
475,110146760,this reason,49,τοῦτο,,
476,110146761,I,49,ἦλθον,,
477,110146762,came,49,ἐγὼ,,
478,110146765,baptizing,49,βαπτίζων,,
479,110146763,in,49,ἐν,,
480,110146764,water,49,ὕδατι,,
481,110146767,And,50,καὶ,,
482,110146768,bore witness,50,ἐμαρτύρησεν,,
483,110146769,John,50,Ἰωάννης,,
484,110146770,saying,50,λέγων,,
485,110146771,',50,ὅτι,,
486,110146772,I have seen,50,τεθέαμαι,,
487,110146773,the,50,τὸ,,
488,110146774,Spirit,50,πνεῦμα,,
489,110146775,descending,50,καταβαῖνον,,
490,110146776,like,50,ὡς,,
491,110146777,a dove,50,περιστερὰν,,
492,110146778,from,50,ἐξ,,
493,110146779,heaven,50,οὐρανοῦ,,
494,110146781,and,50,καὶ,,
495,110146782,it remained,50,ἔμεινεν,,
496,110146783,upon,50,ἐπ’,,
497,110146784,him,50,αὐτόν,,
498,110146786,And,51,κα-,,
499,110146787,I,51,κἀγὼ,,
500,110146788,not,51,οὐκ,,
501,110146789,did,51,ᾔδειν,,
502,110146789,know,51,ᾔδειν,,
503,110146790,him,51,αὐτόν,,
504,110146792,but,51,ἀλλ’,,
505,110146793,he,51,ὁ,,
506,110146793,who,51,ὁ,,
507,110146794,sent,51,πέμψας,,
508,110146795,me,51,με,,
509,110146796,to,51,βαπτίζειν,,
510,110146796,baptize,51,βαπτίζειν,,
511,110146797,in,51,ἐν,,
512,110146798,water,51,ὕδατι,,
513,110146800,he,51,ἐκεῖνός,,
514,110146802,said,51,εἶπεν,,
515,110146801,to,51,μοι,,
516,110146801,me,51,μοι,,
517,110146804,upon,52,ἐφ’,,
518,110146805,whom,52,ὃν,,
519,110146807,see,52,ἴδῃς,,
520,110146808,the,52,τὸ,,
521,110146809,Spirit,52,πνεῦμα,,
522,110146810,descending,52,καταβαῖνον,,
523,110146811,and,52,καὶ,,
524,110146812,remaining,52,μένον,,
525,110146813,upon,52,ἐπ’,,
526,110146814,him,52,αὐτόν,,
527,110146816,this,52,οὗτός,,
528,110146817,is,52,ἐστιν,,
529,110146818,he,52,ὁ,,
530,110146819,who,52,βαπτίζων,,
531,110146820,baptizes,52,ἐν,,
532,110146821,Spirit,52,πνεύματι,,
533,110146822,Holy,52,ἁγίῳ,,
534,110146824,And,53,κα-,,
535,110146825,I,53,κἀγὼ,,
536,110146826,have seen,53,ἑώρακα,,
537,110146828,and,53,καὶ,,
538,110146829,have testified,53,μεμαρτύρηκα,,
539,110146830,that,53,ὅτι,,
540,110146831,this,53,οὗτός,,
541,110146832,is,53,ἐστιν,,
542,110146833,the,53,ὁ,,
543,110146834,Son,53,υἱὸς,,
544,110146835,of,53,τοῦ,,
545,110146836,God,53,θεοῦ,,
546,110146839,On,54,ἐπαύριον,,
547,110146839,the,54,ἐπαύριον,,
548,110146839,next,54,ἐπαύριον,,
549,110146839,day,54,ἐπαύριον,,
550,110146840,again,54,πάλιν,,
551,110146843,John,54,Ἰωάννης,,
552,110146841,was,54,εἱστήκει,,
553,110146841,standing,54,εἱστήκει,,
554,110146844,and,54,καὶ,,
555,110146845,from,54,ἐκ,,
556,110146846,his,54,τῶν,,
557,110146847,disciples,54,μαθητῶν,,
558,110146849,two,54,δύο,,
559,110146851,and,54,καὶ,,
560,110146852,having,54,ἐμβλέψας,,
561,110146852,looked,54,ἐμβλέψας,,
562,110146854,Jesus,54,Ἰησοῦ,,
563,110146855,walking,54,περιπατοῦντι,,
564,110146856,he,54,λέγει,,
565,110146856,said,54,λέγει,,
566,110146858,Behold,55,ἴδε,,
567,110146859,the,55,ὁ,,
568,110146860,Lamb,55,ἀμνὸς,,
569,110146861,of,55,τοῦ,,
570,110146862,God,55,θεοῦ,,
571,110146864,heard,56,ἤκουσαν,,
572,110146865,The,56,οἱ,,
573,110146866,two,56,δύο,,
574,110146867,disciples,56,μαθηταὶ,,
575,110146868,him,56,αὐτοῦ,,
576,110146869,speaking,56,λαλοῦντος,,
577,110146871,and,56,καὶ,,
578,110146872,followed,56,ἠκολούθησαν,,
579,110146873,Jesus,56,τῷ,,
580,110146876,Turning,57,στραφεὶς,,
581,110146877,,57,ὁ,,
582,110146878,Jesus,57,Ἰησοῦς,,
583,110146879,,57,καὶ,,
584,110146880,having seen,57,θεασάμενος,,
585,110146881,them,57,αὐτοὺς,,
586,110146882,following,57,ἀκολουθοῦντας,,
587,110146883,said,57,λέγει,,
588,110146884,to,57,αὐτοῖς,,
589,110146886,What,58,τί,,
590,110146887,are seeking,58,ζητεῖτε,,
591,110146889,they,59,οἱ,,
592,110146890,But,59,δὲ,,
593,110146891,said,59,εἶπαν,,
594,110146892,him,59,αὐτῷ,,
595,110146894,Rabbi,60,ῥαββεί,,
596,110146896,which,60,ὃ,,
597,110146897,translated,60,λέγεται,,
598,110146898,as,60,ἑρμηνευόμενον,,
599,110146899,Teacher,60,διδάσκαλε,,
600,110146901,where,60,ποῦ,,
601,110146902,staying,60,μένεις,,
602,110146904,says,61,λέγει,,
603,110146905,them,61,αὐτοῖς,,
604,110146907,Come,62,ἔρχεσθε,,
605,110146908,and,62,καὶ,,
606,110146909,you will see,62,ὄψεσθε,,
607,110146912,So,63,οὖν,,
608,110146911,they came,63,ἦλθαν,,
609,110146913,and,63,καὶ,,
610,110146914,saw,63,εἶδαν,,
611,110146915,where,63,ποῦ,,
612,110146916,was staying,63,μένει,,
613,110146918,and,63,καὶ,,
614,110146919,with,63,παρ’,,
615,110146920,him,63,αὐτῷ,,
616,110146921,stayed,63,ἔμειναν,,
617,110146922,day,63,τὴν,,
618,110146923,day,63,ἡμέραν,,
619,110146924,that,63,ἐκείνην,,
620,110146926,hour,64,ὥρα,,
621,110146927,was,64,ἦν,,
622,110146928,the,64,ὡς,,
623,110146929,tenth,64,δεκάτη,,
624,110146932,Andrew,65,Ἀνδρέας,,
625,110146933,the,65,ὁ,,
626,110146934,brother,65,ἀδελφὸς,,
627,110146935,of,65,Σίμωνος,,
628,110146936,Simon,65,Πέτρου,,
629,110146936,Peter,65,Πέτρου,,
630,110146931,was,65,ἦν,,
631,110146937,one,65,εἷς,,
632,110146938,of,65,ἐκ,,
633,110146939,the,65,τῶν,,
634,110146940,two,65,δύο,,
635,110146942,who,65,ἀκουσάντων,,
636,110146942,had,65,ἀκουσάντων,,
637,110146943,heard,65,παρὰ,,
638,110146938,from,65,ἐκ,,
639,110146944,John,65,Ἰωάννου,,
640,110146945,and,65,καὶ,,
641,110146946,had,65,ἀκολουθησάντων,,
642,110146946,followed,65,ἀκολουθησάντων,,
643,110146947,him,65,αὐτῷ,,
644,110146949,found,66,εὑρίσκει,,
645,110146950,He,66,οὗτος,,
646,110146951,first,66,πρῶτος,,
647,110146952,his,66,τὸν,,
648,110146953,brother,66,ἀδελφὸν,,
649,110146955,own,66,ἴδιον,,
650,110146956,Simon,66,Σίμωνα,,
651,110146957,and,66,καὶ,,
652,110146958,said,66,λέγει,,
653,110146959,to him,66,αὐτῷ,,
654,110146961,We have found,67,εὑρήκαμεν,,
655,110146962,the,67,τὸν,,
656,110146963,Messiah,67,Μεσσίαν,,
657,110146965,which,67,ὅ,,
658,110146966,is,67,ἐστιν,,
659,110146967,translated,67,μεθερμηνευόμενον,,
660,110146968,Christ,67,Χριστός,,
661,110146970,brought,68,ἤγαγεν,,
662,110146971,him,68,αὐτὸν,,
663,110146972,to,68,πρὸς,,
664,110146973,Jesus,68,τὸν,,
665,110146974,Jesus,68,Ἰησοῦν,,
666,110146976,looking,69,ἐμβλέψας,,
667,110146977,him,69,αὐτῷ,,
668,110146978,Jesus,69,ὁ,,
669,110146979,Jesus,69,Ἰησοῦς,,
670,110146980,said,69,εἶπεν,,
671,110146982,You,70,σὺ,,
672,110146983,are,70,εἶ,,
673,110146984,Simon,70,Σίμων,,
674,110146985,son,70,ὁ,,
675,110146986,son,70,υἱὸς,,
676,110146987,John,70,Ἰωάννου,,
677,110146989,you,70,σὺ,,
678,110146990,called,70,κληθήσῃ,,
679,110146991,Cephas,70,Κηφᾶς,,
680,110146993,which,70,ὃ,,
681,110146994,translated,70,ἑρμηνεύεται,,
682,110146995,Peter,70,Πέτρος,,
683,110146998,On,71,ἐπαύριον,,
684,110146998,the,71,ἐπαύριον,,
685,110146998,next,71,ἐπαύριον,,
686,110146998,day,71,ἐπαύριον,,
687,110146999,he,71,ἠθέλησεν,,
688,110146999,wished,71,ἠθέλησεν,,
689,110147000,to,71,ἐξελθεῖν,,
690,110147000,go,71,ἐξελθεῖν,,
691,110147000,out,71,ἐξελθεῖν,,
692,110147001,into,71,εἰς,,
693,110147002,Galilee,71,τὴν,,
694,110147003,Galilee,71,Γαλιλαίαν,,
695,110147005,and,71,καὶ,,
696,110147005,he,71,καὶ,,
697,110147006,found,71,εὑρίσκει,,
698,110147007,Philip,71,Φίλιππον,,
699,110147009,And,72,καὶ,,
700,110147010,said,72,λέγει,,
701,110147011,to him,72,αὐτῷ,,
702,110147012,Jesus,72,ὁ,,
703,110147013,Jesus,72,Ἰησοῦς,,
704,110147015,Follow,72,ἀκολούθει,,
705,110147016,me,72,μοι,,
706,110147018,was,73,ἦν,,
707,110147019,Now,73,δὲ,,
708,110147020,Philip,73,ὁ,,
709,110147021,Philip,73,Φίλιππος,,
710,110147022,from,73,ἀπὸ,,
711,110147023,Bethsaida,73,Βηθσαϊδά,,
712,110147025,from,73,ἐκ,,
713,110147026,city,73,τῆς,,
714,110147027,city,73,πόλεως,,
715,110147028,Andrew,73,Ἀνδρέου,,
716,110147029,and,73,καὶ,,
717,110147030,Peter,73,Πέτρου,,
718,110147032,finds,74,εὑρίσκει,,
719,110147033,Philip,74,Φίλιππος,,
720,110147034,Nathanael,74,τὸν,,
