,translation,notes,sent_id
493,"Moses has given you the circumcision, not because it is from Moses, but from the fathers; and on the Sabbath you circumcise a man.","This sentence presents a theological argument regarding the origin of the practice of circumcision. The speaker clarifies that while the command is attributed to Moses in the Mosaic Law, its true origin predates Moses, deriving instead from the patriarchs (Abraham, Isaac, and Jacob). This distinction is crucial for the subsequent argument in the surrounding context, which questions the consistency of the audience's behavior: they are willing to perform a work of the law (circumcision) on the Sabbath, a day traditionally marked by rest, thereby implying that the Sabbath law is not absolute when it comes to fulfilling the law of circumcision. Stylistically, the sentence employs a chiasmic structure in the first clause ('not from Moses... but from the fathers') to sharply contrast the two sources of authority. The use of the perfect tense 'δέδωκεν' (has given) emphasizes the enduring and established nature of the Mosaic institution, while the present tense 'περιτέμνετε' (you circumcise) highlights a habitual, ongoing practice. The conjunction 'καί' (and) connects the explanation of the origin to the specific instance of Sabbath violation, linking the theological justification to the practical observation.",493
494,"If a man receives circumcision on a Sabbath so that the law of Moses may not be broken, are you angry with me because I made a whole man well on a Sabbath?","This sentence employs a rhetorical question structure (indicated by the final question mark) to challenge the listener's logic through an argument from the lesser to the greater (a fortiori). The first clause establishes a legal precedent: circumcision, which involves a small part of the body, is permitted on the Sabbath to uphold the Mosaic law. The second clause contrasts this by highlighting that the speaker has healed an entire man, an act of greater magnitude, on the same day. The phrase 'whole man' (ὅλον ἄνθρωπον) stands in sharp contrast to the partial nature of circumcision, emphasizing the completeness of the healing. The verb 'you are angry' (χολῶτε) is a present indicative used in a direct challenge, while the subjunctive 'may not be broken' (μὴ λυθῇ) within the ινα-clause indicates purpose. The text features a clear parallelism between the two Sabbath events, reinforcing the central argument that acts of mercy and restoration are consistent with the true intent of the law.",494
495,"Do not judge by appearance, but judge with righteous judgment.","This sentence employs a chiasmus in its verbal structure, contrasting the negative command (μηὲ κρίνετε) with the positive imperative (κρίνατε), linked by the adversative conjunction ἀλλὰ. The preposition κατά with the accusative οἴψιν (appearance/sight) denotes the standard or basis of judgment, here rejected. The phrase τὴν δικαίαν κρίσιν uses a cognate accusative construction where the noun κρίσιν (judgment) is governed by the verb κρινάτε (judge), a common feature in Greek rhetoric to emphasize the quality of the action. The adjective δικαίαν (righteous/just) modifies κρίσιν, highlighting the ethical standard required. The repetition of the root κρι- in both verbs creates a rhetorical parallelism that underscores the contrast between superficial and just judgment.",495
496,"Therefore, some from the Jerusalemites were saying.","The sentence features the inferential particle οὖν (oun), which connects this statement to previous discourse, indicating a logical conclusion or continuation. The verb ἐλέγον (elegon) is imperfect indicative, suggesting either continuous or repeated action in the past ('were saying' or 'kept saying'), a common feature in narrative Greek to set a scene of ongoing dialogue. The subject τινες (tines) is an indefinite pronoun meaning 'some' or 'certain ones,' used here without a specific antecedent, implying a group of people whose identity is not yet specified but is understood from the context. The prepositional phrase ἐκ τῶν Ἰεροσολυμιτῶν (ek tōn Ierousolymitōn) identifies the origin of these speakers as 'from the Jerusalemites' (those from Jerusalem). The genitive plural form Ἰεροσολυμιτῶν is an ethnonym derived from the city name, functioning as a substantive noun. The sentence ends with a period, indicating a complete thought, though in the broader narrative context, this likely introduces or concludes a reported speech segment. The syntax is straightforward, with the verb governing the subject and the prepositional phrase acting as an adjunct of origin.",496
497,Is this not the one whom they are seeking to kill?,"The sentence opens with the enclitic negative particle οὐχ (ouk) before the demonstrative pronoun οὗτος (houtos), creating a strong rhetorical question expecting a 'yes' answer (i.e., 'This IS the one...'). The verb ζητοῦσιν (zētousin) is in the present active indicative, third person plural, indicating a continuous, ongoing action by a specific group. The infinitive ἀποκτεῖναι (apokteîn) functions as the object of ζητοῦσιν, forming a periphrastic construction common in Koine Greek where the infinitive expresses the purpose or result of the main verb ('seeking to kill'). The relative pronoun ὃν (hon) is in the accusative case, serving as the direct object of the infinitive ἀποκτεῖναι. The syntax places emphasis on the identity of the subject ('this one') versus the intent of the antagonists ('whom they seek'). The use of the present tense for both 'seeking' and 'is' highlights the immediacy and tension of the situation, suggesting a current, active plot against the individual.",497
498,"And behold, he speaks with boldness, and they say nothing to him.","The sentence begins with 'ἰδέ' (see/ behold), an imperative used here as an interjection to draw attention to the scene, a common feature in narrative discourse. The adverb 'παρρησία' (boldness/frankness) functions adverbially, modifying 'λαλεῖ' (he speaks); in the New Testament, this term often carries theological weight, referring to the fearless proclamation of the gospel or the freedom of speech granted by the Spirit. The second clause employs a sharp contrast between the subject's open speech and the audience's silence. The word order places the object 'οὐδέν' (nothing) before the indirect object 'αὐτῷ' (to him), emphasizing the totality of their silence. The use of the present tense in 'λέγουσιν' (they say) indicates a continuous or habitual action, suggesting that despite his bold proclamation, the listeners remain persistently silent or unable to respond. The sentence structure is paratactic, linked by the coordinating conjunction 'καί' (and), creating a rhythmic juxtaposition of action and inaction.",498
499,Perhaps the rulers have truly come to know that this is the Christ?,"The sentence begins with the adverb μήποτε, which introduces a doubtful or apprehensive question, often translated as 'lest' or 'perhaps' depending on context; here it frames the inquiry with a tone of surprise or hesitation. The verb ἔγνωσαν is in the aorist indicative active, third person plural, indicating a completed action in the past ('have come to know' or 'knew'). The adverb ἀληθῶς ('truly' or 'in truth') emphasizes the certainty of the rulers' realization. The relative clause introduced by ὅτι ('that') functions as the object of the main verb, containing the demonstrative pronoun οὗτος ('this') and the definite article ὁ preceding Χριστός ('Christ'), highlighting the specific identity being recognized. The rhetorical question structure, marked by the question mark, suggests an internal monologue or a moment of realization regarding the unexpected acknowledgment of Jesus' messianic status by the religious authorities.",499
500,But we know this man from where he is.,"The sentence begins with the adversative particle αλλα (alla), often translated as 'but' or 'however,' indicating a contrast with a preceding statement. The verb οιδαμεν (oidamen) is in the perfect indicative active first person plural; in Greek, the perfect of οἶδα (to know) carries the force of a present tense ('we know'), emphasizing a state of knowledge resulting from prior perception or experience. The demonstrative pronoun τούτον (touton) serves as the direct object of 'we know.' The clause ποθεν εστιν (pothen estin) functions as an indirect question acting as the object complement or content of the knowing, literally 'from where he is.' The syntax reflects a common New Testament construction where the speaker asserts knowledge of a person's origin (or lack thereof) while simultaneously acknowledging an apparent limitation or ambiguity in that knowledge. The phrasing is characteristic of the dialogues in the Gospel of John, where interlocutors often express partial understanding or skepticism regarding Jesus' identity and origins.",500
501,"But as for the Christ, whenever he comes, no one knows where he is from.","This sentence employs a temporal clause introduced by ὅταν (whenever) with the subjunctive verb ἔρχηται (he comes), a construction standard in Koine Greek for indefinite or repeated future actions. The initial particle δὲ functions here as a connective or contrastive marker, often translated as 'but' or 'now,' shifting focus to the subject. The phrase ὁ Χριστὸς is in the nominative case, serving as the subject of the implied verb 'is' or simply setting the topic, while οὐδεὶς (no one) acts as the subject of the main verb γινώσκει (knows). The clause πόθεν ἐστίν (where he is from) functions as an indirect question dependent on γινώσκει, with πόθεν acting as an interrogative adverb of place. Stylistically, the sentence emphasizes the mystery surrounding the Messiah's origin, a common theme in Johannine literature where the divine identity of Jesus is concealed from human understanding until revelation. The syntax clearly separates the condition of his coming from the human inability to trace his origins, highlighting a theological point about divine transcendence.",501
502,"So Jesus shouted in the temple, teaching and saying.","The sentence features the connective particle οὖν (oun), which functions as a discourse marker indicating a logical conclusion or a continuation of a narrative sequence, here translated as 'so' or 'then.' The verb ἔκραξεν (ekraxen) is an aorist indicative active, denoting a punctual, completed action of shouting or crying out with force, a common verb in the Gospel of John for prophetic or authoritative declarations. The prepositional phrase ἐν τῷ ἱερῷ (en tō hierō) specifies the location, 'in the temple,' a setting of particular significance in John's narrative where Jesus' teaching authority is contested. The subject Ἰησοῦς (Iēsous) is modified by the definite article ὁ (ho), emphasizing the specific individual. The sentence employs a stylistic feature known as pleonasm or tautology through the use of the two present active participles διδάσκων (didaskōn, 'teaching') and λέγων (legōn, 'saying'). While these terms are semantically close, their juxtaposition serves to intensify the description of Jesus' activity, covering both the content (teaching) and the act of verbalizing (saying). This construction creates a rhythmic balance, emphasizing the dual nature of his public ministry within the sacred space.",502
503,"But you know, and you know from where I am.","The sentence exhibits the rhetorical device of repetition (epizeuxis) with the verb 'οἶδατε' (you know) appearing twice in quick succession, emphasizing the certainty and completeness of the addressees' knowledge. The first 'καί' functions as a connective particle introducing the clause, while the second 'καί' serves as a copulative conjunction linking the two parallel predicates. The construction 'οἶδατε ποθεν εἰμί' utilizes the infinitive clause as the object of the verb of knowing, a common structure in Koine Greek where the infinitive replaces a finite clause. The use of the perfect tense 'οἶδατε' (from 'οἶδα') rather than the present 'οἴδατε' is characteristic of the perfect with present meaning, indicating a state of knowledge acquired in the past that persists into the present. The sentence structure is straightforward, lacking complex subordination, which reinforces the directness of the assertion.",503
504,"And I did not come from myself, but he who sent me is true, whom you do not know.","The sentence utilizes a clear chiasmic structure in its first clause: the negation 'not' (οὐκ) is placed immediately before the verb 'came' (ἐλήλυθα), while the prepositional phrase 'from myself' (ἀπ' ἐμαυτοῦ) follows the verb, creating a balanced emphasis on the source of the speaker's origin. The verb ἐλήλυθα is the perfect active indicative of ἔρχομαι; in Koine Greek, this perfect form often carries a present force, emphasizing the speaker's current state of having come. The conjunction ἀλλὰ ('but') introduces a contrast not just between the speaker's origin and the sender's nature, but also between the speaker's self-awareness and the audience's lack of knowledge. The relative clause οὗν ὑμεῖς οὐκ οἴδατε ('whom you do not know') uses the verb οἶδα in the present indicative, which in Greek often denotes a state of knowing or familiarity rather than a single act of acquisition. The use of the perfect participle πεμψας ('having sent') highlights the completed action of the sender as the basis for the current truth of the one sent. The sentence lacks asyndeton or anaphora, relying instead on the strong adversative conjunction and the relative pronoun to link the two main assertions.",504
505,"I know him, that I am from him, and that he has sent me.","The sentence utilizes a paratactic structure where the verb οἶδα (I know) governs two subordinate clauses introduced by ὅτι (that), coordinated by the enclitic conjunction καί (and). The first clause, παρ’ αὐτοῦ εἰμι (I am from him), uses the preposition παρά with the genitive to denote origin or source, a common construction in Johannine literature to express divine provenance. The second clause employs the perfect tense αἱπέσταλκεν (he has sent), which in Koine Greek, particularly in the New Testament, often carries a present force, emphasizing the enduring state of being sent rather than merely the past action of sending. The pronoun αὐτός is used emphatically in the genitive and nominative forms to distinguish the subject and object clearly within the theological context of mission and origin.",505
506,"Therefore they sought to seize him, and no one laid a hand on him, because his hour had not yet come.","The sentence employs a causal structure introduced by οὗτι (because), explaining the divine restraint that prevented the crowd from acting. The phrase ἡ ὥρα αὐτοῦ (his hour) is a significant theological idiom in Johannine literature, referring not to a specific time of day but to the predetermined moment of Jesus's passion, death, and glorification. The verb ἐπεβάλεν (laid upon) combined with τὴν χεῖρα (the hand) forms a common idiom meaning 'to arrest' or 'to lay hands on,' here emphasizing the impossibility of the arrest before the appointed time. The text also demonstrates the use of the perfect tense ἠληλύθει (had come) to indicate a state of completion relevant to the present moment, contrasting with the imperfect ζητοῦν (they were seeking) to highlight the tension between human intent and divine timing.",506
507,"Many, however, believed in him from the crowd, and they were saying.","The sentence employs the postpositive particle 'δέ' (de) to mark a transition or contrast with previous events, indicating a shift in narrative focus to a new group of believers. The preposition 'ἐκ' (ek) with the genitive 'ὄχλου' (ochlou) specifies the origin of the multitude, suggesting they emerged from or were part of the surrounding crowd. The verb 'ἐπίστευσαν' (episteusan) is in the aorist tense, denoting a completed action of believing, while 'ἔλεγον' (elegon) is in the imperfect tense, indicating continuous or habitual action. This juxtaposition of tenses highlights the initial decisive act of faith followed by ongoing discourse or testimony. The use of 'εἰς αὐτόν' (eis auton) with the verb 'πιστεύω' (pisteuō) is a standard construction in this context, meaning 'to believe in' or 'to put faith in' a person, reflecting a relational trust rather than mere intellectual assent.",507
508,"When the Christ comes, will he not do more signs than this one does?","The sentence features a temporal clause introduced by ὅταν ('when') followed by a subjunctive verb (ἔλθῃ), which is the standard construction for future conditions in Ancient Greek. The main clause employs a future indicative (ποιήσει) within a negative interrogative structure (μὴ... ποιήσει), expressing a rhetorical question that expects a negative answer: 'he will certainly do more.' The demonstrative pronoun οὗτος ('this one') refers contextually to a specific figure previously mentioned, often understood in Johannine literature as John the Baptist or Jesus himself depending on the immediate pericope. The word order creates a chiastic emphasis on the comparison: the potential for greater action (πλείονα σημεῖα) is contrasted with the current action (οὗτος ποιεῖ). The term σημεῖα ('signs') carries theological weight in the Gospel of John, denoting miraculous deeds that reveal divine glory rather than mere 'miracles' or 'wonders' found in other Gospels.",508
509,"The Pharisees heard the crowd murmuring these things about him, and the chief priests and the Pharisees sent officers to arrest him.","The sentence employs a participial construction (γογγυζοντος, genitive absolute in function though governed by the main verb's object) to convey the content of the hearing: 'the crowd murmuring these things.' The verb γογγυζω (to murmur, grumble, or complain) carries strong connotations of dissatisfaction and is often associated with public dissent in the New Testament. The use of ινα (in order that) followed by the aorist subjunctive (πιασωσιν) introduces a final clause indicating the purpose of the mission. Note that πιεζω here is used in the sense of 'to arrest' or 'to seize' (often translated as 'catch' in older versions), distinct from its more common meaning of 'to press' or 'to squeeze.' The coordination of οι αρχιεις και οι Φαρισαιοι (the chief priests and the Pharisees) as the subject of the second clause reflects a growing alliance between these two groups in their opposition to Jesus, a recurring theme in the Gospel of John. The sentence structure moves from observation (hearing) to action (sending), demonstrating a cause-and-effect relationship typical of narrative progression in Koine Greek.",509
510,So Jesus said.,"The particle οὖν (oun) functions here as a connective, indicating a logical consequence or continuation of the preceding discourse, often translated as 'then,' 'so,' or 'therefore.' Its placement immediately after the verb (enclitic position) is typical in Koine Greek, though here it follows the verb due to the verb's initial position for emphasis or narrative flow. The subject ὁ Ἰησοῦς (ho Iēsous) is in the nominative case, agreeing with the third-person singular aorist active indicative verb εἶπεν (eîpen), meaning 'he said.' The verb is a contraction of ἔλεγε (éllege) in some dialects, but here it is the standard aorist form of λέγω (legō). The sentence is syntactically simple, consisting of a finite verb and its subject, with no explicit object, implying that the content of the speech is either understood from context or will follow in the subsequent verses. The use of the definite article ὁ before the proper name Ἰησοῦς is standard in Koine Greek for referring to Jesus as a specific, known figure. The period at the end marks the conclusion of this narrative unit.",510
511,"For a little while longer I am with you, and then I go to him who sent me.","The adverb ἔτι (still, yet, still longer) combined with the accusative of duration χρόνον μικρὸν (a little time) emphasizes the brevity of the remaining period. The prepositional phrase μεθ' ὑμῶν (with you) highlights the intimate fellowship being temporarily suspended. The sentence structure employs a clear asyndetic contrast between presence and departure, though connected by the coordinating conjunction και (and), creating a rhythmic balance between the two clauses. The phrase τὸν πέμψαντά με is a periphrastic construction where the article τοὺν functions as a demonstrative determiner for the aorist active participle πέμψαντα (having sent), referring to God the Father. This construction is typical of Johannine literature, where the divine sender-sent relationship is central. The verb ὑπάγω (I go away) carries connotations of departure to a different realm, often implying ascension or return to the divine source. The punctuation marks the end of a significant theological statement regarding the temporary nature of physical presence versus eternal spiritual connection.",511
512,"You will seek me and you will not find me, and where I am you are not able to come.","This sentence features a parallel structure between two main clauses connected by the coordinating conjunction 'kai' (and), creating a strong rhetorical contrast. The first clause uses a future indicative active verb ('zētēsete') followed by its negation ('ouk eureseste'), emphasizing the futility of the search. The second clause shifts to a present indicative passive verb ('dynasthe') combined with an infinitive ('elthein'), indicating an inability to reach the speaker's current location. The adverb 'opou' (where) functions as a relative adverb introducing a locative clause that serves as the object of the verb 'elthein'. The sentence exhibits a solemn, prophetic tone, characteristic of the Johannine style where spatial and temporal separation between the speaker and the listeners is a recurring theme. The repetition of 'kai' at the beginning of each major clause (asyndeton in the first part, syndeton in the second) creates a rhythmic cadence that underscores the inevitability of the statement.",512
513,So the Jews said to themselves.,"The particle οὖν (oun) functions as a connective, indicating that this statement follows logically from the preceding context, often translated as 'therefore,' 'so,' or 'then.' The verb εἶπον (eipon) is an aorist indicative active form of λέγω, denoting a specific, completed action of speaking in the past. The phrase πρός ἑαυτούς (pros heautous) utilizes the preposition πρός with the accusative case to express direction or reference ('to' or 'toward'), indicating that the speech was directed inwardly, toward their own minds. This construction highlights internal deliberation or private discussion among the group. The subject οἱ Ἰουδαῖοι (hoi Ioudaioi) is in the nominative plural, identifying the speakers as the Jewish authorities or crowd present in the narrative context.",513
514,"Where is this man going to go, that we may not find him?","The sentence features the interrogative adverb ποῦ (where) functioning as the object of the verb πορεύεσθαι (to go), which is governed by the periphrastic future construction μελλεῖ πορεύεσθαι (is going to go). The subject οὗτος (this man) is in the nominative case. The clause introduced by ὅτι (that) explains the reason for the question, utilizing the future indicative εὑρήσομεν (we will find) with the negative particle οὐ (not). The rhetorical question implies a sense of loss or difficulty in locating the subject. The structure is a direct question without an explicit verb of asking, relying on the interrogative particle and context to convey the inquiry.",514
515,Is he intending to go into the dispersion of the Greeks and to teach the Greeks?,"The sentence features a negative particle (μη) often used in questions expecting a negative answer or expressing doubt, though here it functions within a direct question structure regarding future intent. The verb μέλλει (he intends/is about) governs two complementary infinitives, πορευεῖσθαι (to go/march) and διδάσκειν (to teach), linked by the coordinating conjunction καί. The preposition εἰς takes the accusative διασπορᾶν (dispersion/diaspora), a term historically significant for referring to Jewish communities living outside Judea, but here used to describe a scattering of Greeks. The repetition of the word for 'Greeks' (Ελλήνων in the genitive modifying dispersion, and Ελληνας in the accusative as the object of teaching) creates a subtle chiastic effect in the semantic flow: 'dispersion OF Greeks... teach THE Greeks.' The distinction between the genitive 'of the Greeks' (referring to the people among whom the dispersion is located or composed) and the accusative 'the Greeks' (the direct recipients of teaching) highlights the specific target of the intended action.",515
516,Who is this word that he spoke?,"The sentence features a direct question using the interrogative pronoun τίς (who/what) as the predicate nominative to the copula ἐστιν. The subject is ὁ λόγος (the word/logos), modified by the demonstrative ὃς ὃὗτος (this). A relative clause (ὃν εἶπεν, 'that he spoke') modifies the subject. The relative pronoun ὃν is in the accusative case, functioning as the direct object of the verb εἶπεν (he said/spoke), while the subject of the relative clause is an implied third person singular masculine pronoun ('he'). The use of λόγος in a Johannine context often carries theological weight, referring to the 'Word' or 'Reason' of God, though here it functions grammatically as a simple noun. The syntax is straightforward, with the relative clause immediately following the head noun it modifies.",516
517,"You will seek me, and you will not find me; and where I am, you are not able to come.","This sentence employs a distinct anaphoric structure through the repetition of the conjunction 'kai' (and) to link three distinct predicative clauses, creating a rhythmic progression of impossibility. The syntax features a future indicative in the first two clauses ('seek' and 'find') contrasting with a present indicative of ability ('are able') followed by an infinitive ('to come'), highlighting the immediate and absolute nature of the restriction. The use of the relative adverb 'hopou' (where) introduces a locative clause that functions as the predicate of the inability, emphasizing a spatial and existential separation. The rhetorical question mark at the end suggests that the statement is delivered with an expectant tone, challenging the listener to acknowledge the futility of their pursuit.",517
518,"On the last, great day of the festival, Jesus stood and cried out, saying.","The phrase 'τῆς ἑορτῆς' (of the festival) is a genitive of time or circumstance, specifying the setting. The adjectives 'ἔσχατη' (last) and 'μεγάλη' (great) are both in the feminine dative singular to agree with 'ἡμέρᾳ' (day), creating a rhythmic accumulation that emphasizes the significance of the moment. The verb 'εἱστήκει' (he had stood) is in the pluperfect tense, indicating a state of being that was already established at the time of the main action. This is immediately followed by the aorist 'ἔκραξεν' (he cried out), creating a sharp contrast between the static posture and the sudden, forceful vocal action. The participle 'λέγων' (saying) is a present active participle functioning as an adverbial modifier of manner or time, linked to the act of crying out. The sentence structure employs asyndeton (the lack of a conjunction between 'εἱστήκει' and 'ἔκραξεν' is marked by 'καί', but the flow is rapid), highlighting the immediacy of the event. The use of the definite article 'ὁ' before 'Ἰησοῦς' serves to identify him specifically within the narrative context. The setting alludes to the Feast of Tabernacles (Sukkot), where the 'last and great day' was a traditional time for the pouring out of water and the proclamation of prophetic themes.",518
519,"If anyone thirsts, let him come and let him drink.","This sentence features a classic conditional construction using the particle ἄν (here written as ἔν) with the present active subjunctive διψάῃ (from διψάω), indicating a general condition applicable to anyone at any time. The main clauses utilize the present middle imperative (ἐρχέσθω) and present active imperative (πινέτω), both in the third person singular, functioning as a hortatory or jussive command. The use of the third person in commands is common in biblical Greek to address a general audience or to convey a universal invitation. The sentence exhibits a parallel structure (asyndeton is not present here, but rather a coordinated pair of imperatives linked by καί) inviting the thirsty individual to approach and satisfy their thirst. The imagery of thirst and drinking is often used metaphorically in this context to represent spiritual longing and satisfaction.",519
520,"The one believing into me, as the Scripture said, out of his belly rivers of living water will flow.","The sentence employs a present active participle (πιστεύων) with the definite article (ὁ) to form a substantive noun phrase meaning 'the one who believes.' The preposition ἐς (into) with the accusative case (ἐμέ) denotes direction or trust, a common construction in Johannine literature for expressing faith. The phrase 'as the Scripture said' (καθὼς εἶπεν ἡ γραφή) functions as a parenthetical clause, where the verb 'said' is in the aorist indicative, attributing authority to the written text. The main clause features a future indicative verb (ῥεῦσονται/ῥεύσουσιν) indicating a prophetic promise. The imagery of 'rivers' (ποταμοί) flowing from the 'belly' (κοιλία) is metaphorical; in Hellenistic and Biblical Greek, 'belly' often refers to the innermost being or the seat of spiritual life rather than the physical stomach. The genitive absolute construction 'of living water' (ὕδατος ζῶντος) modifies 'rivers,' emphasizing the life-giving quality of the source. The syntax uses a chiasmus-like structure in the flow of the promise, contrasting the static believer with the dynamic, flowing water.",520
521,"Now he said this concerning the Spirit, whom those who were to believe in him were not yet to receive.","The sentence utilizes the periphrastic future construction (μελλω + infinitive λαμβάνειν) to express a future action that had not yet occurred at the time of speaking. The relative clause (οὗ... λαμβάνειν) modifies 'Spirit' (πνεύματος) and introduces a specific theological distinction: the reception of the Spirit is a future event contingent upon belief, contrasting with the present moment of the narrative. The pronoun τοῦτο (this) functions as a neuter accusative object referring back to the preceding discourse or action, while δέ serves as a postpositive conjunction to mark a transition or continuation. The phrase πιστεύσοντες εἰς αὐτόν employs the aorist participle to denote the specific group of individuals defined by their future act of faith, a common LXX and New Testament formulation for 'believers'.",521
522,"For the Spirit was not yet given, because Jesus had not yet been glorified.","This sentence employs the temporal adverb 'οὔπω' (not yet) in the main clause and its compound form 'οὐδέπω' (not yet) in the causal subordinate clause to create a precise chronological distinction. The verb 'ἐδοξάσθη' is a passive aorist, indicating a completed action of being 'glorified' (often referring to the crucifixion, resurrection, and ascension in Johannine theology). The subject of the main clause, 'πνεῦμα' (Spirit), is understood as the Holy Spirit, though the article is omitted here (anaphoric or generic usage common in Koine Greek). The causal conjunction 'ὅτι' introduces the reason for the Spirit's absence, linking the current state of the disciples to the future exaltation of Jesus. Stylistically, the sentence uses a straightforward causal structure (γάρ... ὅτι) to explain a theological delay, emphasizing that the outpouring of the Spirit is contingent upon the completion of Jesus' work.",522
523,"Therefore, having heard the words of the multitude, they were saying.","The sentence features a temporal or causal aorist participle (ἀκούσαντες) governing the main imperfect verb (ἔλεγον), creating a sequence where the hearing precedes the speaking. The imperfect tense of λέγω here suggests either an iterative action (they kept saying) or a descriptive background action, common in narrative contexts to set the scene for dialogue. The particle οὖν indicates a logical consequence or continuation of the previous narrative flow. The phrase τῶν λόγων τούτων uses a demonstrative pronoun (τούτων) to specify which words are being referenced, likely pointing back to a specific teaching or proclamation just mentioned. The subject 'they' is implied by the third-person plural verb and is contextually understood to be a group distinct from the 'multitude' (ὄχλος) from whom they heard.",523
524,This is truly the prophet.,"The sentence utilizes a standard copular construction (εστιν) linking the demonstrative pronoun (ουτος) to the predicate nominative (ο προφητης). The adverb αληθως ('truly' or 'in truth') is placed between the copula and the predicate, a common position in Koine Greek for emphasis, asserting the genuine nature of the identification. The definite article (ο) before προφητης functions as a nominalizer, referring to 'the prophet' as a specific, recognized figure or title rather than a generic individual. In the context of Johannine literature, this phrase often alludes to the expectation found in Deuteronomy 18:15-18 regarding a prophet like Moses, a title frequently applied to Jesus in the Fourth Gospel. The syntax is simple and direct, avoiding asyndeton or chiasmus, which reinforces the declarative and authoritative tone of the statement.",524
525,Others were saying.,"The subject ἄλλοι (others) is an adjectival substantive derived from the indefinite pronoun ἄλλος, functioning as a plural nominative masculine noun. It implies a distinction from a previously mentioned group (likely 'some' or 'they') without specifying who those others are. The verb ἔλεγον is in the imperfect indicative active, third person plural of λέγω. The imperfect tense here indicates continuous or repeated action in the past, or an action in progress at the time being described, often translated as 'were saying' or 'kept saying' rather than a simple past 'said.' The sentence is syntactically simple (subject-predicate) and lacks a direct object, which is common in narrative contexts where the content of the speech is either implied by the surrounding discourse or will be provided in the following clause. The use of the imperfect with a generic subject like 'others' contributes to the vividness of the narrative, portraying a scene of ongoing, perhaps confused or varied, public discourse.",525
526,This one is the Christ.,"The sentence utilizes a classic copular construction where the demonstrative pronoun 'οὗτος' (this one) serves as the subject and 'ὁ Χριστός' (the Christ/Messiah) functions as the predicate nominative. The definite article 'ὁ' is present before 'Χριστός', which in this context acts as a title rather than a common noun, emphasizing the specific identity of the individual being identified. The syntax is straightforward, employing the present indicative 'ἐστί' to state a definitive fact. In the context of the Johannine narrative, this phrase often marks a moment of revelation or confession, distinguishing the figure from others or confirming their messianic role against potential misconceptions.",526
527,Others were saying.,"The subject ἄλλοι (others) is in the nominative plural masculine, functioning as the subject of the verb ἔλεγον. The verb ἔλεγον is the imperfect indicative active, third person plural of λέγω, indicating a continuous or repeated action in the past ('were saying' or 'kept saying'). This imperfect aspect often sets a background scene or contrasts with a specific action that interrupts or follows. The construction is a simple subject-verb clause with no direct object or prepositional phrase, leaving the content of the speech to be inferred from the immediate literary context. The use of 'others' implies a preceding group or speaker whose words have just been recorded, a common rhetorical device in narrative to show the diversity of opinions or reactions among a crowd.",527
528,For does the Christ come from Galilee?,"This sentence is a rhetorical question relying on the particle γάρ (for) to introduce a premise or reason, often implying that the answer is known or expected. The verb ἔρχεται (comes) is in the present indicative, which here functions to denote a general truth or a widely held expectation rather than a specific moment in time. The phrase ἐκ τῆς Γαλιλαίας (from Galilee) uses the preposition ἐκ with the genitive case to indicate origin or source. The definite article ὁ preceding Χριστός (Christ) specifies the subject as the expected Messiah. In the cultural context of the Johannine narrative, this reflects a popular misconception or a specific objection regarding the Messiah's origin, as some expected the Messiah to appear from Bethlehem (cf. Micah 5:2) or David's line, leading to confusion when the figure appeared from Galilee. The sentence structure places the negative particle μήν (here μή) before the conjunction γάρ, emphasizing the negation of the proposition being questioned. The question mark indicates that this is an interrogative sentence, likely serving to highlight the discrepancy between expectation and the current situation.",528
529,"Has not the Scripture said that the Christ comes from the seed of David and from Bethlehem, the village where David was?","The sentence opens with the negative particle οὐχ before a verb starting with a vowel (εἶπεν), triggering the elision of the final alpha of the negative (οὐκ). The verb λέγω (said) is in the aorist indicative active, third person singular, but here functions with a perfective sense in a rhetorical question expecting a 'yes' answer. The construction οὐχ... εἶπεν... ὅτι... introduces a direct quotation of prophetic expectation. The phrase ἐκ τοῦ σπέρματος Δαυίδ ('from the seed of David') utilizes the genitive of origin to denote lineage, a key theological point regarding the Messiah's Davidic descent. Similarly, ἀπὸ Βηθλεέμ ('from Bethlehem') specifies the geographical origin. The phrase ἡ κώμη ('the village') is an appositive to Βηθλεέμ, providing a descriptive clarification. The relative clause ὅπου ἦν Δαυίδ ('where David was') uses the imperfect ἦν to describe a past state or residence. The word order places the subject ὁ Χριστός after the relative clause, creating a slight delay in the main verb ἔρχεται, which emphasizes the prophetic criteria before revealing the subject. The sentence is a rhetorical question challenging the listeners' knowledge of the Messianic prophecies.",529
530,So a division arose in the crowd because of him.,"The sentence begins with the inferential particle οὖν, indicating that this event is a logical consequence of preceding discourse. The verb γίνομαι (to become, arise) in the imperfect middle/passive third person singular is used here with a stative or inceptive meaning, describing the onset of a state rather than a completed action. The noun σχίσμα (division, split, schism) is a technical term for a breach of unity, often used in rhetorical or political contexts to describe factions. The preposition διὰ with the accusative pronoun αὐτόν (him) explicitly attributes the cause of this division to the subject of the preceding narrative. Stylistically, the sentence utilizes asyndeton (the omission of conjunctions) between the clauses leading up to this point, which heightens the sense of suddenness. The construction reflects a common biblical motif where the proclamation of truth inevitably leads to social or spiritual fracture, as the reception of a message is rarely uniform.",530
