Unnamed: 0,translation,notes,sent_id
10,"But if I were to tell the truth about this one thing, saying that I am lying.","This sentence is a classic example of a self-referential paradox, a device frequently employed in Lucian's satirical works to undermine the authority of the narrator. The sentence begins with a stuttered 'κα-' (a form of 'and' or 'but'), indicating hesitation or a break in the narrative flow, which is then completed by 'καὶ' (implied in the combination with 'ἄν'). The construction 'εἰς ἓν... ὅτι' creates a tight syntactic loop where the act of telling the truth is defined entirely by the admission of falsehood. The use of the future indicative 'ἀληθεύσω' (I will tell the truth) combined with the conditional particle 'ἄν' (often implying a hypothetical or potential action in this specific Lucianic context) sets up a scenario where the only 'truth' available is the admission of the lie. The participle 'λέγων' (saying) functions adverbially, modifying the main verb and providing the content of the 'truth.' The irony lies in the grammatical correctness of the statement: by admitting to lying, the speaker is technically speaking the truth, thereby collapsing the distinction between truth and falsehood that the text purports to navigate.",10
11,"And thus I think that I myself might even escape the accusation from the others, by admitting that I am saying nothing true.","The sentence employs a sophisticated rhetorical strategy characteristic of Lucian's satirical style: the use of paradoxical admission to disarm criticism. The speaker anticipates an accusation (κατηγορίαν) from others (τῶν ἄλλων) and preempts it by voluntarily confessing to the very charge—lying or fabricating. The adverb οὕτω (thus) connects this thought to a preceding argument, while the particle δέ provides a smooth transition. The potential optative construction with ἄν (ἔκφυγειν ἄν) expresses a hypothetical possibility, softened by the main verb δοκῶ (I think). The phrase μηδὲν ἀληθὲς λέγειν (saying nothing true) functions as the content of the admission (ομολογῶν), creating a self-defeating logic where the act of confessing to falsehood validates the speaker's lack of credibility, yet simultaneously protects him from the specific charge of deliberate deception by framing it as an open admission of fiction. This is a classic example of the 'ironic confession' found in ancient satire.",11
12,"I write, then, about things of which I neither saw nor experienced nor heard from others, and furthermore, about things that do not exist at all nor are capable of coming into being.","This sentence is a masterclass in hyperbole and the rhetorical device of asyndeton (the omission of conjunctions between clauses), though here the conjunctions τε are used repetitively to create a cumulative, rhythmic effect known as polysyndeton in the negative clauses (μηδέ, μηδέ, μηδέ), emphasizing the absolute lack of evidence. The syntax relies on a series of participial phrases modifying the relative pronoun ὧν (of which), creating a nested structure of negation. The phrase 'οὔτε... οὔτε' (neither... nor) is used here with the negative adverb μή combined with the enclitic τε to form a strong negative coordination. The use of the aorist verbs εἶδον (saw), ἔπαθον (experienced/suffered), and ἐπυθόμην (heard) covers the three primary modes of acquiring knowledge: direct observation, personal experience, and hearsay. The final clause escalates the claim from 'I have no knowledge of these things' to 'these things are ontologically impossible' (do not exist and cannot come into being), which is the central satirical premise of Lucian's work: the narrator is writing a history of events that are literally impossible, thereby exposing the absurdity of traditional historiography and the fantastic tales of travelers. The particle τοίνυν signals a logical conclusion or transition, marking the beginning of the author's manifesto on the nature of his writing.",12
13,"Therefore, one must in no way believe those who make contact with them.","The sentence begins with the connective particle διο (a variant of διό, meaning 'therefore' or 'consequently'), which signals a conclusion drawn from previous arguments. The main verb δεῖ ('it is necessary') governs an infinitive construction where πιστεύειν ('to believe') functions as the subject of the necessity, while the dative plural αὐτοῖς ('to them') serves as the indirect object of the infinitive. The negative adverb μηδαμῶς ('in no way' or 'by no means') provides strong emphasis, reinforcing the prohibition. The phrase τοὺς ἐντυγχάνοντας ('those who make contact' or 'those who approach') uses a present active participle in the accusative case, functioning as a substantive noun phrase. This structure is characteristic of Lucian's satirical style, where he warns readers against credulity regarding fantastical claims, often using direct imperatives or general statements of necessity to address the audience's skepticism. The use of μηδαμῶς rather than a simple οὐ adds rhetorical weight, suggesting an absolute refusal to entertain the possibility of belief.",13
14,"For once, having set sail from the Pillars of Heracles and having been released into the Western Ocean, I made my voyage with a north wind.","This sentence employs a series of participial constructions to establish a chronological sequence of events leading up to the main verb. The aorist passive participle ορμηθείς ('having set sail') and the aorist active participle ἀφείς ('having released' or 'having been set loose') both modify the main verb ἐποιούμην ('I was making'), creating a dense narrative flow typical of Hellenistic travel literature. The phrase 'Pillars of Heracles' (Ηρακλείων στηλῶν) is a significant geographical and cultural marker, referring to the Strait of Gibraltar, which in ancient geography marked the boundary of the known world; sailing 'into the Western Ocean' (εἰς τὸν ἐσπέριον Ὠκεανόν) implies venturing into the unknown or mythical beyond. The use of the dative of means (οὐρίῳ ἀνέμῳ) specifies the favorable wind used for the journey. The particle γάρ provides a causal explanation, often linking this specific action to a preceding statement in the narrative context.",14
15,"The reason for my journey and the subject of my account is curiosity and a desire for new things, and the end is to learn something of the Ocean's limit and of certain men who dwell beyond.","This sentence employs a complex structure of asyndeton (the omission of conjunctions between clauses) in the latter half to accelerate the rhythm, contrasting with the coordinated nouns in the opening. The syntax features a series of nominative subjects (αἰτία, ὑπόθεσις, περιεργία, ἐπιθυμία) linked by 'καί' (and) to a single copula (ἔστιν), creating a cumulative effect that emphasizes the multiplicity of the narrator's motivations. The phrase 'τοὺς περὰν κατοικοῦντας' (dwellers beyond) utilizes a periphrastic participle construction common in Hellenistic travel literature to denote inhabitants of distant, mythical lands. The term 'περιεργία' (curiosity) carries a specific nuance here, denoting a restless, investigative impulse rather than mere nosiness, reflecting the satirical tone of the work where the narrator feigns scholarly rigor to justify his fantastical voyage. The sentence structure mirrors the content: just as the journey extends to the edge of the world, the sentence extends through a list of desires to the final goal of discovery.",15
16,"For this reason, I packed in a vast quantity of provisions, and I provided enough water, and I pretended to have fifty of my companions sharing the same opinion as me, and furthermore I prepared a great many weapons, and having persuaded the best man to accept a large wage, I hired a helmsman and took on the ship—for it was a boat—as I made it ready for a great and violent voyage.","This sentence exemplifies Lucian's characteristic satirical style through hyperbole and bureaucratic enumeration. The author lists the preparations for a fictional voyage with exaggerated precision, using a series of coordinating clauses linked by 'μέν...δέ' (men...de) and 'δέ' (de) to create a rhythmic, almost legalistic inventory of absurdly excessive supplies. The phrase 'πεντήκοντα δὲ τῶν ἡλικοτῶν προσεποιησάμην' (I pretended to have fifty of my age-mates) introduces the theme of deception, central to the work's satire of travelogues. The parenthetical aside 'ἄκατος δὲ ἦν' (for it was a boat) serves as a humorous anticlimax, undercutting the grandiose preparations by revealing the vessel's modest nature, thereby mocking the protagonist's inflated sense of importance. The use of 'ἄριστον' (the best) for the helmsman, paired with 'μεγάλω μισθῷ' (a large wage), further emphasizes the ridiculousness of the situation. The sentence structure builds tension through accumulation before the final clause 'ὡς πρὸς μέγαν καὶ βίαιον πλοῦν ἐκρατυνάμην' (as I made it ready for a great and violent voyage), which ironically describes a journey that is entirely fictional.",16
17,"So, sailing day and night, with the land still faintly visible, we did not ascend very violently; but as the sun rose together with the approaching dawn, the wind slackened, the wave subsided, darkness fell, and it was no longer possible to spread the sail.","The sentence employs a distinct anaphoric structure in the second half, utilizing a repeated 'and' (καὶ) followed by a sequence of three verbs in the imperfect tense (ἐπεδίδοῦ, ἠύξανέτο, ἐπεγίνετο) to create a rhythmic, cumulative effect that mirrors the gradual calming of the storm and the onset of night. The phrase ἅμα ἡλίῳ ἀνίσχοντι uses a temporal participle construction to synchronize the cessation of the storm with the sunrise. The term ζόφος (darkness/gloom) is a poetic and atmospheric descriptor often used in epic and Hellenistic literature to personify the arrival of night or a sudden obscuration of light. The syntax shifts from a descriptive participle clause (ὑποφαίνουσης) indicating the background state of the journey to a main clause sequence that transitions from a negative statement of restraint (οὐ σφόδρα βιαιῶς ἀνηγόμεθα) to a series of natural changes, culminating in an impersonal construction (οὐκέτ' οὐδὲ... δυνατὸν ἦν) that emphasizes the physical impossibility of continuing the previous action.",17
18,"So, having surrendered ourselves to the wind and having given ourselves over to it, we weathered the storm for ninety-seven days; but on the eighty-eighth day, suddenly, as the sun shone forth, we saw an island, high and wooded, not rough with the surrounding waves.","The sentence employs a participial construction (ἐπιτρέψαντες... καὶ παραδόντες) to express simultaneous action and cause, setting the scene for the main verb ἐχειμαζόμεθα ('we were weathering the storm'). The verb χειμάζω specifically denotes enduring a storm or wintering at sea, a common motif in Greek maritime literature. The temporal shift is marked by the contrast between the prolonged duration (ἡμέρας ἐννεα καὶ ἑβδομήκοντα) and the sudden event introduced by ἄφνω ('suddenly') and the genitive absolute construction (ἡλίου... ἐκλαμψάντος). The description of the island uses a chiastic-like structure in the adjectives: 'high and wooded' (ὑψηλὴν καὶ δασείαν) followed by a negative clause clarifying its safety from the waves (οὐ τραχεῖ περιηχουμένην τῷ κύματι). The phrase περιηχουμένην (encircled/surrounded) combined with the dative τῷ κύματι creates a vivid image of calm waters shielding the island, contrasting with the implied danger of the preceding storm. The use of οὐν (so/therefore) links this event to the preceding narrative context of the voyage.",18
19,For already the greater part of the storm was subsiding.,"The sentence employs the particle γάρ (for), which typically introduces a causal explanation or justification for a preceding statement, here linking the cessation of the storm to the narrative context of the characters' experience. The adverb ἤδη (already) emphasizes the temporal progression, indicating that the action is well underway or has reached a significant point. The subject, τὸ πολὺ (the great part/most), functions as a neuter singular substantive derived from the adjective πολύς, modified by the genitive of quality τῆς ζάλης (of the storm), a common construction in Greek to denote a portion or measure of an abstract or concrete whole. The verb καταπαύω, in the imperfect middle/passive voice (κατεπαύετο), conveys a continuous or progressive action, suggesting the gradual calming of the violent weather rather than an instantaneous stop. Stylistically, the phrase exhibits a concise, descriptive quality typical of Lucian's narrative voice, where complex natural phenomena are rendered with direct, unadorned verbs to maintain narrative momentum.",19
20,"So, having come alongside and then disembarked, as it were from long hardship, we lay on the land for a long time; but rising up, nevertheless, we answered that of our own number thirty men should remain as guards for the ship, while twenty should go up with me for a reconnaissance of the people on the island.","The sentence begins with a double aorist active participle (προσσχόντες and ἀποβάντες) functioning as a temporal clause, establishing the sequence of actions. The particle οὖν indicates a logical conclusion or continuation of the narrative flow. The phrase ὡς ἂν ἐκ μακρᾶς ταλαιπωρίας uses a periphrastic construction with ἄν to express a vague or indefinite degree, translating here as 'as it were from' or 'almost as if from,' softening the directness of the hardship mentioned. The main verb ἐκειόμεθα is in the imperfect tense, indicating a continuous or habitual state of 'lying' or 'resting' on the ground, which contrasts with the subsequent action of rising (διαναστάντες). The sentence employs a clear chiastic structure in the second half: the particle μέν follows τριάκοντα (thirty) and δεῖ follows εἴκοσι (twenty), creating a balanced contrast between the two groups assigned different tasks. The verb αὐτοῖς (of our own number) emphasizes the internal selection from their own ranks. The use of παραμένειν (to remain) and ἀνελθεῖν (to go up) highlights the division of labor. The final phrase ἐπὶ κατασκόπην τῶν ἐν τῇ νήσῳ uses the preposition ἐπί with the accusative to indicate purpose ('for the purpose of'), a common construction in military contexts for describing reconnaissance missions.",20
21,"Having advanced about three stades from the sea through the forest, we see a certain bronze pillar, inscribed with Greek letters, but faint and worn away, saying: 'Hercules and Dionysus reached as far as this.'","The sentence employs a participial phrase (προελθόντες) to establish the setting and movement of the narrator before introducing the main visual perception (ὁρῶμεν). The description of the pillar utilizes a series of coordinated participles and adjectives (πεποιημένην, καταγεγραμμένην, ἀμυδροῖς, ἐκτετριμμένοις) that modify the object in a cumulative fashion, emphasizing its material, origin, and deteriorated state. The use of the indefinite adjective τινά ('a certain') adds a touch of narrative realism, suggesting an unexpected discovery. The inscription itself employs αἱρέσις (chiasmus-like structure in the naming of the heroes) and the preposition ἄχρι ('as far as') to denote a boundary of achievement, a common motif in travel literature and mythological epics where heroes mark their limits. The phrase 'through the forest' (δι' ὑλῆς) evokes the wild, untamed nature of the journey, contrasting with the civilized marker of the inscription. The use of the present tense ὁρῶμεν ('we see') creates a vivid, immediate perspective for the reader, placing them alongside the narrator in the moment of discovery.",21
22,"There were also two footprints close to a rock, the one larger, the other smaller—this seems to me, the one of Dionysus, the smaller one, the other of Heracles.","The sentence employs a chiastic structure in its final clause (τοὺς Διονύσου... τοὺς μικροτέρου... ταὐτότερον δὲ Ἡρακλέους), contrasting the two deities and their respective footprints. The construction τοῦτο δοκεῖ μοι (implied in the syntax here as εμοὶ δοκεῖν with a parenthetical insertion) is a common Lucianic device for introducing subjective interpretation or humorous speculation. The use of the comparative adjective μικρότερον (smaller) alongside πλεθριαιον (larger/greater in size) creates a clear visual contrast. The sentence exemplifies Lucian's satirical style, where extraordinary claims (giant footprints of gods) are treated with a matter-of-fact tone, often followed by a witty or absurd attribution. The enclitic particle δέ (δέ) is used to connect the main statement with the explanatory clause, while μέν... δέ (μέν... δέ) creates a balanced contrast between the two footprints. The phrase 'πλησίον' (close to) suggests proximity, enhancing the realism of the scene despite the fantastical subject matter.",22
23,"And having paid homage, we set out.","The sentence begins with a first aorist active participle (προσκυνήσαντες), which functions adverbially to indicate an action completed prior to the main verb. This participle, agreeing in case, number, and gender with the subject 'we', creates a tight causal or temporal link to the main action. The main verb προῇμεν is the first person plural imperfect indicative of προέρχομαι, literally meaning 'we were going before' or 'we proceeded,' which in this narrative context implies a departure or journey. The connective particles δέ and οὖν are stacked at the beginning of the clause (proclitic to the verb) to signal a logical continuation ('therefore') and a transitional shift ('but/and'), a common feature in narrative flow to maintain momentum. The brevity of the sentence, relying on a single participle to encapsulate a significant cultural act (proskynesis, or prostration before a superior/divine figure), exemplifies the efficient, often satirical, storytelling style typical of Lucian's prose.",23
24,"We had not been gone for long when we arrived at a river most similar to wine, especially like that of Chios.","The sentence employs the comparative superlative construction ὁμοιότατον (most like) modified by μάλιστα (especially/mostly) to create a hyperbolic emphasis on the resemblance of the river to wine. The phrase ὁ Χῖος ἐστιν (the Chian [wine] is) uses a definite article with a proper adjective to refer metonymically to the famous wine produced on the island of Chios, a staple of Greek symposia. The syntax features a temporal sequence marked by the adverbial participle construction, where the arrival (ἐφιστάμεθα) follows the duration of travel (παρῇμεν). The use of the dative of the river (ποταμῷ) with the participle ῥέοντι (flowing) creates a vivid image of the liquid's movement. This passage from Lucian's satirical work utilizes the absurdity of a wine river to parody the epic tradition of rivers of blood or other substances, a common device in his 'True History' where the narrator claims to have visited impossible lands.",24
25,"The stream was abundant and great, so that it was able to be navigable by ship in some places.","The sentence employs a result clause introduced by ὥστε (hōste) + the infinitive (δύνασθαι εἶναι), indicating a consequence of the stream's abundance. The adjective ναυσιπόρον (navigable by ships) is a compound word (ναῦς + πορός), a common feature in descriptive passages of natural phenomena in Hellenistic literature. The adverb ἐνιαχοῦ (in some places) softens the claim of navigability, suggesting variability in the river's depth or width, which adds realism to the description. The use of the copula εἶναι with the infinitive δύνασθαι creates a periphrastic construction emphasizing potentiality. The sentence structure is straightforward, with the subject (τὸ ρεῦμα) followed by two coordinated adjectives (ἄφθονον, πολύ) and then the result clause.",25
26,"Therefore, we should much more trust the inscription on the column, as we see the signs of Dionysus' visitation.","The sentence features a clear logical progression marked by the postpositive particle οὖν (oun), which connects the argument to previous discourse, here functioning to conclude that the physical evidence (the inscription) warrants greater credence than previous claims. The construction πιστεύειν τινί (to trust/believe someone/something) governs the dative noun ἐπιγράμματι (inscription), a usage common in Attic prose. The phrase σημεῖα τῆς Διονύσου ἐπιδημίας (signs of Dionysus' visitation) employs a genitive of attribute to describe the nature of the 'signs,' which are presented as the empirical proof (οἱ ὄντες) validating the text. The juxtaposition of the written word (ἐπιγράμματι) and the visual observation (ὁρῶσι) creates a rhetorical emphasis on the reliability of tangible evidence over hearsay. The sentence utilizes a paratactic structure with the causal clause implied by the participle or the juxtaposition of the main clause and the observation, typical of Lucian's skeptical and rationalizing tone, where the narrator appeals to sensory verification.",26
27,"Give me, then, an account of where the river begins, and I will go up the stream, and I found no single source of it, but many and large vines, full of grapes; and from the root of each one, a drop of clear wine was flowing, from which the river came to be.","This sentence exemplifies the hyperbolic and satirical nature of Lucian's travelogue, describing a river composed entirely of wine. The syntax employs a clear chiasmus in the contrastive pair 'no single source' (μηδεμίαν πηγήν) versus 'many and large vines' (πολλὰς καὶ μεγάλας ἀμπέλους), highlighting the absurdity of the landscape. The use of the present participle 'σταγὼν' (drop) with the imperfect 'ἀπερρεῖ' (was flowing) creates a vivid, continuous image of the wine dripping from the roots. The phrase 'from which the river came to be' (ἀφ' ὧν ἐγίνετο ὁ ποταμός) serves as a logical conclusion to the description, grounding the fantastical imagery in a causal relationship. The sentence structure moves from the narrator's request to the journey, then to the discovery, and finally to the explanation of the river's origin, utilizing asyndeton in the description of the vines to accelerate the pace of discovery.",27
28,"There was also a fish in it to be seen, especially resembling wine in both its color and its taste.","The sentence employs the imperfect indicative 'ἦν' (was) to describe a continuous state within the narrative's fantastical setting, a hallmark of Lucian's satirical 'True History' where impossible realities are treated as mundane facts. The construction 'πολλοὺς ἰδεῖν' (to see many) functions as an infinitive of result or purpose dependent on the subject, though the syntax suggests a passive sense of 'being seen' or 'to be observed' regarding the fish. The phrase 'οἴνῳ μάλιστα' (especially like wine) uses the dative of comparison or resemblance with the participle 'προσεοικότας' (resembling), which agrees with the accusative 'ἰχθύς' (fish) as a predicate adjective. The sentence utilizes asyndeton in the list of sensory attributes ('color and taste') only after the initial 'and' connecting the two nouns, creating a rhythmic balance. The juxtaposition of a marine creature with the properties of wine (a terrestrial, fermented beverage) creates a deliberate absurdity and bathos, mocking the genre of travel literature and the credulity of its readers by presenting a creature that is not only impossible but comically specific in its wrongness.",28
29,"We, therefore, having hunted down some of them and having eaten them, got drunk.","The sentence employs two aorist active participles (ἀγρεύσαντες and ἐμφαγόντες) linked by 'και' (and) to form a temporal or causal sequence leading to the main aorist passive indicative verb (ἐμεθύσθημεν). The use of the enclitic particle 'γουν' (therefore) indicates a logical conclusion drawn from the preceding narrative events. The phrase 'ἀγρεύσαντες αὐτῶν τινάς' highlights the specific object of the action, while 'ἐμφαγόντες' (eating them) introduces a grotesque element characteristic of Lucian's satirical and absurd style in the True History, where cannibalism is treated as a mundane cause for intoxication. The syntactic structure emphasizes the immediacy of the actions: the hunting and eating directly result in the state of drunkenness.",29
30,"Ignore it, and by cutting them open we find them full of grapes.","The sentence employs a participial construction (ἀνατεμόντες, 'having cut open') that indicates the method by which the action of the main verb (εὑρίσκομεν, 'we find') is accomplished. The verb ἀμέλει functions as an imperative, likely addressing a companion or the reader directly, urging them to disregard the absurdity of the situation in favor of the physical investigation. The syntax relies on asyndeton between the imperative clause and the following participial clause, creating a rapid, matter-of-fact narrative pace typical of satirical or fantastical accounts where the extraordinary is treated as mundane. The adjective μεστούς (full) agrees in case, number, and gender with the implied subject of the participle (or the object ἀνατεμόντες acting upon), serving as a predicative complement to the main verb, while τρυγὸς (grapes) stands in apposition or genitive construction to describe the content. The use of the plural 'grapes' (τρυγὸς) in this context suggests a surreal or grotesque imagery, characteristic of the work's parody of travel literature, where the inhabitants or contents of a fantastical location are revealed to be mundane agricultural produce in an unexpected form.",30
