,greek_id,english_word,sent_id,greek_word,alignments,gloss
74,113338457,keenly,1,,,
75,113338458,for,1,,,
76,113338459,the,1,,,
77,113338460,subsequent,1,,,
78,113338461,labor,1,,,
79,113338449,May,2,γένοιτο,,
80,113338452,fitting,2,ἐμμελὴς,,
81,113338454,rest,2,ἀνάπαυσις,,
82,113338455,for them,2,αὐτοῖς,,
83,113338457,if,2,εἰ,,
84,113338462,converse,2,ὁμιλοῖεν,,
85,113338459,such,2,τοιούτοις,,
86,113338461,readings,2,ἀναγνωσμάτων,,
87,113338466,merely,2,μόνον,,
88,113338474,provide,2,παρέξει,,
89,113338473,bare,2,ψιλὴν,,
90,113338476,entertainment,2,ψυχαγωγίαν,,
91,113338469,witty,2,ἀστείου,,
92,113338472,charming,2,χαρίεντος,,
93,113338478,but,2,ἀλλά,,
94,113338479,certain,2,τινα,,
95,113338481,contemplation,2,θεωρίαν,,
96,113338482,not,2,οὐκ,,
97,113338483,without music,2,ἄμουσον,,
98,113338484,display,2,ἐπιδείξεται,,
99,113338486,such,2,οἷόν,,
100,113338487,something,2,τι,,
101,113338490,this,2,τῶνδε,,
102,113338492,writings,2,συγγραμμάτων,,
103,113338493,mine,2,αὐτοὺς,,
104,113338494,think,2,φρονήσειν,,
105,113338495,suppose,2,ὑπολαμβάνω,,
106,113338498,For,3,γὰρ,,
107,113338497,not,3,οὐ,,
108,113338499,only,3,μόνον,,
109,113338500,the,3,τὸ,,
110,113338501,novelty,3,ξένον,,
111,113338502,of,3,τῆς,,
112,113338503,the,3,ὑποθέσεως,,
113,113338504,will,3,οὐ,,
114,113338505,no,3,-δὲ,,
115,113338506,the,3,τὸ,,
116,113338507,charm,3,χαρίεν,,
117,113338508,of,3,τῆς,,
118,113338509,the,3,προαιρέσεως,,
119,113338510,design,3,ἐπαγωγὸν,,
120,113338511,be,3,ἔσται,,
121,113338512,to,3,αὐτοῖς,,
122,113338513,them,3,οὐ,,
123,113338514,nor,3,-δ’,,
124,113338515,even,3,ὅτι,,
125,113338525,that,3,ὅτι,,
126,113338516,we,3,ψεύσματα,,
127,113338517,have,3,ποικίλα,,
128,113338518,unfolded,3,πιθανῶς,,
129,113338519,many,3,τε,,
130,113338520,varied,3,καὶ,,
131,113338521,falsehoods,3,ἐναλήθως,,
132,113338522,plausibly,3,ἐξενηνόχαμεν,,
133,113338524,but,3,ἀλλ’,,
134,113338526,rather,3,καὶ,,
135,113338527,that,3,τῶν,,
136,113338528,each,3,ἱστορουμένων,,
137,113338529,of,3,ἕκαστον,,
138,113338530,the,3,οὐκ,,
139,113338531,things,3,ἀκωμῳδήτως,,
140,113338532,recounted,3,ᾔνικται,,
141,113338533,has,3,πρός,,
142,113338534,been,3,τινας,,
143,113338535,wrestled,3,τῶν,,
144,113338536,without,3,παλαιῶν,,
145,113338537,effort,3,ποιητῶν,,
146,113338538,from,3,τε,,
147,113338539,certain,3,καὶ,,
148,113338540,of,3,συγγραφέων,,
149,113338541,the,3,καὶ,,
150,113338542,ancient,3,φιλοσόφων,,
151,113338543,poets,3,πολλὰ,,
152,113338544,and,3,τεράστια,,
153,113338545,writers,3,καὶ,,
154,113338546,and,3,μυθώδη,,
155,113338547,philosophers,3,συγγεγραφότων,,
156,113338548,many,3,οὓς,,
157,113338549,of,3,καὶ,,
158,113338550,whom,3,ὀνομαστὶ,,
159,113338551,have,3,ἂν,,
160,113338552,composed,3,ἔγραφον,,
161,113338553,many,3,",",,
162,113338554,monstrous,3,εἰ,,
163,113338555,and,3,μὴ,,
164,113338556,mythical,3,καὶ,,
165,113338557,tales,3,αὐτῷ,,
166,113338558,whom,3,σοι,,
167,113338559,we,3,ἐκ,,
168,113338560,would,3,τῆς,,
169,113338561,have,3,ἀναγνώσεως,,
170,113338562,named,3,φανεῖσθαι,,
171,113338563,individually,3,ἔμελλον,,
172,113338564,had,3,.,,
173,113338565,not,3,,,
174,113338566,these,3,,,
175,113338567,very,3,,,
176,113338568,things,3,,,
177,113338569,seemed,3,,,
178,113338570,likely,3,,,
179,113338571,to,3,,,
180,113338572,appear,3,,,
181,113338573,to,3,,,
182,113338574,you,3,,,
183,113338575,from,3,,,
184,113338576,the,3,,,
185,113338577,reading,3,,,
186,113338578,itself,3,,,
187,113338593,wrote,5,ἔγραψε,,
188,113338594,also,5,δὲ,,
189,113338595,also,5,καὶ,,
190,113338596,Iambulus,5,Ἰαμβοῦλος,,
191,113338597,about,5,περὶ,,
192,113338598,the,5,τῶν,,
193,113338599,in,5,ἐν,,
194,113338600,the,5,τῇ,,
195,113338601,great,5,μεγάλῃ,,
196,113338602,sea,5,θαλάττῃ,,
197,113338603,many,5,πολλὰ,,
198,113338604,strange,5,παράδοξα,,
199,113338604,things,5,παράδοξα,,
200,113338606,evident,5,γνώριμον,,
201,113338607,making,5,μὲν,,
202,113338608,all,5,ἅπασι,,
203,113338609,the,5,τὸ,,
204,113338610,lie,5,ψεῦδος,,
205,113338611,making,5,πλασάμενος,,
206,113338613,did,5,οὐκ,,
207,113338614,not,5,ἀτερπῆ,,
208,113338615,in,5,δὲ,,
209,113338616,nevertheless,5,ὅμως,,
210,113338617,construct,5,συνθεὶς,,
211,113338618,the,5,τὴν,,
212,113338619,story,5,ὑπόθεσιν,,
213,113338619,manner,5,ὑπόθεσιν,,
214,113338621,many,6,πολλοὶ,,
215,113338622,And,6,δὲ,,
216,113338623,and,6,καὶ,,
217,113338624,others,6,ἄλλοι,,
218,113338625,the,6,τὰ,,
219,113338626,very same,6,αὐτὰ,,
220,113338627,these,6,τούτοις,,
221,113338628,having chosen,6,προελόμενοι,,
222,113338629,wrote,6,συνέγραψαν,,
223,113338630,as,6,ὡς,,
224,113338631,if,6,δή,,
225,113338632,certain,6,τινας,,
226,113338633,their own,6,ἑαυτῶν,,
227,113338634,wanderings,6,πλάνας,,
228,113338635,and,6,τε,,
229,113338636,and,6,καὶ,,
230,113338637,journeys,6,ἀποδημίας,,
231,113338639,monsters,6,θηρίων,,
232,113338640,and,6,τε,,
233,113338641,sizes,6,μεγέθη,,
234,113338642,relating,6,ἱστοροῦντες,,
235,113338644,humans,6,ἀνθρώπων,,
236,113338645,cruelty,6,ὠμότητας,,
237,113338646,and,6,καὶ,,
238,113338647,ways of life,6,βίων,,
239,113338648,novelty,6,καινότητας,,
240,113338651,But,7,δὲ,,
241,113338650,their,7,ἀρχηγὸς,,
242,113338650,leader,7,ἀρχηγὸς,,
243,113338653,and,7,καὶ,,
244,113338654,teacher,7,διδάσκαλος,,
245,113338655,of,7,τῆς,,
246,113338655,the,7,τῆς,,
247,113338656,such,7,τοιαύτης,,
248,113338657,scurrility,7,βωμολοχίας,,
249,113338661,was,7,Ὀδυσσεύς,,
250,113338661,Odysseus,7,Ὀδυσσεύς,,
251,113338658,the,7,ὁ,,
252,113338659,of,7,τοῦ,,
253,113338660,Homer,7,Ὁμήρου,,
254,113338667,recounting,7,διηγούμενος,,
255,113338663,to,7,τοῖς,,
256,113338663,those,7,τοῖς,,
257,113338664,around,7,περὶ,,
258,113338665,the,7,τὸν,,
259,113338666,Alcinous,7,Ἀλκίνουν,,
260,113338669,both,7,τε,,
261,113338670,the,7,δουλείαν,,
262,113338670,enslavement,7,δουλείαν,,
263,113338686,by,7,ὑπὸ,,
264,113338668,winds,7,ἀνέμων,,
265,113338671,and,7,καὶ,,
266,113338672,the,7,μονοφθάλμους,,
267,113338672,one-eyed,7,μονοφθάλμους,,
268,113338673,and,7,καὶ,,
269,113338674,flesh-eating,7,ὠμοφάγους,,
270,113338675,and,7,καὶ,,
271,113338677,some,7,τινὰς,,
272,113338676,savage,7,ἀγρίους,,
273,113338678,men,7,ἀνθρώπους,,
274,113338671,and,7,καὶ,,
275,113338680,furthermore,7,ἔτι,,
276,113338682,multi-headed,7,πολυκέφαλα,,
277,113338683,beasts,7,ζῷα,,
278,113338685,the,7,τὰς,,
279,113338690,transformations,7,μεταβολάς,,
280,113338687,of,7,φαρμάκων,,
281,113338688,his,7,τῶν,,
282,113338689,companions,7,ἑταίρων,,
283,113338686,under,7,ὑπὸ,,
284,113338687,drugs,7,φαρμάκων,,
285,113338692,such,7,οἷα,,
286,113338693,things,7,πολλὰ,,
287,113338694,as,7,ἐκεῖνος,,
288,113338694,he,7,ἐκεῖνος,,
289,113338700,told,7,ἐτερατεύσατο,,
290,113338700,many,7,ἐτερατεύσατο,,
291,113338700,lies,7,ἐτερατεύσατο,,
292,113338695,to,7,πρὸς,,
293,113338696,the,7,ἰδιώτας,,
294,113338696,ordinary,7,ἰδιώτας,,
295,113338697,men,7,ἀνθρώπους,,
296,113338698,the,7,τοὺς,,
297,113338699,Phaeacians,7,Φαίακας,,
298,113338702,these,8,τούτοις,,
299,113338703,So,8,οὖν,,
300,113338704,having encountered,8,ἐντυχὼν,,
301,113338705,all,8,ἅπασιν,,
302,113338707,for,8,τοῦ,,
303,113338708,lying,8,ψεύσασθαι,,
304,113338710,not,8,οὐ,,
305,113338711,very much,8,σφόδρα,,
306,113338712,the,8,τοὺς,,
307,113338713,men,8,ἄνδρας,,
308,113338714,blame,8,ἐμεμψάμην,,
309,113338716,seeing,8,ὁρῶν,,
310,113338717,already,8,ἤδη,,
311,113338718,custom,8,σύνηθες,,
312,113338720,this,8,τοῦτο,,
313,113338721,even,8,καὶ,,
314,113338722,those,8,τοῖς,,
315,113338723,philosophers,8,φιλοσοφεῖν,,
316,113338724,promise,8,ὑπισχνουμένοις,,
317,113338726,This,9,ἐκεῖνο,,
318,113338727,what,9,δὲ,,
319,113338728,them,9,αὐτῶν,,
320,113338729,admired,9,ἐθαύμασα,,
321,113338731,whether,9,εἰ,,
322,113338732,thought,9,ἐνόμιζον,,
323,113338733,deceiving,9,λήσειν,,
324,113338734,not,9,οὐκ,,
325,113338735,true,9,ἀληθῆ,,
326,113338736,writing,9,συγγράφοντες,,
327,113338738,reason,10,διόπερ,,
328,113338739,also,10,καὶ,,
329,113338740,I,10,αὐτὸς,,
330,113338743,leave,10,ἀπολιπεῖν,,
331,113338744,something,10,τι,,
332,113338745,serious,10,σπουδάσας,,
333,113338746,for,10,τοῖς,,
334,113338747,those,10,μεθ’,,
335,113338748,me,10,ἡμᾶς,,
336,113338750,that,10,ἵνα,,
337,113338751,might,10,μὴ,,
338,113338752,only,10,μόνος,,
339,113338753,deprived,10,ἄμοιρος,,
340,113338755,of,10,τῆς,,
341,113338756,freedom,10,ἐν,,
342,113338758,to,10,μυθολογεῖν,,
343,113338761,since,10,ἐπεὶ,,
344,113338762,no,10,μηδὲν,,
345,113338763,true,10,ἀληθὲς,,
346,113338764,history,10,ἱστορεῖν,,
347,113338765,to,10,εἶχον,,
348,113338767,indeed,10,οὐδὲν,,
349,113338768,they,10,γὰρ,,
350,113338769,were,10,ἐπεπόνθειν,,
351,113338770,serious,10,ἀξιόλογον,,
352,113338772,to,10,ἐπὶ,,
353,113338774,the,10,ψεῦδος,,
354,113338775,lie,10,ἐτραπόμην,,
355,113338776,much,10,πολὺ,,
356,113338777,of,10,τῶν,,
357,113338778,others,10,ἄλλων,,
358,113338779,more,10,εὐγνωμονέστερον,,
359,113338793,And,12,δ’,,
360,113338792,thus,12,οὕτω,,
361,113338796,think,12,δοκῶ,,
362,113338794,might,12,ἄν,,
363,113338797,even,12,καὶ,,
364,113338804,myself,12,αὐτὸς,,
365,113338803,escape,12,ἐκφυγεῖν,,
366,113338798,the,12,τὴν,,
367,113338802,accusation,12,κατηγορίαν,,
368,113338799,from,12,παρὰ,,
369,113338800,the,12,τῶν,,
370,113338801,others,12,ἄλλων,,
371,113338805,by,12,ὁμολογῶν,,
372,113338805,admitting,12,ὁμολογῶν,,
373,113338806,nothing,12,μηδὲν,,
374,113338807,true,12,ἀληθὲς,,
375,113338808,saying,12,λέγειν,,
376,113338810,write,13,γράφω,,
377,113338811,then,13,τοίνυν,,
378,113338812,about,13,περὶ,,
379,113338813,things,13,ὧν,,
380,113338814,neither,13,μή,,
381,113338816,saw,13,εἶδον,,
382,113338817,nor,13,μή,,
383,113338819,experienced,13,ἔπαθον,,
384,113338820,nor,13,μή,,
385,113338822,from,13,παρ’,,
386,113338823,others,13,ἄλλων,,
387,113338824,heard,13,ἐπυθόμην,,
388,113338826,furthermore,13,ἔτι,,
389,113338828,nor,13,μή,,
390,113338830,at all,13,ὅλως,,
391,113338831,exist,13,ὄντων,,
392,113338832,nor,13,μή,,
393,113338834,things,13,τὴν,,
394,113338835,coming,13,ἀρχὴν,,
395,113338836,into being,13,γενέσθαι,,
396,113338837,capable,13,δυναμένων,,
397,113338839,Therefore,14,διὸ,,
398,113338840,must,14,δεῖ,,
399,113338843,in no way,14,μηδαμῶς,,
400,113338844,believe,14,πιστεύειν,,
401,113338842,those,14,ἐντυγχάνοντας,,
402,113338842,who,14,ἐντυγχάνοντας,,
403,113338842,make,14,ἐντυγχάνοντας,,
404,113338842,contact,14,ἐντυγχάνοντας,,
405,113338845,with,14,αὐτοῖς,,
406,113338845,them,14,αὐτοῖς,,
407,113338848,For,15,γάρ,,
408,113338849,once,15,ποτε,,
409,113338847,having set sail,15,ὁρμηθεὶς,,
410,113338850,from,15,ἀπὸ,,
411,113338851,Heracles,15,Ἡρακλείων,,
412,113338852,Pillars,15,στηλῶν,,
413,113338853,and,15,καὶ,,
414,113338854,having been released,15,ἀφεὶς,,
415,113338855,into,15,εἰς,,
416,113338856,the,15,τὸν,,
417,113338857,Western,15,ἑσπέριον,,
418,113338858,Ocean,15,ὠκεανὸν,,
419,113338859,north,15,οὐρίῳ,,
420,113338860,wind,15,ἀνέμῳ,,
421,113338861,my,15,τὸν,,
422,113338862,voyage,15,πλοῦν,,
423,113338863,made,15,ἐποιούμην,,
424,113338865,reason,16,αἰτία,,
425,113338866,and,16,δέ,,
426,113338867,my,16,μοι,,
427,113338868,for,16,τῆς,,
428,113338869,journey,16,ἀποδημίας,,
429,113338870,and,16,καὶ,,
430,113338871,subject,16,ὑπόθεσις,,
431,113338872,the,16,ἡ,,
432,113338873,of,16,τῆς,,
433,113338874,account,16,διανοίας,,
434,113338875,curiosity,16,περιεργία,,
435,113338876,and,16,καὶ,,
436,113338877,things,16,πραγμάτων,,
437,113338878,new,16,καινῶν,,
438,113338879,desire,16,ἐπιθυμία,,
439,113338880,and,16,καὶ,,
440,113338881,the,16,τὸ,,
441,113338882,end,16,βούλεσθαι,,
442,113338883,to learn,16,μαθεῖν,,
443,113338884,something,16,τί,,
444,113338885,of,16,τὸ,,
445,113338886,limit,16,τέλος,,
446,113338887,is,16,ἐστὶν,,
447,113338888,of,16,τοῦ,,
448,113338889,Ocean's,16,ὠκεανοῦ,,
449,113338890,and,16,καί,,
450,113338891,certain,16,τίνες,,
451,113338892,men,16,οἱ,,
452,113338893,who,16,πέραν,,
453,113338894,dwell,16,κατοικοῦντες,,
454,113338895,beyond,16,ἄνθρωποι,,
455,113338897,For,17,τούτου,,
456,113338898,this,17,γέ,,
457,113338899,reason,17,τοι,,
458,113338900,reason,17,ἕνεκα,,
459,113338901,a vast quantity,17,πάμπολλα,,
460,113338902,quantity,17,μὲν,,
461,113338897,provisions,17,τούτου,,
462,113338904,packed,17,ἐνεβαλόμην,,
463,113338906,enough,17,ἱκανὸν,,
464,113338907,and,17,δὲ,,
465,113338908,and,17,καὶ,,
466,113338909,water,17,ὕδωρ,,
467,113338910,provided,17,ἐνεθέμην,,
468,113338912,fifty,17,πεντήκοντα,,
469,113338913,and,17,δὲ,,
470,113338914,companions,17,τῶν,,
471,113338915,companions,17,ἡλικιωτῶν,,
472,113338916,pretended,17,προσεποιησάμην,,
473,113338917,the same,17,τὴν,,
474,113338918,same,17,αὐτὴν,,
475,113338919,as,17,ἐμοὶ,,
476,113338920,opinion,17,γνώμην,,
477,113338921,sharing,17,ἔχοντας,,
478,113338923,furthermore,17,ἔτι,,
479,113338924,and,17,δὲ,,
480,113338925,and,17,καὶ,,
481,113338926,weapons,17,ὅπλων,,
482,113338927,many,17,πολύ,,
483,113338928,many,17,τι,,
484,113338929,great,17,πλῆθος,,
485,113338930,prepared,17,παρεσκευασάμην,,
486,113338931,and,17,καὶ,,
487,113338932,helmsman,17,κυβερνήτην,,
488,113338933,man,17,τὸν,,
489,113338934,best,17,ἄριστον,,
490,113338935,large,17,μισθῷ,,
491,113338936,large,17,μεγάλῳ,,
492,113338937,persuaded,17,πείσας,,
493,113338938,hired,17,παρέλαβον,,
494,113338939,and,17,καὶ,,
495,113338940,the,17,τὴν,,
496,113338941,ship,17,ναῦν,,
497,113338943,boat,17,ἄκατος,,
498,113338944,for,17,δὲ,,
499,113338945,it,17,ἦν,,
500,113338947,as,17,ὡς,,
501,113338948,ready,17,πρὸς,,
502,113338949,great,17,μέγαν,,
503,113338950,and,17,καὶ,,
504,113338951,violent,17,βίαιον,,
505,113338952,voyage,17,πλοῦν,,
506,113338953,made,17,ἐκρατυνάμην,,
507,113338955,day,18,ἡμέραν,,
508,113338956,So,18,οὖν,,
509,113338957,and,18,καὶ,,
510,113338958,night,18,νύκτα,,
511,113338960,sailing,18,πλέοντες,,
512,113338959,with,18,οὐρίῳ,,
513,113338961,still,18,ἔτι,,
514,113338962,the,18,τῆς,,
515,113338963,land,18,γῆς,,
516,113338964,visible,18,ὑποφαινομένης,,
517,113338966,very,18,σφόδρα,,
518,113338967,violently,18,βιαίως,,
519,113338968,ascend,18,ἀνηγόμεθα,,
520,113338965,not,18,οὐ,,
521,113338970,the,18,τῆς,,
522,113338971,approaching,18,ἐπιούσης,,
523,113338972,but,18,δὲ,,
524,113338973,together,18,ἅμα,,
525,113338974,sun,18,ἡλίῳ,,
526,113338975,rose,18,ἀνίσχοντι,,
527,113338976,the,18,ὅ,,
528,113338977,and,18,τε,,
529,113338978,wind,18,ἄνεμος,,
530,113338979,slackened,18,ἐπεδίδου,,
531,113338980,and,18,καὶ,,
532,113338981,the,18,τὸ,,
533,113338982,wave,18,κῦμα,,
534,113338983,subsided,18,ηὐξάνετο,,
535,113338984,and,18,καὶ,,
536,113338985,darkness,18,ζόφος,,
537,113338986,fell,18,ἐπεγίνετο,,
538,113338987,and,18,καὶ,,
539,113338988,no,18,οὐκέτ’,,
540,113338989,longer,18,οὐ,,
541,113338990,possible,18,-δὲ,,
542,113338991,to,18,στεῖλαι,,
543,113338992,spread,18,τὴν,,
544,113338993,the,18,ὀθόνην,,
545,113338994,sail,18,δυνατὸν,,
546,113338995,was,18,ἦν,,
547,113338997,having given ourselves over,19,ἐπιτρέψαντες,,
548,113338998,So,19,οὖν,,
549,113338999,to,19,τῷ,,
550,113339000,the wind,19,πνέοντι,,
551,113339001,and,19,καὶ,,
552,113339002,having surrendered,19,παραδόντες,,
553,113339003,ourselves,19,ἑαυτοὺς,,
554,113339004,weathered,19,ἐχειμαζόμεθα,,
555,113339005,the storm,19,ἡμέρας,,
556,113339006,for,19,ἐννέα,,
557,113339007,ninety-seven,19,καὶ,,
558,113339008,days,19,ἑβδομήκοντα,,
559,113339010,on,19,τῇ,,
560,113339011,the eighty-eighth,19,ὀγδοηκοστῇ,,
561,113339012,day,19,δὲ,,
562,113339013,suddenly,19,ἄφνω,,
563,113339014,as,19,ἐκλάμψαντος,,
564,113339015,the sun,19,ἡλίου,,
565,113339016,shone forth,19,καθορῶμεν,,
566,113339017,we,19,οὐ,,
567,113339018,saw,19,πόρρω,,
568,113339019,an island,19,νῆσον,,
569,113339020,high,19,ὑψηλὴν,,
570,113339021,and,19,καὶ,,
571,113339022,wooded,19,δασεῖαν,,
572,113339024,not,19,οὐ,,
573,113339025,rough,19,τραχεῖ,,
574,113339026,with,19,περιηχουμένην,,
575,113339027,the surrounding,19,τῷ,,
576,113339028,waves,19,κύματι,,
577,113339031,For,20,γὰρ,,
578,113339032,already,20,ἤδη,,
579,113339033,the,20,τὸ,,
580,113339034,greater,20,πολὺ,,
581,113339035,part,20,τῆς,,
582,113339036,of,20,ζάλης,,
583,113339037,storm,20,κατεπαύετο,,
584,113339037,was,20,κατεπαύετο,,
585,113339037,subsiding,20,κατεπαύετο,,
586,113339039,coming,21,προσσχόντες,,
587,113339040,So,21,οὖν,,
588,113339041,and,21,καὶ,,
589,113339042,disembarked,21,ἀποβάντες,,
590,113339043,as,21,ὡς,,
591,113339044,were,21,ἂν,,
592,113339045,from,21,ἐκ,,
593,113339046,long,21,μακρᾶς,,
594,113339047,hardship,21,ταλαιπωρίας,,
595,113339048,a,21,πολὺν,,
596,113339049,long,21,μὲν,,
597,113339050,time,21,χρόνον,,
598,113339051,on,21,ἐπὶ,,
599,113339052,land,21,γῆς,,
600,113339053,lay,21,ἐκείμεθα,,
601,113339055,rising,21,διαναστάντες,,
602,113339056,but,21,δὲ,,
603,113339057,nevertheless,21,ὅμως,,
604,113339058,answered,21,ἀπεκρίναμεν,,
605,113339059,our,21,ἡμῶν,,
606,113339060,own,21,αὐτῶν,,
607,113339061,thirty,21,τριάκοντα,,
608,113339062,men,21,μὲν,,
609,113339063,guards,21,φύλακας,,
610,113339064,for,21,τῆς,,
611,113339065,the,21,νεὼς,,
612,113339066,ship,21,παραμένειν,,
613,113339068,twenty,21,εἴκοσι,,
614,113339069,should,21,δὲ,,
615,113339070,with,21,σὺν,,
616,113339071,me,21,ἐμοὶ,,
617,113339072,go,21,ἀνελθεῖν,,
618,113339073,up,21,ἐπὶ,,
619,113339074,reconnaissance,21,κατασκοπῇ,,
620,113339075,of,21,τῶν,,
621,113339076,the,21,ἐν,,
622,113339077,people,21,τῇ,,
623,113339078,on,21,νήσῳ,,
624,113339079,island,21,.,,
625,113339080,Having advanced,22,προελθόντες,,
626,113339082,about,22,ὅσον,,
627,113339083,stades,22,σταδίους,,
628,113339084,three,22,τρεῖς,,
629,113339085,from,22,ἀπὸ,,
630,113339086,the,22,τῆς,,
631,113339087,sea,22,θαλάσσης,,
632,113339088,through,22,δι’,,
633,113339089,the forest,22,ὕλης,,
634,113339090,we see,22,ὁρῶμέν,,
635,113339091,a certain,22,τινα,,
636,113339092,pillar,22,στήλην,,
637,113339093,bronze,22,χαλκοῦ,,
638,113339094,inscribed,22,πεποιημένην,,
639,113339096,Greek,22,Ἑλληνικοῖς,,
640,113339097,letters,22,γράμμασιν,,
641,113339098,inscribed,22,καταγεγραμμένην,,
642,113339100,faint,22,ἀμυδροῖς,,
643,113339101,but,22,δὲ,,
644,113339102,and,22,καὶ,,
645,113339103,worn away,22,ἐκτετριμμένοις,,
646,113339105,saying,22,λέγουσαν,,
647,113339107,as far as,22,ἄχρι,,
648,113339108,this,22,τούτων,,
649,113339109,Hercules,22,Ἡρακλῆς,,
650,113339110,and,22,καὶ,,
651,113339111,Dionysus,22,Διόνυσος,,
652,113339112,reached,22,ἀφίκοντο,,
653,113339115,There,23,ἦν,,
654,113339117,also,23,καὶ,,
655,113339118,footprints,23,ἴχνη,,
656,113339119,two,23,δύο,,
657,113339120,close,23,πλησίον,,
658,113339121,to,23,ἐπὶ,,
659,113339122,a,23,πέτρας,,
660,113339122,rock,23,πέτρας,,
661,113339124,the,23,τὸ,,
662,113339126,larger,23,πλεθριαῖον,,
663,113339128,the,23,τὸ,,
664,113339130,smaller,23,ἔλαττον,,
665,113339132,me,23,ἐμοὶ,,
666,113339133,seems,23,δοκεῖν,,
667,113339135,the,23,τὸ,,
668,113339137,of,23,τοῦ,,
669,113339138,Dionysus,23,Διονύσου,,
670,113339141,smaller,23,μικρότερον,,
671,113339143,the,23,τα-,,
672,113339144,other,23,θάτερον,,
673,113339146,of,23,Ἡρακλέους,,
674,113339146,Heracles,23,Ἡρακλέους,,
675,113339149,And,24,δ’,,
676,113339148,having paid homage,24,προσκυνήσαντες,,
677,113339151,set out,24,προῇμεν,,
678,113339153,not,25,οὔπω,,
679,113339154,when,25,δὲ,,
680,113339155,long,25,πολὺ,,
681,113339156,been gone,25,παρῇμεν,,
682,113339158,arrived,25,ἐφιστάμεθα,,
683,113339159,river,25,ποταμῷ,,
684,113339162,similar,25,ὁμοιότατον,,
685,113339163,most,25,μάλιστα,,
686,113339164,like,25,οἷόσπερ,,
687,113339166,Chian,25,Χῖός,,
688,113339167,of,25,ἐστιν,,
689,113339169,abundant,26,ἄφθονον,,
690,113339170,and,26,δὲ,,
691,113339171,was,26,ἦν,,
692,113339172,The,26,τὸ,,
693,113339173,stream,26,ῥεῦμα,,
694,113339174,and,26,καὶ,,
695,113339175,great,26,πολύ,,
696,113339177,so,26,ὥστε,,
697,113339178,places,26,ἐνιαχοῦ,,
698,113339179,in,26,καὶ,,
699,113339180,navigable,26,ναυσίπορον,,
700,113339181,to,26,εἶναι,,
701,113339182,be,26,δύνασθαι,,
702,113339184,Therefore,27,ἐπῄει,,
703,113339185,Therefore,27,οὖν,,
704,113339186,we,27,ἡμῖν,,
705,113339187,much,27,πολὺ,,
706,113339188,more,27,μᾶλλον,,
707,113339189,trust,27,πιστεύειν,,
708,113339190,the,27,τῷ,,
709,113339194,inscription,27,ἐπιγράμματι,,
