Unnamed: 0,translation,notes,sent_id
10,And mixed with the children of Cadmus are the green rocks beneath the roofless firs.,"This sentence employs a passive periphrastic construction (ἧνται) with a dative of agent or location context, though here the prepositional phrase (ὑπ’ ἐλάταις) functions adverbially to denote location ('beneath the firs'). The adjective ἀνορόφοις ('roofless' or 'without a roof') is used poetically to describe the firs, attributing a human architectural quality to nature, a common technique in Greek tragedy to evoke the wild, untamed state of the mountainous setting. The word order creates a chiasmus-like effect between the prepositional phrase modifying the subject and the subject itself, emphasizing the integration of the natural elements (rocks and trees) with the human figures (the children of Cadmus). The phrase 'children of Cadmus' refers to the Maenads, the female followers of Dionysus, who are often depicted as blending with nature in their ecstatic rituals. The use of χλωραῖς ('green') for the firs highlights the vitality and freshness of the natural setting, contrasting with the potential danger or madness associated with the scene.",10
11,"For it is necessary to learn this city, even if it does not wish to, as being incomplete in my rites, and to defend me before mortals, appearing as a god whom Semele, the mother, bore to Zeus.","The sentence opens with an impersonal construction using the dative of the infinitive (here expressed via the accusative-infinitive structure with δεἰ γὰρ) to establish a necessity. The phrase 'even if it does not wish to' (καί κει μη̂ θελεῖ) introduces a concessive clause, highlighting the resistance of the city (Thebes) to the divine message. The adjective ατελεστον (incomplete/unfinished) describes the city's current state regarding the Bacchic rites, implying that without Dionysus's worship, the city is spiritually deficient. The use of the future active participle φανέντα (having appeared) with the accusative object μ' (me) creates a dynamic sense of the god revealing himself to mortals. The relative clause 'whom Semele... bore to Zeus' (ὅν... τίκτει Διί) serves to clarify Dionysus's divine parentage, emphasizing his dual nature as both mortal-born (through Semele) and divine (through Zeus). The sentence employs a chiastic structure in the final clause, where the order of the mother and father mirrors the birth process, reinforcing the divine lineage. The use of τε (and) to connect the two infinitives (to learn and to defend) suggests a dual purpose for the city's transformation.",11
12,"So now Cadmus indeed gives the prize and the kingship to Pentheus, who was born of his daughter, since he fights against the gods concerning me and pushes me away from the libations, and he has no memory of me in his prayers.","The sentence employs a chiastic structure in the final clause regarding the omission of the speaker: Pentheus acts against the speaker ('fights against me', 'pushes me away') while simultaneously ignoring the speaker in religious contexts ('no memory in prayers'). The verb θεομαχεῖ (fights against the gods) is a powerful compound indicating impiety, a central theme in the Bacchae where Pentheus resists Dionysus. The participle ἐκπεφυκόντι (having been born from) is a periphrastic construction emphasizing the origin of Pentheus from the daughter (Semele). The use of μέν... δέ (implied by the context of the relative clause contrasting with the main action) and the enclitic τε... τε... (connecting the accusations) highlights the systematic nature of Pentheus's offenses. The phrase σπονδῶν ἀπὸ ὠθεῖ (pushes away from libations) metaphorically suggests the exclusion of the speaker from the sacred rites and community.",12
13,"For this reason, I, a god, will show myself to him and to all the Thebans.","The sentence features the connective particle 'τε' (te) coordinating the dative objects 'αὐτῷ' (to him) and 'Θηβαίοισιν' (to the Thebans), a common structure in tragic dialogue to group recipients of an action. The phrase 'ὧν ἕνεκα' (for which reason/for these things) functions as a causal adverbial modifier derived from the relative pronoun 'ὧν' (genitive plural), linking this declaration to the preceding context of divine manifestation. The use of the middle voice 'ἐνδείξομαι' (I will show myself) is significant, as it emphasizes the deity's self-revelation rather than a transitive act performed upon an object. The particle 'γέ' (here attached as 'γε' after 'θεός') adds emphasis, reinforcing the speaker's divine identity ('I, a god'). The dative case for both recipients indicates the indirect objects of the verb 'to show,' while the plural 'Θηβαίοισιν' specifically targets the collective citizenry of Thebes, highlighting the public nature of the impending revelation.",13
14,"But I will set my foot down on another land, here placing it well, showing myself.","The sentence features a prominent use of the present active participle 'θεμένης' (from τιθήμι, though here used in the middle/passive form 'θεμένης' or 'θεμένη' depending on dialectal variation, here parsed as a middle participle 'θεμένης' acting adverbially) alongside the future active indicative 'μεταστήσω'. The adverb 'εὖ' (well, happily) modifies the action of placing the foot, suggesting a favorable or auspicious arrival. The phrase 'δεικνύς εμαυτόν' (showing myself) utilizes the middle voice of the participle to indicate the subject acting upon himself, emphasizing self-revelation or the assertion of presence. The sentence structure employs asyndeton, lacking a conjunction between the participial clauses and the main verb, creating a rapid, decisive rhythm that mirrors the action of stepping onto new ground. The use of 'χθόνα' (land/earth) is culturally significant in Greek tragedy, often marking a shift from the known to the unknown or the sacred to the profane. The enjambment of 'τα-' and 'τανθένδε' (from this place) highlights the spatial transition from the current location to the new land.",14
15,"For if there is a city of the Thebans seeking to lead Bacchants with weapons out of the mountains in anger, I shall join battle with the leader of the mad ones.","The sentence opens with a conditional clause introduced by the particle ἐάν (here appearing as ἢν due to prosodic elision or scribal variation common in transmitted texts), setting a hypothetical scenario. The subject of the conditional clause is πόλις (city), which is personified as the agent performing the action of 'seeking' (ζητεῖν) to lead the Bacchants. The phrase ὀργῇ (with anger/due to wrath) functions as an adverbial of cause or manner, coloring the city's motivation. The prepositional phrases σύν ὅπλοις (with weapons) and ἐξ ὅρους (out of the mountain) depict the specific circumstances of this potential incursion, highlighting the martial and extraterritorial nature of the threat. The main clause employs the future indicative ξυναψῶ (I shall join/connect), which in this military context implies engaging in battle or linking forces against the enemy. The object of this joining is the dative plural μαινάσι (to the mad ones), modified by στρατηλάτων (of the leaders/commanders), creating a vivid image of the speaker preparing to fight the commanders of the frenzied followers. The syntax juxtaposes the collective, potentially chaotic action of the 'city' with the singular, decisive action of the speaker. The use of the plural στρατηλάτων with the singular implied 'leader' or the collective 'leaders' suggests a focus on the command structure of the enemy force.",15
16,"For this reason, having exchanged my mortal form, I have taken on a different shape and transformed my own nature into that of a man.","The sentence employs a periphrastic construction where the participle αλλαξας (having exchanged) sets up a causal context for the main verbs εχω (I have) and μετεβαλον (I transformed), connected by the enclitic coordinating particle τε (and). The phrase ων ουνεκ' (for this reason) acts as a causal adverbial modifier, likely referring to a preceding argument regarding the necessity of the transformation. Stylistically, the text utilizes a chiastic-like balance between 'exchanging form' (ειδος... αλλαξας) and 'transforming nature' (μορφην... μετεβαλον), emphasizing the completeness of the deity's disguise. The specific reference to 'nature' (φυσιν) highlights a metaphysical shift rather than merely a superficial change in appearance, a common theme in Euripides' depiction of Dionysus, who blurs the boundaries between divine and mortal realities. The genitive ανδρος (of a man) modifying φυσιν indicates the specific type of nature assumed, contrasting with the 'mortal' (θνητον) nature previously possessed.",16
17,"But, having left the stronghold of Lydia, Mount Tmolus, my band, women, whom I brought from barbarians as companions and fellow-travelers to me, choose for yourselves these local drums in the city of the Phrygians, and the discoveries of Rhea and of my own mother, and, having come to these royal houses, strike them about the palace of Pentheus, so that the city of Cadmus may see [it].","The sentence opens with an apostrophe to the Maenads, addressing them as 'my band' (θιάσος) and 'women' (γυναῖκες). The speaker (Dionysus) recalls his act of gathering them from 'barbarians' (βαρβάρων), a term used here not to denote foreignness in a negative sense but to highlight their origin outside the Greek polis of Thebes, emphasizing their transformation into his sacred followers. The phrase 'companions and fellow-travelers' (παρέδρους καὶ ξυνεμπόρους) uses alliteration and asyndeton-like rhythm to bind the women closely to the god. The instruction to 'choose' (αἱρέσθε) local Phrygian drums (τύμπανα) and the 'discoveries' (εὑρήματα) of Rhea and 'my own mother' (a reference to Semele) serves to legitimize the ritual through divine lineage. The verb 'strike' (κτυπεῖτε) is a vivid imperative describing the frenzied ritual dance. The final clause 'so that the city of Cadmus may see' (ὡς ὄρα Καδμῶν πόλις) employs a purpose clause with the subjunctive (ὄρα), creating a dramatic irony: the city is meant to witness the divine power that will ultimately destroy it. The syntax features a complex series of participles (λιποῦσαι, ἐλθοῦσαι) framing the imperatives, creating a sense of continuous action and ritual progression.",17
18,"But I, having come to the folds of Cithaeron to join the Bacchants, will share in their chorus.","The sentence features the conjunction 'δέ' (de) used as a connective particle to signal a contrast or transition, often translated as 'but' or 'and,' which here emphasizes the speaker's deliberate action following previous context. The verb 'συμμετασχήσω' (symmetaschēsō) is a future active indicative first-person singular, meaning 'I will share' or 'I will participate,' derived from 'συμμετέχω' (to share with), indicating a communal involvement. The participle 'ἐλθὼν' (elthōn), from 'ἔρχομαι' (to come), is aorist active participle masculine singular, functioning adverbially to indicate the means or timing of the main action. The preposition 'εἰς' (eis) with the accusative plural 'πτυχὰς' (ptychas, 'folds' or 'slopes') refers to the mountainous terrain of Cithaeron, a location deeply associated with Dionysian worship in Greek mythology. The purpose clause introduced by 'ἵνα' (hina) with the subjunctive 'εἰσί' (eisi, 'they may be') expresses the intention behind the speaker's arrival. The phrase 'συμμετασχήσω χορῶν' involves a genitive plural 'χορῶν' (chorōn, 'of choruses'), indicating the specific aspect of participation. The sentence employs a balanced structure with the participle 'ἐλθὼν' setting the stage for the main verb, creating a clear sequence of events.",18
19,"Having left Asia from the holy ground of Mount Tmolus, I hasten with joyful labor and toil to Bromius, Bacchus, rejoicing in him.","The sentence employs a participial construction (ἀμείψασα, 'having left/changed') to set the scene for the main verb (θοάζω, 'I hasten'), indicating movement from a specific geographical location (Asia, specifically Mount Tmolus, a mountain in Lydia known for its sacredness) to the divine presence of Dionysus. The phrase 'joyful labor and toil' (πόνον ἡδὺν κάματον τ' εὐκάματον) uses a pleonastic pairing of synonyms (πόνος and κάματος both meaning 'toil' or 'labor') modified by 'sweet' and 'well-toiled' respectively, creating a rhythmic emphasis on the paradoxical nature of the Bacchic experience where suffering is transformed into ecstatic joy. The name 'Bromius' (Βρόμιος) is an epithet of Dionysus meaning 'the roaring one' or 'the tumultuous one,' highlighting the wild, noisy nature of his cult. The participle εὐαζομένα ('rejoicing' or 'praising well') at the end reinforces the celebratory mood of the speaker, likely a Maenad or the god himself in a prophetic voice, emphasizing the divine connection achieved through the journey. The use of τε (and) with the enclitic -τ' connects the two nouns in a balanced, rhythmic structure typical of tragic choral odes.",19
20,Who is on the road? Who is on the road?,"This utterance employs epizeuxis (immediate repetition) of the phrase 'tis hodō' to convey a sense of urgent, frantic inquiry, characteristic of the chorus's heightened emotional state in Euripides' 'Bacchae'. The repetition emphasizes the speaker's anxiety and the perceived presence of an intruder or the god Dionysus himself. Syntactically, the sentence consists of two identical interrogative clauses lacking an explicit verb; the verb 'to be' (esti) is understood elliptically, a common feature in Greek dramatic dialogue for creating immediacy. The adverbial use of the accusative singular 'hodō' (road) functions to indicate location ('on the road' or 'in the way'), while the interrogative pronoun 'tis' seeks to identify an unspecified person or entity. The lack of a subject-verb agreement marker highlights the archaic or dramatic style where the focus remains entirely on the questioner's suspicion.",20
21,Who?,"The interrogative pronoun τίς (tis) appears here in its nominative form, functioning as the subject of an implied verb (typically 'is' or 'says'). The brevity of the sentence, consisting of a single word followed immediately by a question mark, creates a dramatic effect known as aposiopesis or abrupt inquiry, often used in tragedy to convey sudden shock, suspicion, or urgency. The lack of a verb forces the listener to supply the context from the preceding dialogue, heightening the tension.",21
22,"Let the chambers of the outsider be, and let a mouth that speaks well be expelled from all.","The sentence employs a jussive subjunctive construction (ἔστω, ἐξοσιούσθω) to issue a solemn command or curse. The first clause uses μελάθροις (dative plural) as a dative of location or state, paired with the predicate adjective ἔκτοπος (genitive singular of 'outsider' or 'stranger'), creating a stark image of foreignness. The second clause introduces a chiastic structure through the coordination τ’ (te) and the juxtaposition of the 'mouth' (στόμα) with the action of being 'expelled' (ἐξοσιούσθω). The adjective ἔφημον (of good speech) is used ironically here; in the context of the Bacchae, the 'good speech' of the outsider is actually blasphemy or sacrilege, hence the command to expel it. The use of the middle/passive voice for ἐξοσιούσθω emphasizes the passive reception of this expulsion. The sentence is a classic example of the dramatic irony and ritualistic language found in Euripides, where the definition of 'outsider' (ξένος) is tied to religious pollution.",22
23,For I shall always hymn what has been considered [to be] Dionysus.,"The sentence features the particle γάρ (for), which provides a causal or explanatory link to preceding context, often used in dramatic monologues to justify an action or declaration. The relative clause ταὐ νομισθέντα (what has been considered) is a neuter plural accusative participle functioning as the direct object of the future active verb ὑμνήσω (I shall hymn). The use of the perfect passive participle νομισθέντα implies a state resulting from a past action, suggesting that the identity of Dionysus is established by common belief or tradition. The adverb αἰεί (always) emphasizes the perpetual nature of the speaker's devotion. The sentence employs a rhetorical strategy common in the Bacchae, where the protagonist (Pentheus) or the chorus affirms the god's presence through the lens of societal perception ('what is thought to be'), highlighting the tension between human convention and divine reality. The syntax places the causal particle early, drawing attention to the reasoning behind the act of hymning.",23
24,"O blessed one, he who, knowing the rites of the gods, lives a happy life and joins the sacred thiasos, celebrating in the mountains with holy purifications, and who honors the great mysteries of the Mother Cybele, raising the thyrsus and crowned with ivy, serves Dionysus.","The sentence employs a complex periodic structure centered on the relative pronoun 'ὅστις' (who), which governs a series of participial phrases that elaborate on the blessed life of the initiate. The syntax builds through coordinated participles ('εἰδὼς', 'βακχεύων', 'θεμιτεύων', 'τινάσσων', 'στεφανωθεὶς') that modify the subject, culminating in the main finite verb 'θεραπεύει' (serves/worships) at the very end of the sentence, creating a sense of accumulation and climax. Stylistically, the text uses asyndeton (the omission of conjunctions between clauses or phrases) in the series of participial actions to mimic the frenzied, continuous motion of the ritual. The vocabulary is deeply rooted in the cultic context of Dionysus: 'τελεταὶ θεῶν' refers to initiation rites; 'θιασεύεται' and 'βακχεύων' describe the ecstatic dancing and revelry of the maenads and satyrs; 'θυρσὸν' is the pine-cone-tipped staff carried by Dionysiac followers; and 'κισσός' (ivy) is a sacred plant associated with Dionysus. The phrase 'ἁγιστεύει' (lives a holy/pious life) contrasts with the wild 'βακχεύων', highlighting the dual nature of the Dionysiac experience as both ecstatic and ritually pure. The mention of 'Μήτηρ Μεγάλη' (Cybele) alongside Dionysus reflects the syncretic nature of mystery cults in the Hellenistic world, where the Great Mother's rites were often paralleled with or integrated into Dionysiac worship.",24
25,"Come, Bacchants, come, Bacchants, leading down Bromius, the child of a god, the god Dionysus, from the Phrygian mountains of Hellas into the wide-streeted streets, Bromius.","The sentence opens with a striking example of anaphora, repeating the imperative 'ἴτε' (come) and the vocative 'βάκχαι' (Bacchants) to create a rhythmic, incantatory call that mimics the frenzied movement of the Maenads. The participle 'κατάγουσαι' (leading down) functions adverbially, describing the action of the Bacchants as they guide the deity. The phrase 'παῖδα θεὸν θεοῦ Διόνυσον' employs a hendiadys-like accumulation of appositives to emphasize the divine nature of Dionysus, explicitly linking him to Zeus ('θεοῦ Διόνυσον' implying 'Dionysus, son of Zeus') while using the epithet 'Bromius' (associated with the roaring of the sacred rite) at both the beginning and end of the clause, creating a loose chiasmus that frames the deity. The transition from 'Φρυγίων... Ἑλλάδος' (Phrygian... of Hellas) reflects the mythological tradition of Dionysus's Asian origins (Phrygia) entering the Greek world. The term 'εὐρυχόρους ἀγυιάς' (wide-streeted streets) is a distinctive epithet for the urban spaces of Thebes, contrasting the wild mountain terrain with the organized civic space, suggesting the god's power to transform the city itself.",25
26,"She, who had fled through the labor-pangs of thunder, the mother who bore the one whom she once held in the thunder's necessity, cast out a child from the womb, leaving the life of the lightning-blow.","This sentence employs a complex periodic structure with multiple participial phrases modifying the subject 'mother' (Semele). The syntax centers on the main verb 'ἔτεκεν' (bore), which is delayed by the participial phrase 'πτᾰμενᾰς' (flying/fleeing) and the relative clause 'ὃν ποτ' ἔχουσ'...' (whom she once held...). The phrase 'ἐν ὠδίνων λοχίαις ἀνάγκαισι' (in the necessity of labor-pangs) uses a genitive plural with a preposition to describe the intense circumstances of birth, metaphorically equating them with the thunder of Zeus. The term 'νηδυός' refers specifically to the womb, and 'ἐκβολον' (cast out) suggests a violent or sudden expulsion, likely alluding to the myth where Semele is destroyed by Zeus's lightning. The final participial phrase 'λιποῦσα αἰῶνα κεραυνίω πληγᾷ' (leaving the life of the lightning-blow) uses an instrumental or ablative-like dative 'πληγᾷ' to indicate the means by which her life ended. The sentence features a high degree of epithets and compound-like constructions typical of Euripidean tragedy, emphasizing the divine and violent nature of the event.",26
27,"And in his secret chambers Kronion Zeus immediately received him, and having covered him with golden pins on his thighs, he concealed him from Hera.","The sentence depicts a moment of divine concealment, utilizing specific vocabulary to evoke intimacy and secrecy. The term λοχιος (lokhios) is an epithet often associated with childbirth or secret places, here describing the chambers (θαλάμαις) as a hidden, perhaps womb-like, space suitable for hiding the infant Dionysus. The verb δεχομαι (dechomai) carries the sense of 'receiving' or 'welcoming' someone into one's care or presence. The phrase κατα μηρων (kata mērōn) literally means 'over the thighs,' referring to the practice of pinning the garment or the child to the body. The use of χρυσησι περοναισιν (chryseaisin peronais) highlights the precious nature of the fasteners, contrasting the divine status of Zeus with the vulnerability of the infant. The aorist participle καλυψας (kalypsas) indicates an action completed prior to the main verb συνερειδει (synereidei), which means 'to support' or 'to hold fast,' suggesting that the pins not only covered but also secured the child. The prepositional phrase αφ' Ηρας (aph' Hēras) emphasizes the secrecy of the act, as Hera is the primary antagonist in the mythological narrative concerning the birth of Dionysus. The sentence structure employs a series of coordinated verbs (δεξατο... συνερειδει) connected by the conjunction δε, creating a rhythmic flow that mirrors the swift and decisive actions of Zeus. The use of the epithet Κρονιδας (Kronidas) for Zeus reinforces his lineage and authority, while the entire passage showcases the poet's skill in depicting divine intervention with both precision and dramatic tension.",27
28,"She bore him, when the Fates accomplished their task, the bull-horned god, and crowned him with wreaths of serpents, from whence the maenads cast their lion-nurturing hunt with their hair.","The sentence employs a complex narrative structure typical of tragic choral odes, blending mythological birth imagery with ritualistic action. The phrase 'ταυρόκερων θεόν' (bull-horned god) is a compound adjective highlighting the dual nature of Dionysus as both a youthful deity and a force of untamed nature. The syntax features a main clause interrupted by a temporal clause ('when the Fates accomplished their task'), emphasizing the inevitability of the divine birth. The verb 'στεφανώσεν' (crowned) paired with 'στεφάνοις' (wreaths) creates a lexical repetition (epanalepsis) that reinforces the ritual significance of the act. The final clause uses 'ἄγραν θηροτρόφον' (lion-nurturing hunt) as a metaphor for the maenads' frenzied pursuit, where 'θηροτρόφον' suggests the wild, predatory nature of their ecstatic state. The sentence concludes with 'ἀμφιβάλλονται πλόκαμοις' (they cast with their hair), a vivid image of the maenads' disheveled hair symbolizing their loss of control and connection to the divine madness. The use of 'ἐνθεν' (from whence) creates a spatial link between the divine birth and the subsequent ritual frenzy, suggesting a causal or symbolic continuity.",28
